response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,KAVASST,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Some college or trade school,White,Female,Asian,Support,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Believe,Support,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,White,Oakland,50 to 85 percent,Landline,0,0.7506,1.2482,1.3203,0.9195
Rep,50 to 64,Bachelors' degree,White,Male,Black,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9003,0.8202,0.4716,0.8271
Rep,65 and older,Some college or trade school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Unfavorable,Do not believe,Support,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9777,0.9158,0.5203,0.9167
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Cell,0,0.9848,1.0625,0.6181,1.0249
Rep,50 to 64,Some college or trade school,White,Female,White,Support,Don't know,Disapp.,Reps. keep House,Don't know,No,Favorable,Don't know,Support,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9915,0.7902,0.5159,0.7887
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9966,1.4132,1.1193,1.4135
Rep,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Ingham,50 to 85 percent,Cell,1,0.8136,0.5144,0.2758,0.5259
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.9285,1.2022,0.7525,1.2081
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Support,support,Don't know,Dems. take House,Unfavorable,No,Unfavorable,Do not believe,Oppose,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Non-White,Livingston,85 percent or higher,Cell,1,0.92490000000000006,0.782,0.5322,0.7862
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,Less than 50 percent,Landline,1,0.284,0.666,1.5417,0.8333
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9755,0.6809,0.5167,0.6816
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9354,1.0144,0.582,1.0186
Und,50 to 64,Bachelors' degree,Hispanic,Female,Asian,Don't know,support,Approve,Don't know,Don't know,Yes,Don't know,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Non-White,Oakland,85 percent or higher,Cell,1,0.9487,1.2145,0.6469,1.218
Und,18 to 34,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,Don't know,Approve,Don't know,Don't know,No,Don't know,Don't know,Oppose,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,Oakland,Less than 50 percent,Cell,0.4444,0.1137,1.1505,4.8301,0.6786
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Ingham,85 percent or higher,Cell,1,0.9893,0.6642,0.321,0.6649
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9979,0.8821,0.4373,0.8842
Dem,65 and older,Some college or trade school,White,Female,Black,Support,oppose,Don't know,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,Ingham,Less than 50 percent,Landline,1,0.0859,0.7444,3.0277,1.239
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Oakland,50 to 85 percent,Cell,1,0.8359,0.9967,0.5721,1.0151
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Oppose,support,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9938,0.8202,0.3073,0.8214
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Believe,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.8853,0.902,0.6361,0.9115
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9904,0.7902,0.5165,0.7911
Dem,35 to 49,High school,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Believe,Oppose,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9563,1.9861,1.9494,1.9904
Dem,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Oakland,85 percent or higher,Landline,1,0.904,0.8416,0.6229,0.8482
Dem,18 to 34,Bachelors' degree,White,Male,Hispanic,Oppose,support,Approve,Reps. keep House,Favorable,No,Don't know,Don't know,Support,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Oakland,Less than 50 percent,Cell,0.6667,0.3654,1.0259,1.5941,0.7586
Und,65 and older,Some college or trade school,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Believe,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.9707,0.9868,0.5611,0.988
Rep,18 to 34,High school,White,Male,White,Oppose,Don't know,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,Support,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Ingham,85 percent or higher,Landline,1,0.9238,2.1765,1.4194,2.1884
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Disapp.,Reps. keep House,Favorable,No,Unfavorable,Don't know,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9957,0.512,0.1988,0.5119
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Believe,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Ingham,50 to 85 percent,Cell,1,0.623,0.6793,0.5201,0.7253
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Oakland,Less than 50 percent,Cell,1,0.4091,1.09,2.9354,1.2612
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.9976,0.5511,0.2453,0.5523
Rep,65 and older,High school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Oakland,85 percent or higher,Landline,1,0.9896,2.5564,1.5777,2.5591
Dem,35 to 49,Bachelors' degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.8874,0.9721,0.614,0.982
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Don't know,Unfavorable,No,Favorable,Believe,Support,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,50 to 85 percent,Landline,1,0.8133,0.7366,0.5649,0.7531
Rep,65 and older,High school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Don't know,Support,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Landline,0,0.5676,1.7155,2.261,0.5685
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Don't know,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.9868,1.1695,0.9848,1.1657
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9938,1.1337,0.7898,1.1353
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9896,0.707,0.3585,0.7078
Rep,35 to 49,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Oppose,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.9263,1.0854,0.9799,1.0758
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,Livingston,85 percent or higher,Landline,1,0.9211,1.2032,0.9245,1.2102
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9852,0.5235,0.2592,0.524
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Do not believe,Support,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Livingston,50 to 85 percent,Cell,1,0.8446,0.6686,0.4568,0.6638
Rep,35 to 49,High school,White,Female,White,Support,Don't know,Approve,Don't know,Don't know,No,Favorable,Don't know,Support,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Oakland,50 to 85 percent,Cell,0.7778,0.8202,2.5985,2.8622,2.4938
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Oakland,50 to 85 percent,Cell,1,0.8215,1.1813,0.7472,1.206
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.8811,0.5736,0.4486,0.58
Dem,35 to 49,Bachelors' degree,Other,Male,White,Oppose,support,Disapp.,Dems. take House,Favorable,No,Favorable,Don't know,Oppose,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Non-White,Oakland,85 percent or higher,Landline,1,0.8625,1.6144,1.136,1.637
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Support,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9889,0.5928,0.3196,0.5934
Und,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.9865,0.5933,0.2773,0.5939
Dem,65 and older,Bachelors' degree,White,Female,Asian,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Livingston,85 percent or higher,Cell,0.4444,0.8819,1.0224,0.6841,0.8629
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Oakland,Less than 50 percent,Cell,1,0.3903,0.7181,1.2028,0.774
Dem,50 to 64,High school,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9858,1.6758,1.4735,1.6773
Rep,18 to 34,Some college or trade school,White,Male,White,Support,oppose,Don't know,Reps. keep House,Don't know,No,Don't know,Don't know,Support,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Ingham,Less than 50 percent,Cell,1,0.3073,0.8971,1.9174,1.103
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Favorable,No,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,Less than 50 percent,Cell,1,0.4908,0.8208,1.3264,0.8577
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Favorable,Believe,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Livingston,50 to 85 percent,Landline,1,0.7913,1.2107,0.869,1.2429
Rep,50 to 64,Some college or trade school,Black,Male,[DO NOT READ] Don't know/Refused,Oppose,Don't know,Approve,Don't know,Don't know,No,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Oakland,Less than 50 percent,Landline,1,0.2321,0.9837,2.7367,1.1515
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,Support,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.8671,0.8195,0.4068,0.8303
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9918,0.9868,0.5491,0.988
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Ingham,85 percent or higher,Landline,1,0.991,0.47,0.1873,0.4706
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9873,0.7338,0.3552,0.7315
Und,35 to 49,Bachelors' degree,White,Male,White,Support,Don't know,Disapp.,Don't know,Don't know,No,Don't know,Believe,Oppose,30 to 44,4-year College Grad.,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,0.2222,0.877,1.2022,0.7966,0.7607
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9924,0.7892,0.5051,0.7902
Und,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,White,Oppose,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Oakland,Less than 50 percent,Cell,0.2222,0.1377,1.1373,3.6425,0.4023
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Support,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,Livingston,85 percent or higher,Landline,0.8889,0.9346,1.0986,0.6391,1.0964
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Oakland,50 to 85 percent,Landline,1,0.7317,0.7366,0.6278,0.7655
Und,50 to 64,Some college or trade school,Other,Female,White,Oppose,oppose,Disapp.,Reps. keep House,Unfavorable,Yes,Unfavorable,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Non-White,Oakland,Less than 50 percent,Cell,1,0.4212,1.1022,2.1673,1.2678
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Oppose,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Livingston,50 to 85 percent,Cell,1,0.6596,1.248,0.6843,1.3195
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.916,0.9858,0.955,0.9922
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,50 to 85 percent,Cell,0.5556,0.5658,1.2494,1.516,0.9191
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Livingston,85 percent or higher,Cell,0.7778,0.9845,0.6067,0.3586,0.6006
Dem,50 to 64,Some college or trade school,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Believe,Support,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.8721,0.8862,0.7296,0.8788
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Don't know,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Livingston,85 percent or higher,Landline,1,0.9322,0.9052,0.5721,0.8974
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,Oppose,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Ingham,85 percent or higher,Landline,1,0.9363,1.0513,0.7549,1.0423
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9947,0.6387,0.3401,0.6397
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9898,1.1426,0.8788,1.1439
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Female,Black,Support,Don't know,Disapp.,Dems. take House,Don't know,Yes,Don't know,Don't know,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Ingham,Less than 50 percent,Cell,1,0.0551,1.0741,4.4288,1.9908
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Cell,1,0.5733,0.8708,0.975,0.9438
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,support,Don't know,Dems. take House,Unfavorable,No,Favorable,Don't know,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Oakland,85 percent or higher,Landline,1,0.9864,1.1872,0.6172,1.1883
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.949,0.7902,0.539,0.7924
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Ingham,85 percent or higher,Landline,1,0.9906,0.796,0.3128,0.7969
Rep,18 to 34,Some college or trade school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Believe,Support,30 to 44,Some College Educ.,Democratic,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,White,Ingham,50 to 85 percent,Cell,1,0.8312,1.1675,0.8628,1.1599
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Non-White,Oakland,50 to 85 percent,Cell,1,0.5588,1.0415,0.6979,1.1341
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Believe,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9545,0.8506,0.6629,0.8526
