response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Don't know,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,Guilford,50 to 85 percent,Cell,1,0.7187,1.4741,1.0983,1.5467,2018-10-04 21:07:44
Dem,35 to 49,Bachelors' degree,White,Female,White,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest,Less than 50 percent,Cell,0.7778,0.4786,0.8813,1.1663,0.8544,2018-10-04 21:10:53
Und,18 to 34,Bachelors' degree,White,Female,White,support,Don't know,Check,Don't know,Don't know,Don't know,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,White,Guilford,Less than 50 percent,Cell,1,0.2464,1.4117,4.7213,1.6467,2018-10-04 21:17:44
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.9863,0.5309,0.2041,0.535,2018-10-04 21:18:47
Rep,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,support,Don't know,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Guilford,50 to 85 percent,Cell,1,0.8197,0.5707,0.3189,0.5868,2018-10-04 21:19:50
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Guilford,Less than 50 percent,Cell,0.7778,0.4809,0.7162,0.7512,0.6941,2018-10-04 21:21:47
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Guilford,50 to 85 percent,Cell,1,0.7774,0.5662,0.2606,0.5868,2018-10-04 21:21:56
Rep,65 and older,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,Do not believe,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9683,1.6295,1.1443,1.6427,2018-10-04 21:23:44
Dem,35 to 49,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Guilford,85 percent or higher,Cell,1,0.95,2.1704,1.5835,2.1909,2018-10-04 21:25:32
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Guilford,85 percent or higher,Landline,1,0.9858,0.6833,0.2118,0.6885,2018-10-04 21:34:00
Und,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Support,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Landline,0.8889,0.2388,1.1363,3.8722,1.4086,2018-10-04 21:35:57
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6326,0.5241,0.3996,0.5619,2018-10-04 21:37:18
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Don't know,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,Black,Guilford,Less than 50 percent,Cell,0.4444,0.2892,1.4092,2.6357,1.3194,2018-10-04 21:40:45
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Guilford,50 to 85 percent,Cell,1,0.83,0.9815,0.4534,1.0073,2018-10-04 21:43:36
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Guilford,85 percent or higher,Cell,1,0.8915,1.7252,1.5442,1.7536,2018-10-04 21:44:03
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Rest,50 to 85 percent,Cell,1,0.8485,1.7686,1.7705,1.7673,2018-10-04 21:45:15
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6215,0.5511,0.3497,0.5926,2018-10-04 21:46:45
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9621,1.6061,1.1309,1.6198,2018-10-04 21:47:00
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9548,0.8746,0.4593,0.8825,2018-10-04 21:48:21
Dem,18 to 34,High school,Black,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,18 to 34,Black,Guilford,Less than 50 percent,Cell,1,0.2622,2.8692,8.8436,3.6795,2018-10-04 21:49:24
Und,65 and older,Bachelors' degree,Unknown,Male,Asian,support,Approve,Support,Don't know,Don't know,Don't know,Don't know,Do not believe,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,65 and older,Unknown,Guilford,85 percent or higher,Cell,1,0.8776,0.9682,0.7407,0.9664,2018-10-04 21:49:33
Dem,35 to 49,High school,Black,Male,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Black,Guilford,Less than 50 percent,Cell,1,0.327,1.8635,3.1648,2.076,2018-10-04 21:51:21
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9242,0.8746,0.4741,0.8852,2018-10-04 21:51:39
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",50 to 64,White,Guilford,50 to 85 percent,Cell,0.7778,0.834,0.581,0.2886,0.5226,2018-10-04 21:53:00
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,Believe,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.8929,0.8346,0.3968,0.8482,2018-10-04 21:54:21
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Guilford,85 percent or higher,Landline,1,0.9895,0.7273,0.2274,0.733,2018-10-04 21:54:30
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9767,1.6295,1.1345,1.6318,2018-10-04 21:54:39
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Guilford,85 percent or higher,Cell,1,0.9711,0.528,0.2286,0.5322,2018-10-04 21:55:06
Und,65 and older,High school,Black,Female,White,Don't know,Approve,Support,Don't know,Don't know,Don't know,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Black,Guilford,50 to 85 percent,Cell,0,0.5887,1.4246,0.941,1.0743,2018-10-04 21:56:45
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,Believe,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Guilford,50 to 85 percent,Landline,0.4444,0.7127,0.724,0.372,0.63,2018-10-04 21:57:30
Dem,65 and older,High school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.9073,1.3262,0.6008,1.3451,2018-10-04 22:01:45
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7977,0.5769,0.3004,0.5955,2018-10-04 22:02:03
Dem,65 and older,High school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,65 and older,Black,Rest,Less than 50 percent,Cell,0.6667,0.3852,1.3991,1.977,1.0462,2018-10-04 22:04:00
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Guilford,50 to 85 percent,Cell,1,0.6499,0.9404,0.5961,1.0035,2018-10-04 22:04:36
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8006,1.2079,0.7227,1.2462,2018-10-04 22:05:30
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9287,0.9033,0.4414,0.9138,2018-10-04 22:07:09
Dem,50 to 64,High school,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Guilford,85 percent or higher,Landline,1,0.9461,1.7903,0.9134,1.8079,2018-10-04 22:07:36
Dem,65 and older,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Other Non-White,Guilford,Less than 50 percent,Cell,1,0.312,0.4593,0.9722,0.5666,2018-10-04 22:07:36
Und,35 to 49,Bachelors' degree,Other,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Favorable,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Other Non-White,Guilford,50 to 85 percent,Cell,1,0.6734,0.9611,0.899,0.9763,2018-10-04 22:09:24
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Approve,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Guilford,50 to 85 percent,Cell,0.1111,0.8269,0.8546,0.5825,0.4616,2018-10-04 22:10:45
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.9623,0.9098,0.4275,0.9096,2018-10-04 22:11:21
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Guilford,50 to 85 percent,Cell,1,0.8073,1.0022,0.4843,1.0327,2018-10-04 22:11:39
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Landline,1,0.9549,0.5167,0.2277,0.5214,2018-10-04 22:11:48
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Do not believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9794,0.8523,0.3774,0.8588,2018-10-04 22:12:33
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Dems. take House,Favorable,Unfavorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.988,0.9231,0.4242,0.9302,2018-10-04 22:12:33
Dem,65 and older,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Guilford,85 percent or higher,Landline,1,0.9864,0.5427,0.1483,0.5469,2018-10-04 22:12:33
Und,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,0.7778,0.8352,0.8752,0.5326,0.8743,2018-10-04 22:13:00
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Guilford,50 to 85 percent,Landline,1,0.8498,1.782,1.2238,1.8228,2018-10-04 22:13:09
Und,35 to 49,High school,White,Male,Other,support,Disapp.,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Rest,85 percent or higher,Landline,1,0.9201,2.0862,1.7457,2.1127,2018-10-04 22:14:12
Rep,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6061,1.2079,0.9502,1.3048,2018-10-04 22:16:35
Rep,50 to 64,Some college or trade school,White,Female,White,support,Don't know,Check,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9758,1.1275,0.742,1.1363,2018-10-04 22:16:44
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Don't know,Don't know,Don't know,support,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,White,Rest,50 to 85 percent,Landline,0.8889,0.7962,0.9134,0.5384,0.9296,2018-10-04 22:16:53
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,85 percent or higher,Landline,1,0.9775,1.0965,0.6222,1.0982,2018-10-04 22:16:53
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9647,1.1646,0.7013,1.1742,2018-10-04 22:20:51
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8481,0.9634,0.4925,0.9857,2018-10-04 22:22:03
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,0.1111,0.0745,1.1948,5.269,0.3695,2018-10-04 22:23:11
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6257,0.9434,0.6369,0.9652,2018-10-04 22:23:47
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Guilford,50 to 85 percent,Cell,0.8889,0.5797,1.7504,1.9491,1.747,2018-10-04 22:23:47
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.9847,0.3148,0.1195,0.3173,2018-10-04 22:23:56
Dem,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,Guilford,85 percent or higher,Cell,1,0.914,0.5484,0.2055,0.5557,2018-10-04 22:24:36
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.3949,0.9332,1.3852,1.0951,2018-10-04 22:26:11
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,65 and older,Some College Educ.,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,0.4444,0.6874,0.9434,0.5809,0.6067,2018-10-04 22:26:24
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Check,oppose,Dems. take House,Unfavorable,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Landline,0.5556,0.4197,0.8244,1.7076,0.5254,2018-10-04 22:26:56
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.96,1.5776,1.2353,1.5913,2018-10-04 22:27:05
Und,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,support,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Landline,0.7778,0.671,1.1487,1.0023,1.1034,2018-10-04 22:27:32
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8235,0.9134,0.521,0.914,2018-10-04 22:28:17
Dem,50 to 64,Bachelors' degree,White,Female,Other,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,50 to 64,White,Guilford,50 to 85 percent,Cell,0.8889,0.7752,0.9531,0.5866,0.8659,2018-10-04 22:28:26
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Guilford,50 to 85 percent,Landline,1,0.5801,1.3154,1.0163,1.3567,2018-10-04 22:32:33
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9747,0.674,0.2694,0.6792,2018-10-04 22:33:37
Dem,50 to 64,Bachelors' degree,Hispanic,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Other Non-White,Guilford,85 percent or higher,Landline,1,0.9028,0.9668,0.5204,0.9812,2018-10-04 22:35:07
Und,65 and older,Some college or trade school,White,Female,White,oppose,Don't know,Don't know,support,Dems. take House,Favorable,Favorable,Believe,agree,65 and older,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,0.4444,0.8447,0.8972,0.5533,0.6035,2018-10-04 22:35:34
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8418,0.9634,0.496,0.9867,2018-10-04 22:35:52
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,0.4444,0.6678,0.9134,0.6392,0.6241,2018-10-04 22:36:19
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Guilford,85 percent or higher,Landline,0.7778,0.8891,0.325,0.0979,0.324,2018-10-04 22:36:28
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Guilford,85 percent or higher,Landline,1,0.9837,0.4199,0.1473,0.421,2018-10-04 22:38:16
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6654,0.6959,0.4238,0.7396,2018-10-04 22:38:52
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Guilford,85 percent or higher,Landline,1,0.9655,1.6952,1.0748,1.7092,2018-10-04 22:39:46
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Guilford,50 to 85 percent,Cell,1,0.5769,0.9767,0.565,1.0645,2018-10-04 22:39:55
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Landline,1,0.986,0.5351,0.2619,0.5369,2018-10-04 22:40:13
