response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,50 to 85 percent,Cell,1,0.7248,0.8735,0.7004,0.935,2018-10-25 23:44:11
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9489,0.88,0.4826,0.8908,2018-10-25 23:48:04
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.97,1.232,0.7838,1.2424,2018-10-25 23:48:21
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Don't know,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Des Moines,85 percent or higher,Cell,1,0.97,0.7431,0.4685,0.7456,2018-10-25 23:48:57
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.9195,1.0767,0.8627,1.0693,2018-10-25 23:50:19
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,0.4444,0.9346,0.9884,0.663,0.9313,2018-10-25 23:51:13
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.9431,0.7659,0.4186,0.7701,2018-10-25 23:52:06
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,0.6667,0.584,1.3913,1.7768,1.0952,2018-10-25 23:54:12
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Polk,Less than 50 percent,Cell,0.5556,0.3055,1.0392,2.1626,0.6988,2018-10-25 23:55:33
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,Less than 50 percent,Cell,1,0.3243,1.4782,3.9862,1.8,2018-10-25 23:56:45
Dem,18 to 34,Some college or trade school,Black,Male,Other,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Des Moines,85 percent or higher,Cell,1,0.9504,0.9887,1.0113,0.9934,2018-10-25 23:57:31
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,1,0.8229,0.8451,0.6017,0.8803,2018-10-25 23:59:01
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.97,0.7021,0.3089,0.7044,2018-10-25 23:59:36
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.9244,0.8919,0.501,0.8985,2018-10-26 00:00:57
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,Less than 50 percent,Cell,0.8889,0.4818,0.9122,1.1986,0.9905,2018-10-26 00:01:51
Rep,18 to 34,Bachelors' degree,White,Male,Black,Disapp.,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Polk,85 percent or higher,Cell,1,0.9606,0.8654,0.5582,0.8687,2018-10-26 00:02:45
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.97,0.8123,0.4583,0.8191,2018-10-26 00:02:54
Und,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Des Moines,Less than 50 percent,Cell,1,0.4358,1.4003,1.5072,1.4892,2018-10-26 00:03:57
Rep,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,>60% Trump,50 to 85 percent,Cell,1,0.8238,0.783,0.4713,0.8007,2018-10-26 00:04:06
5,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.9094,1.2054,1.0807,1.2301,2018-10-26 00:05:09
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Landline,1,0.97,0.762,0.4786,0.7645,2018-10-26 00:05:18
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,Less than 50 percent,Cell,0.6667,0.4864,1.0208,1.2159,0.78,2018-10-26 00:05:36
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,<60% Trump,Less than 50 percent,Cell,1,0.3769,1.186,3.6919,1.3987,2018-10-26 00:06:12
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.8693,0.9884,0.7128,1.0032,2018-10-26 00:07:33
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Polk,50 to 85 percent,Cell,0.4444,0.703,1.1356,1.1389,0.8464,2018-10-26 00:09:21
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Des Moines,Less than 50 percent,Cell,1,0.4783,1.1227,1.6917,1.1794,2018-10-26 00:10:06
Und,18 to 34,High school,White,Male,Other,Disapp.,Don't know,Don't know,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Des Moines,Less than 50 percent,Cell,0.7778,0.2205,1.7279,6.7039,2.0358,2018-10-26 00:10:33
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,50 to 85 percent,Landline,1,0.6058,0.7501,0.7144,0.8066,2018-10-26 00:11:09
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,1,0.8336,1.0057,0.863,1.0267,2018-10-26 00:11:18
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,85 percent or higher,Cell,1,0.97,0.7529,0.4446,0.7554,2018-10-26 00:14:00
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,1,0.7643,0.7595,0.5963,0.8037,2018-10-26 00:14:36
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Dems. take House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,0.8889,0.6333,1.0525,1.2265,0.925,2018-10-26 00:15:12
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.97,1.099,0.8277,1.1026,2018-10-26 00:15:48
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,50 to 85 percent,Cell,1,0.8188,0.5809,0.2848,0.6057,2018-10-26 00:20:51
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Polk,85 percent or higher,Cell,1,0.9199,0.9225,0.7058,0.9298,2018-10-26 00:22:12
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,1,0.7433,0.778,0.5786,0.8081,2018-10-26 00:23:24
Rep,50 to 64,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Des Moines,85 percent or higher,Cell,1,0.97,0.7616,0.4739,0.7641,2018-10-26 00:23:51
Dem,18 to 34,High school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,<60% Trump,50 to 85 percent,Cell,1,0.5181,1.2992,2.0511,1.4379,2018-10-26 00:25:39
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.97,0.88,0.4721,0.8763,2018-10-26 00:27:00
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,>60% Trump,Less than 50 percent,Cell,1,0.4118,1.4372,2.9709,1.6642,2018-10-26 00:27:09
Dem,50 to 64,Bachelors' degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Non-White,Des Moines,85 percent or higher,Cell,1,0.8548,0.8118,0.6512,0.8258,2018-10-26 00:28:48
6,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Polk,Less than 50 percent,Cell,1,0.3089,1.0612,2.2833,1.1873,2018-10-26 00:28:57
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.9332,0.8165,0.5123,0.8217,2018-10-26 00:29:06
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9255,1.1262,0.8775,1.1344,2018-10-26 00:29:54
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Polk,85 percent or higher,Cell,1,0.9601,1.0125,0.4734,1.0228,2018-10-26 00:29:54
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Polk,85 percent or higher,Cell,1,0.9304,0.7252,0.4857,0.7368,2018-10-26 00:38:18
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.97,0.683,0.3083,0.6852,2018-10-26 00:41:00
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,1,0.8424,0.7257,0.5011,0.7221,2018-10-26 00:41:09
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,Less than 50 percent,Cell,1,0.4658,1.1151,1.5554,1.2598,2018-10-26 00:49:03
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.8321,0.7281,0.4284,0.7566,2018-10-26 00:50:06
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.97,1.1452,0.7245,1.1405,2018-10-26 00:52:21
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,Less than 50 percent,Cell,1,0.4628,1.0208,1.2781,1.1547,2018-10-26 00:55:39
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Polk,50 to 85 percent,Landline,1,0.7719,0.9334,0.7858,0.9333,2018-10-26 00:57:45
Rep,65 and older,High school,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Non-White,>60% Trump,85 percent or higher,Landline,1,0.9637,1.0021,0.7322,1.0058,2018-10-26 01:00:54
Und,35 to 49,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Des Moines,50 to 85 percent,Cell,1,0.7828,0.8508,0.5727,0.8766,2018-10-26 01:04:09
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.97,1.2022,0.775,1.2062,2018-10-26 01:05:39
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.97,1.2863,1.0442,1.2971,2018-10-26 01:05:39
Dem,18 to 34,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,Non-White,Des Moines,85 percent or higher,Cell,1,0.9065,0.7308,0.5871,0.7463,2018-10-26 01:07:27
6,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,50 to 85 percent,Landline,1,0.8332,1.1014,0.6879,1.0964,2018-10-26 01:07:36
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Landline,1,0.6372,1.1588,1.0302,1.235,2018-10-26 01:10:18
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,>60% Trump,50 to 85 percent,Cell,1,0.6386,0.814,0.725,0.8672,2018-10-26 01:10:36
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,<60% Trump,50 to 85 percent,Landline,1,0.5848,0.9177,0.6471,1.0313,2018-10-26 01:12:15
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.9238,1.2691,1.0841,1.2912,2018-10-26 01:13:45
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.97,1.0125,0.6755,1.0158,2018-10-26 01:14:39
Und,65 and older,High school,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,Less than 50 percent,Landline,0.8889,0.2795,1.338,3.2153,1.1484,2018-10-26 01:14:57
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9627,1.0743,0.6028,1.069,2018-10-26 01:15:51
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,18 to 29,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,18 to 34,White,Des Moines,Less than 50 percent,Cell,1,0.4409,0.9045,1.2919,1.0884,2018-10-26 01:15:51
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Landline,0.1111,0.8837,1.577,1.4038,0.9569,2018-10-26 01:16:58
Rep,65 and older,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,0.4444,0.8765,0.8133,0.5862,0.658,2018-10-26 01:19:40
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.9243,0.9108,0.5348,0.9176,2018-10-26 01:20:07
Rep,65 and older,Grade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Non-White,<60% Trump,50 to 85 percent,Landline,1,0.7394,0.9832,0.9762,0.9861,2018-10-26 01:21:01
Und,65 and older,High school,White,Male,White,Don't know,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.8744,1.0743,0.6637,1.1051,2018-10-26 01:21:10
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,50 to 85 percent,Landline,1,0.7651,0.7298,0.587,0.7302,2018-10-26 01:22:31
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.7286,1.1755,1.0484,1.225,2018-10-26 01:22:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Des Moines,85 percent or higher,Landline,1,0.97,0.6111,0.2663,0.6085,2018-10-26 01:22:49
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,>60% Trump,50 to 85 percent,Landline,1,0.7698,0.6045,0.3469,0.6245,2018-10-26 01:24:46
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.97,0.6122,0.2981,0.6174,2018-10-26 01:25:22
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,>60% Trump,50 to 85 percent,Landline,0.8889,0.7986,1.0593,0.878,1.0379,2018-10-26 01:26:07
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,>60% Trump,85 percent or higher,Landline,1,0.8912,1.3243,0.8095,1.3399,2018-10-26 01:27:01
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,Less than 50 percent,Cell,1,0.4502,0.9576,1.3721,1.0892,2018-10-26 01:28:58
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Non-White,Des Moines,Less than 50 percent,Cell,1,0.3915,1.297,3.7047,1.5175,2018-10-26 01:31:04
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Cell,0.7778,0.5192,0.9124,0.9606,0.9464,2018-10-26 01:33:21
5,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.5643,0.8394,0.7856,0.9143,2018-10-26 01:33:21
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,0.6667,0.97,1.0484,0.5915,1.0273,2018-10-26 01:34:42
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9307,1.2302,1.0688,1.222,2018-10-26 01:35:54
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Polk,50 to 85 percent,Cell,0.8889,0.5347,1.0245,1.1447,1.0943,2018-10-26 01:40:06
