response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Phoenix,50 to 85 percent,Landline,1,0.7253,1.2752,1.0134,1.2799,2018-10-12 04:26:28
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.9521,0.7931,0.5067,0.8016,2018-10-12 04:26:46
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,50 to 85 percent,Landline,1,0.632,0.8031,0.7652,0.8162,2018-10-12 04:27:31
Rep,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Postgraduate Degree,Other,Male,Not very likely,Republican,Nonwhite,18 to 39,Postgraduate Degree,White,Rest of Maricopa,50 to 85 percent,Cell,0.2222,0.7047,0.9921,1.1255,0.5615,2018-10-12 04:27:40
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,85 percent or higher,Cell,1,0.965,1.1035,0.7378,1.1065,2018-10-12 04:28:07
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Female,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.7042,0.4447,0.7061,2018-10-13 00:35:03
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,50 to 85 percent,Cell,1,0.647,1.1933,1.3236,1.2673,2018-10-13 00:36:51
Rep,65 and older,Graduate or Professional Degree,Other,Male,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,65 and older,Postgraduate Degree,Non-White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9949,0.5955,0.385,0.5971,2018-10-13 00:37:54
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Cell,1,0.965,0.7931,0.5,0.7952,2018-10-13 00:38:39
Und,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Phoenix,85 percent or higher,Landline,1,0.8979,0.8236,0.4952,0.7691,2018-10-13 00:40:54
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,50 to 85 percent,Cell,1,0.6572,0.8011,0.7196,0.8485,2018-10-13 00:43:36
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7466,0.4698,0.7486,2018-10-13 00:52:18
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Phoenix,85 percent or higher,Cell,1,0.8795,0.8714,0.5437,0.8823,2018-10-13 00:56:12
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,50 to 85 percent,Cell,1,0.7596,1.3017,1.1058,1.3019,2018-10-13 00:58:18
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Phoenix,50 to 85 percent,Landline,1,0.7647,0.8511,0.5876,0.8997,2018-10-13 00:59:12
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7316,0.466,0.7336,2018-10-13 01:00:06
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Not at all likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Non-White,Phoenix/Tempe,Less than 50 percent,Cell,0.6667,0.3789,1.0215,2.4765,0.5145,2018-10-13 01:00:33
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,Less than 50 percent,Landline,1,0.3121,1.08,2.6364,1.2052,2018-10-13 01:02:19
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Non-White,Phoenix/Tempe,Less than 50 percent,Cell,0.8889,0.453,0.8019,1.4804,0.8124,2018-10-13 01:04:16
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Phoenix,85 percent or higher,Cell,1,0.965,1.1752,0.7303,1.1784,2018-10-13 01:05:46
Rep,50 to 64,Graduate or Professional Degree,White,Female,Asian,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,40 to 64,Postgraduate Degree,White,Phoenix,85 percent or higher,Cell,1,0.965,0.8651,0.4904,0.8724,2018-10-13 01:08:01
Rep,65 and older,Some college or trade school,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,65 and older,No 4-year College Degree,Non-White,Phoenix,85 percent or higher,Landline,1,0.965,0.9296,0.7112,0.9245,2018-10-13 01:10:07
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Phoenix,85 percent or higher,Cell,1,0.944,0.9173,0.4863,0.9214,2018-10-13 01:11:28
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Rest,85 percent or higher,Cell,1,0.9557,0.5998,0.3262,0.6019,2018-10-13 01:12:13
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.965,1.0776,0.844,1.0805,2018-10-13 01:12:22
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7988,0.853,0.605,0.8755,2018-10-13 01:13:16
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,0,0.965,1.0028,0.7693,0.9174,2018-10-13 01:15:22
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Phoenix,85 percent or higher,Cell,1,0.965,0.8331,0.4751,0.8354,2018-10-13 01:15:58
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Phoenix,85 percent or higher,Cell,0.8889,0.965,0.8331,0.4751,0.8321,2018-10-13 01:17:42
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.965,1.1089,0.7859,1.1027,2018-10-13 01:19:48
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,85 percent or higher,Cell,1,0.9136,1.0388,0.7324,1.047,2018-10-13 01:20:42
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest,50 to 85 percent,Cell,1,0.5334,1.3169,1.9245,1.1974,2018-10-13 01:20:51
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9495,1.0318,0.6837,1.0359,2018-10-13 01:22:30
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0776,0.844,1.0716,2018-10-13 01:23:24
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,50 to 85 percent,Cell,0.4444,0.5787,1.3131,1.4194,1.1,2018-10-13 01:23:33
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,Non-White,Phoenix,50 to 85 percent,Cell,1,0.7833,1.2169,1.0854,1.2527,2018-10-13 01:24:00
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.965,1.0439,0.7386,1.0381,2018-10-13 01:24:09
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Rest,50 to 85 percent,Landline,1,0.5358,1.3434,1.8245,1.3904,2018-10-13 01:24:36
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Phoenix,50 to 85 percent,Cell,1,0.6745,0.958,0.7377,0.9676,2018-10-13 01:24:45
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Cell,1,0.965,0.6887,0.438,0.6906,2018-10-13 01:24:54
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Non-White,Phoenix,50 to 85 percent,Cell,1,0.6921,0.9552,0.878,1.003,2018-10-13 01:25:12
Dem,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Cell,1,0.965,0.6887,0.438,0.6906,2018-10-13 01:26:33
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,Postgraduate Degree,Non-White,Rest,50 to 85 percent,Cell,1,0.6043,0.7663,0.9257,0.8237,2018-10-13 01:26:42
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Phoenix,85 percent or higher,Cell,1,0.965,0.8215,0.4506,0.8238,2018-10-13 01:28:57
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Phoenix,Less than 50 percent,Cell,1,0.1438,1.3568,6.5011,2.2166,2018-10-13 01:30:18
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.9577,1.0839,0.7682,1.0875,2018-10-13 01:33:48
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,50 to 85 percent,Cell,1,0.8011,0.7941,0.6037,0.8147,2018-10-13 01:34:42
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Rest,50 to 85 percent,Cell,1,0.7612,0.9613,0.7195,0.9613,2018-10-13 01:37:33
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Rest,Less than 50 percent,Cell,1,0.4339,1.2299,2.2914,1.4079,2018-10-13 01:38:36
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Phoenix,85 percent or higher,Cell,1,0.965,0.8144,0.4608,0.8166,2018-10-13 01:38:45
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,50 to 85 percent,Cell,1,0.6463,0.8011,0.7318,0.851,2018-10-13 01:40:06
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.9103,1.0626,0.8486,1.0543,2018-10-13 01:40:15
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Rest,50 to 85 percent,Cell,0.8889,0.8376,0.8196,0.582,0.8253,2018-10-13 01:40:24
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7862,0.5113,0.7883,2018-10-13 01:40:33
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.1089,0.7859,1.1119,2018-10-13 01:40:42
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.965,1.0776,0.844,1.0805,2018-10-13 01:40:51
Dem,18 to 34,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Non-White,Phoenix,Less than 50 percent,Cell,0.8889,0.2512,1.0858,3.8969,1.1792,2018-10-13 01:42:30
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.9577,0.7104,0.4382,0.7127,2018-10-13 01:45:21
Und,50 to 64,High school,White,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,Less than 50 percent,Cell,1,0.4773,1.122,1.682,1.2603,2018-10-13 01:45:30
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Cell,1,0.965,0.7466,0.4698,0.7486,2018-10-13 01:45:48
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,50 to 85 percent,Cell,1,0.8146,0.8436,0.6317,0.8633,2018-10-13 01:46:58
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Rest,50 to 85 percent,Cell,1,0.7263,0.8744,0.6668,0.9108,2018-10-13 01:49:49
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.0839,0.7624,1.0779,2018-10-13 01:50:25
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7401,0.4805,0.7421,2018-10-13 01:51:55
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Phoenix,85 percent or higher,Landline,1,0.965,1.0236,0.5387,1.0179,2018-10-13 01:52:40
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,50 to 85 percent,Landline,1,0.7586,1.3317,1.1415,1.3776,2018-10-13 01:54:46
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,85 percent or higher,Cell,1,0.965,1.1035,0.7378,1.1065,2018-10-13 01:56:43
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Phoenix,85 percent or higher,Landline,1,0.965,1.2202,0.7538,1.2135,2018-10-13 01:59:07
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest,Less than 50 percent,Cell,1,0.4082,1.1712,2.5942,1.2557,2018-10-13 01:59:34
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Phoenix,Less than 50 percent,Cell,0.1111,0.4993,0.8185,0.974,0.2779,2018-10-13 02:02:10
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Phoenix,50 to 85 percent,Cell,0,0.8065,1.5256,1.172,0.7303,2018-10-13 02:02:28
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,0.4444,0.965,1.0776,0.844,1.0352,2018-10-13 02:05:55
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7862,0.5113,0.7883,2018-10-13 02:06:31
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,Less than 50 percent,Cell,0.7778,0.4237,1.1918,2.0164,1.2675,2018-10-13 02:06:58
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,50 to 85 percent,Cell,1,0.6323,0.785,0.7419,0.837,2018-10-13 02:07:07
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0776,0.844,1.0805,2018-10-13 02:07:34
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Cell,1,0.8753,0.7466,0.518,0.7412,2018-10-13 02:08:19
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,50 to 85 percent,Cell,0.7778,0.6786,1.3434,1.2477,1.3538,2018-10-13 02:08:37
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,Non-White,Rest,85 percent or higher,Landline,1,0.965,0.6025,0.4357,0.6041,2018-10-13 02:12:22
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,50 to 85 percent,Cell,1,0.8439,1.1666,0.8789,1.1878,2018-10-13 02:12:58
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,50 to 85 percent,Landline,1,0.8279,1.2173,0.9851,1.2652,2018-10-13 02:17:00
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,Less than 50 percent,Cell,1,0.4642,1.1122,1.7687,1.2562,2018-10-13 02:17:54
