response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Polk,50 to 85 percent,Cell,1,0.719,0.8586,0.633,0.9039,2018-10-17 22:16:21
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Polk,85 percent or higher,Landline,1,0.9421,0.7805,0.3527,0.7705,2018-10-17 22:16:57
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.965,0.9326,0.5009,0.9241,2018-10-17 22:19:17
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Polk,50 to 85 percent,Landline,1,0.8348,0.8586,0.5453,0.839,2018-10-17 22:19:17
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.965,0.5858,0.2364,0.5772,2018-10-17 22:20:20
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Polk,85 percent or higher,Landline,1,0.9542,0.7805,0.3482,0.7697,2018-10-17 22:20:56
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Polk,85 percent or higher,Cell,1,0.961,0.515,0.2501,0.503,2018-10-17 22:21:59
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Lake,50 to 85 percent,Landline,1,0.6581,0.6263,0.3609,0.623,2018-10-17 22:23:02
Und,50 to 64,High school,Unknown,Male,White,Approve,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Not very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Polk,85 percent or higher,Landline,0.4444,0.902,1.6593,1.1068,1.3043,2018-10-17 22:24:50
Und,65 and older,Grade school,White,Female,Black,Disapp.,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,65 and older,White,"Hillsborough, Clinton",Less than 50 percent,Cell,0,0.1382,1.4479,6.6164,0.4562,2018-10-17 22:25:17
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.805,0.7709,0.5527,0.7765,2018-10-17 22:25:26
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",35 to 49,Unknown,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.5151,1.1998,1.2301,1.3643,2018-10-17 22:26:38
Und,50 to 64,Graduate or Professional Degree,Black,Female,Black,Approve,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Other Non-White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.8402,0.6996,0.3066,0.6834,2018-10-17 22:27:23
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.965,0.8442,0.4581,0.8366,2018-10-17 22:29:38
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.8352,0.7549,0.4143,0.7564,2018-10-17 22:32:38
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Polk,85 percent or higher,Landline,1,0.9087,0.9113,0.3609,0.9031,2018-10-17 22:32:38
Und,35 to 49,High school,White,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Not very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",35 to 49,White,"Hillsborough, Clinton",Less than 50 percent,Cell,0,0.3703,1.3515,2.9501,0.4467,2018-10-17 22:34:09
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.8295,0.4481,0.8173,2018-10-17 22:35:03
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Already voted,Independent (No party),Nonwhite,65 and older,Other Non-White,Polk,Less than 50 percent,Landline,1,0.4334,1.6103,2.4939,1.9107,2018-10-17 22:36:15
Und,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,"Hillsborough, Clinton",Less than 50 percent,Cell,1,0.4027,0.9785,1.4621,1.0329,2018-10-17 22:36:33
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Polk,85 percent or higher,Landline,0.3333,0.8739,0.867,0.6011,0.7938,2018-10-17 22:36:42
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Other,Female,Already voted,Democrat,"White, No 4-Year College Degree",18 to 34,White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.5231,1.3118,1.2329,1.4862,2018-10-17 22:38:39
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.965,0.5858,0.2364,0.5772,2018-10-17 22:39:15
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Lake,Less than 50 percent,Cell,0.6667,0.2356,1.1195,2.1794,0.7979,2018-10-17 22:39:42
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,Hispanic,Polk,85 percent or higher,Cell,1,0.965,1.8361,1.6122,1.8194,2018-10-17 22:40:18
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.965,0.7091,0.3181,0.7026,2018-10-17 22:41:30
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Polk,85 percent or higher,Landline,1,0.965,0.8738,0.5037,0.861,2018-10-17 22:41:48
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.5408,1.1517,1.0259,1.17,2018-10-17 22:42:51
Dem,18 to 34,High school,Unknown,Male,Asian,Don't know,Dems. take House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Unknown,Polk,Less than 50 percent,Cell,1,0.2228,2.0494,6.2631,2.6658,2018-10-17 22:43:27
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.8373,0.6127,0.3509,0.5986,2018-10-17 22:43:36
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.7414,0.8449,0.5351,0.862,2018-10-17 22:45:51
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Hispanic,Lake,85 percent or higher,Cell,1,0.8934,1.1816,0.8347,1.1733,2018-10-17 22:46:45
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.965,0.8419,0.463,0.8296,2018-10-17 22:47:03
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.965,0.7876,0.4404,0.7804,2018-10-17 22:48:41
Dem,50 to 64,High school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Other Non-White,Polk,50 to 85 percent,Cell,1,0.8352,1.6093,1.2705,1.6406,2018-10-17 22:49:08
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Landline,1,0.9635,1.5084,0.9286,1.495,2018-10-17 22:49:17
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,Nonwhite,65 and older,White,Polk,85 percent or higher,Cell,1,0.9536,0.807,0.4522,0.8013,2018-10-17 22:51:23
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Cell,1,0.965,1.5456,0.9407,1.5229,2018-10-17 22:53:56
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Polk,50 to 85 percent,Landline,1,0.638,0.9758,0.5389,1.0208,2018-10-17 22:54:05
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Cell,1,0.965,0.807,0.4469,0.7997,2018-10-17 22:55:17
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Polk,85 percent or higher,Cell,1,0.965,0.8419,0.463,0.8296,2018-10-17 22:55:53
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,50 to 85 percent,Landline,1,0.5166,1.615,1.8162,1.8353,2018-10-17 22:59:11
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",Less than 50 percent,Landline,1,0.4438,0.7254,1.0708,0.8123,2018-10-17 22:59:38
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.8912,0.4575,0.8782,2018-10-17 22:59:47
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.965,0.9102,0.49370000000000003,0.8968,2018-10-17 23:03:43
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Lake,85 percent or higher,Cell,1,0.9477,0.9367,0.4035,0.9242,2018-10-17 23:03:44
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Polk,85 percent or higher,Landline,1,0.9472,0.5289,0.2226,0.5258,2018-10-17 23:05:31
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lake,85 percent or higher,Landline,1,0.9398,0.9537,0.4155,0.9417,2018-10-17 23:06:16
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.9048,0.8295,0.4779,0.8225,2018-10-17 23:07:38
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,Lake,85 percent or higher,Landline,1,0.8908,1.1872,0.5719,1.1794,2018-10-17 23:07:38
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,Polk,85 percent or higher,Cell,1,0.965,0.4936,0.2404,0.4892,2018-10-17 23:07:46
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Lake,85 percent or higher,Landline,1,0.965,1.0039,0.5364,0.981,2018-10-17 23:08:13
Und,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Polk,50 to 85 percent,Cell,1,0.528,1.1249,0.8516,1.2179,2018-10-17 23:08:49
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Lake,85 percent or higher,Landline,1,0.8821,0.6374,0.2876,0.634,2018-10-17 23:08:49
Dem,35 to 49,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.9498,1.748,1.416,1.7243,2018-10-17 23:09:07
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Polk,85 percent or higher,Cell,1,0.9388,0.4905,0.2085,0.4844,2018-10-17 23:10:11
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,Polk,85 percent or higher,Landline,1,0.965,0.7827,0.4615,0.7712,2018-10-17 23:11:14
Rep,18 to 34,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,"Hillsborough, Trump",Less than 50 percent,Cell,1,0.3642,1.7692,3.9317,1.5865,2018-10-17 23:12:16
Rep,18 to 34,High school,Black,Female,Black,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,Nonwhite,18 to 34,Other Non-White,Polk,85 percent or higher,Landline,1,0.8759,1.8801,1.6177,1.834,2018-10-17 23:17:50
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",50 to 85 percent,Landline,1,0.7025,0.8906,0.6964,0.9166,2018-10-17 23:19:30
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,0.9862,0.3786,0.9717,2018-10-17 23:20:51
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,Polk,85 percent or higher,Landline,1,0.965,0.8001,0.5203,0.7818,2018-10-17 23:21:54
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,Lake,85 percent or higher,Cell,1,0.965,0.9064,0.381,0.8981,2018-10-17 23:24:45
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Polk,85 percent or higher,Cell,1,0.965,0.4818,0.1986,0.4747,2018-10-17 23:26:33
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7832,0.8159,0.653,0.8253,2018-10-17 23:26:51
Dem,50 to 64,Bachelors' degree,White,Female,Asian,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9296,0.724,0.3317,0.7156,2018-10-17 23:30:54
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Trump",50 to 85 percent,Landline,1,0.7726,0.8668,0.5785,0.8786,2018-10-17 23:31:57
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.8787,0.9326,0.55,0.9409,2018-10-17 23:33:18
Rep,18 to 34,High school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Polk,Less than 50 percent,Cell,0.3333,0.0947,1.8027,8.0152,0.935,2018-10-17 23:35:24
Dem,65 and older,High school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Polk,50 to 85 percent,Landline,1,0.5555,1.8693,2.002,1.8931,2018-10-17 23:39:18
Und,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,or as a member of another political party,Nonwhite,50 to 64,Hispanic,Polk,Less than 50 percent,Cell,1,0.3514,1.7381,3.5716,2.0423,2018-10-17 23:39:54
Und,50 to 64,High school,Asian,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,Other Non-White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,1.7648,1.2505,1.7389,2018-10-17 23:40:30
Dem,50 to 64,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,Other Non-White,"Hillsborough, Clinton",50 to 85 percent,Landline,1,0.6325,0.9538,0.8744,1.0336,2018-10-17 23:41:15
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,1.6322,1.0328,1.6083,2018-10-17 23:42:27
Rep,65 and older,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,1.0632,0.408,1.0535,2018-10-17 23:48:05
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.8523,0.4905,0.8328,2018-10-17 23:48:05
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.8638,0.5754,0.2585,0.5739,2018-10-17 23:48:32
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.895,1.6709,1.0814,1.6795,2018-10-17 23:49:17
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Lake,50 to 85 percent,Landline,1,0.7309,1.052,0.8222,1.0758,2018-10-17 23:50:38
Dem,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Other Non-White,Polk,50 to 85 percent,Cell,1,0.6272,0.8822,0.987,0.8818,2018-10-17 23:50:47
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.8985,1.0605,0.5507,1.0524,2018-10-17 23:51:41
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.9236,0.8944,0.4228,0.8934,2018-10-17 23:52:08
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Polk,85 percent or higher,Cell,1,0.965,0.8731,0.467,0.8603,2018-10-17 23:52:53
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.5723,0.2434,0.5671,2018-10-17 23:52:53
Rep,50 to 64,Some college or trade school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Hispanic,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.6215,1.0639,1.0746,1.1181,2018-10-17 23:53:20
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.8016,1.7477,1.3041,1.7616,2018-10-17 23:57:32
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.8672,0.9862,0.4212,0.9623,2018-10-17 23:57:32
