response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CLIMATE,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_noasian,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,0.7778,0.8939,0.6462,0.3475,0.6435,2018-09-14 01:22:37
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,0.7778,0.4888,0.6881,0.6595,0.5751,2018-09-14 01:23:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",North Miami-Dade,65 and older,White,85 percent or higher,Cell,1,0.8563,0.4116,0.1974,0.4299,2018-09-14 01:31:19
Dem,50 to 64,High school,Black,Female,Black,Support,disagree,Disapp.,oppose,Very or somewhat,Support,agree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,Black,Less than 50 percent,Cell,1,0.2848,3.0139,5.2254,3.8788,2018-09-14 01:32:36
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,18 to 34,White,85 percent or higher,Cell,1,0.9938,0.2872,0.1002,0.296,2018-09-14 01:32:49
Dem,65 and older,High school,Black,Female,Other,Don't know,agree,Disapp.,support,Very or somewhat,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,Black,85 percent or higher,Cell,1,0.8927,2.5089,1.2463,2.6066,2018-09-14 01:33:34
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.7704,1.3505,0.5937,1.3871,2018-09-14 21:32:13
Dem,65 and older,Some college or trade school,Black,Male,Black,Support,disagree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Monroe,65 and older,Black,85 percent or higher,Landline,1,0.9895,1.0322,0.3857,1.0635,2018-09-14 21:34:37
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,disagree,Approve,Don't know,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.803,0.7779,0.4837,0.8201,2018-09-14 21:34:55
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,support,Very or somewhat,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9867,0.4392,0.1565,0.4524,2018-09-14 21:35:04
Dem,50 to 64,High school,Black,Male,Black,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Black,85 percent or higher,Cell,1,0.994,2.0389,1.121,2.1015,2018-09-14 21:35:13
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.7045,0.4669,0.2764,0.5025,2018-09-14 21:41:31
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Not or not very,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",South Miami-Dade,65 and older,White,85 percent or higher,Cell,1,0.9775,0.6831,0.2678,0.6994,2018-09-14 21:45:57
Und,18 to 34,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Don't know,Don't know,Favorable,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,0.7778,0.3096,1.8342,4.4409,1.496,2018-09-14 21:48:57
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",South Miami-Dade,50 to 64,White,50 to 85 percent,Cell,1,0.6442,0.9805,0.479,1.0713,2018-09-14 21:53:27
Rep,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Approve,oppose,Very or somewhat,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Cell,0.8889,0.9243,0.5977,0.2139,0.6043,2018-09-14 21:55:33
Und,18 to 34,Some college or trade school,Unknown,Male,White,Support,disagree,Disapp.,oppose,Not or not very,Oppose,disagree,Don't know,Unfavorable,Unfavorable,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Monroe,18 to 34,Unknown,Less than 50 percent,Cell,0.5556,0.3582,1.0195,2.0193,1.0255,2018-09-14 21:58:42
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,Don't know,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Monroe,50 to 64,White,Less than 50 percent,Cell,1,0.4696,0.7422,0.6516,0.8597,2018-09-14 21:59:18
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Cell,1,0.9059,0.4292,0.1406,0.4451,2018-09-14 22:03:53
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9792,0.7958,0.39,0.8197,2018-09-14 22:04:47
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Support,agree,Don't know,support,Very or somewhat,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Republican,Nonwhite,South Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.077,0.7674,2.2159,1.1384,2018-09-14 22:07:11
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",South Miami-Dade,65 and older,White,85 percent or higher,Landline,1,0.9922,0.8694,0.3807,0.8932,2018-09-14 22:07:56
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Not or not very,Oppose,disagree,Don't know,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Cell,1,0.9914,0.2862,0.0942,0.2949,2018-09-14 22:09:17
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",South Miami-Dade,35 to 49,White,85 percent or higher,Landline,1,0.9676,0.7486,0.3243,0.7655,2018-09-14 22:11:50
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",North Miami-Dade,18 to 34,White,50 to 85 percent,Cell,0.7778,0.6745,0.5349,0.3673,0.4668,2018-09-14 22:15:26
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",South Miami-Dade,65 and older,White,85 percent or higher,Landline,1,0.9952,0.8201,0.2798,0.8454,2018-09-14 22:17:53
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Other,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,agree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Landline,1,0.9853,0.9179,0.4165,0.9455,2018-09-14 22:18:11
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",South Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9429,1.0121,0.4763,1.0452,2018-09-14 22:19:14
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.725,0.6601,0.5537,0.7071,2018-09-14 22:23:17
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.8996,0.9143,0.3548,0.949,2018-09-14 22:25:59
Rep,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,18 to 34,Other Non-White,Less than 50 percent,Cell,1,0.4166,0.3691,0.3632,0.438,2018-09-14 22:28:14
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Very or somewhat,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",North Miami-Dade,65 and older,White,85 percent or higher,Cell,1,0.9938,0.8728,0.4881,0.8995,2018-09-14 22:29:08
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Monroe,35 to 49,White,Less than 50 percent,Cell,1,0.4749,1.2504,1.0196,1.3503,2018-09-14 22:31:14
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",North Miami-Dade,50 to 64,White,50 to 85 percent,Cell,1,0.5008,0.5994,0.4224,0.6857,2018-09-14 22:31:23
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.5545,0.9339,0.7414,0.9897,2018-09-14 22:33:02
Rep,18 to 34,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",Monroe,18 to 34,White,Less than 50 percent,Cell,0.1111,0.3139,0.6203,0.9777,0.2277,2018-09-14 22:35:02
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,disagree,Approve,support,Very or somewhat,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Monroe,65 and older,White,50 to 85 percent,Cell,0.4444,0.6442,1.1865,0.6674,1.1222,2018-09-14 22:35:29
Dem,65 and older,Some college or trade school,Black,Female,Black,Don't know,agree,Disapp.,Don't know,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,Black,85 percent or higher,Cell,1,0.9946,1.1501,0.4412,1.1855,2018-09-14 22:37:50
Dem,50 to 64,High school,Black,Male,Black,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Monroe,50 to 64,Black,85 percent or higher,Cell,1,0.9693,2.2288,1.1371,2.2969,2018-09-14 22:42:05
Rep,65 and older,High school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,30 to 44,High School Grad. or Less,Republican,Male,Not at all likely,Republican,Nonwhite,South Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Landline,0,0.0761,1.2229,6.5173,0.2568,2018-09-14 22:42:41
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.4026,0.5029,0.6212,0.6008,2018-09-14 22:44:29
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Don't know,Don't know,Favorable,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Monroe,35 to 49,Unknown,50 to 85 percent,Cell,1,0.8064,0.9467,0.3708,0.9974,2018-09-14 22:45:02
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Cell,1,0.857,0.7048,0.2725,0.7198,2018-09-14 22:45:41
Dem,18 to 34,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",Monroe,18 to 34,White,Less than 50 percent,Cell,0.6667,0.4546,0.7639,0.8333,0.4986,2018-09-14 22:46:26
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,Don't know,Not or not very,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Cell,1,0.9469,0.7044,0.2021,0.7191,2018-09-14 22:47:10
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,disagree,Approve,Don't know,Very or somewhat,Don't know,disagree,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9862,0.9313,0.4452,0.9552,2018-09-14 22:47:38
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Support,disagree,Approve,support,Not or not very,Don't know,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Not at all likely,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,0,0.6168,0.5483,0.2839,0.1994,2018-09-14 22:48:13
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Approve,support,Very or somewhat,Support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,White,85 percent or higher,Cell,1,0.9836,0.7467,0.2635,0.7692,2018-09-14 22:48:13
Dem,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Cell,1,0.9924,0.7607,0.2872,0.7817,2018-09-14 22:49:16
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Support,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Monroe,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9427,0.3332,0.1163,0.344,2018-09-14 22:49:25
Rep,65 and older,High school,Hispanic,Female,Hispanic,Oppose,disagree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,0.6667,0.9798,2.1212,1.1764,2.1645,2018-09-14 22:49:34
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9862,0.9143,0.3244,0.9419,2018-09-14 22:51:13
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,50 to 64,White,85 percent or higher,Landline,1,0.9885,0.6068,0.2624,0.6252,2018-09-14 22:57:49
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Not or not very,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Monroe,18 to 34,White,50 to 85 percent,Cell,1,0.6508,0.2817,0.1203,0.3072,2018-09-14 23:00:31
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9823,0.7616,0.3063,0.7845,2018-09-14 23:02:58
Rep,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",South Miami-Dade,35 to 49,White,Less than 50 percent,Cell,1,0.4114,0.9847,1.3177,1.1714,2018-09-14 23:06:16
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,35 to 49,Unknown,85 percent or higher,Cell,1,0.9932,0.6651,0.3184,0.6854,2018-09-14 23:08:13
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Cell,1,0.8817,0.2862,0.1049,0.2978,2018-09-14 23:08:49
Rep,65 and older,High school,Hispanic,Female,Hispanic,Don't know,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,0.1111,0.974,1.8,1.2255,1.7751,2018-09-14 23:11:22
Rep,65 and older,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,support,Very or somewhat,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,Unknown,50 to 85 percent,Cell,1,0.7453,1.2442,0.7599,1.3269,2018-09-14 23:12:43
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Not or not very,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Monroe,35 to 49,White,85 percent or higher,Cell,1,0.8593,0.4091,0.1718,0.4272,2018-09-14 23:13:01
Und,[DO NOT READ] Refused,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Don't know,support,Very or somewhat,Don't know,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,0.4444,0.5006,0.9935,0.8758,0.4678,2018-09-14 23:13:01
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Oppose,agree,Approve,support,Very or somewhat,Oppose,disagree,Reps. keep House,Favorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,Hispanic,85 percent or higher,Cell,1,0.914,0.8693,0.3362,0.9006,2018-09-14 23:13:28
Rep,35 to 49,High school,Hispanic,Male,Hispanic,Support,disagree,Approve,support,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.4879,2.5949,5.1634,2.9837,2018-09-14 23:14:40
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,Less than 50 percent,Cell,1,0.2906,0.5811,0.7115,0.6742,2018-09-14 23:14:40
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Landline,1,0.5491,0.6227,0.535,0.7001,2018-09-14 23:15:43
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Support,agree,Approve,support,Not or not very,Support,agree,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Republican,Female,Not at all likely,Republican,Nonwhite,North Miami-Dade,35 to 49,Hispanic,85 percent or higher,Cell,0.4444,0.9723,1.0812,0.6004,0.967,2018-09-14 23:17:33
Und,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Don't know,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.3451,1.4024,1.8587,1.7307,2018-09-14 23:18:09
Dem,50 to 64,High school,Black,Female,Black,Oppose,agree,Disapp.,oppose,Very or somewhat,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,30 to 44,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,Black,50 to 85 percent,Landline,1,0.8173,1.9419,0.988,1.9873,2018-09-14 23:19:30
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.9897,0.4586,0.1613,0.4725,2018-09-14 23:19:39
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Support,disagree,Disapp.,oppose,Very or somewhat,Oppose,Don't know,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,50 to 64,Black,50 to 85 percent,Cell,1,0.7129,1.2972,0.5039,1.3403,2018-09-14 23:22:21
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Cell,1,0.9868,0.8585,0.2699,0.8844,2018-09-14 23:22:21
