response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_edu,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9658,0.9572,0.3407,0.9579,2018-09-15 17:03:59
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",West,85 percent or higher,Landline,1,0.9612,0.7797,0.3566,0.7869,2018-09-15 17:06:32
Und,65 and older,Graduate or Professional Degree,White,Female,Other,Oppose,Don't know,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Cell,0.4444,0.675,0.8685,0.5551,0.8061,2018-09-15 17:07:53
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Democrat,"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Inner Loop/Bellaire,Less than 50 percent,Cell,0.3333,0.3731,2.8473,3.9001,1.0596,2018-09-15 17:13:26
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,Don't know,65 and older,Postgraduate Degree,Republican,Male,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9915,0.684,0.2764,0.6877,2018-09-15 17:21:22
Rep,65 and older,[DO NOT READ] Refused,Unknown,Male,White,Oppose,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Inner Loop/Bellaire,50 to 85 percent,Landline,1,0.7819,1.0076,0.6363,0.9121,2018-09-15 17:27:58
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9893,1.3106,0.5474,1.3217,2018-09-15 17:30:27
Dem,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9949,0.7081,0.2766,0.7145,2018-09-15 17:30:36
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Don't know,Don't know,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,0.7778,0.5493,1.4093,1.2859,1.3593,2018-09-15 17:32:24
Dem,50 to 64,Some college or trade school,Black,Male,Black,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Not at all likely,Democrat,Nonwhite,50 to 64,Black,West,Less than 50 percent,Landline,0,0.2138,1.6674,3.9527,0.3777,2018-09-15 17:35:51
Rep,50 to 64,Some college or trade school,White,Female,White,Support,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Landline,1,0.9917,1.1654,0.8158,1.1755,2018-09-15 17:36:18
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Oppose,agree,Approve,Don't know,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,"White, No 4-Year College Degree",Northwest,85 percent or higher,Cell,1,0.9901,1.0462,0.9047,1.0551,2018-09-15 17:38:33
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Landline,1,0.7943,0.877,0.4326,0.9065,2018-09-15 17:40:30
Dem,50 to 64,Graduate or Professional Degree,Other,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,oppose,Don't know,Don't know,Dems. take House,Unfavorable,Unfavorable,Don't know,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Other,Northwest,Less than 50 percent,Cell,1,0.2178,0.8634,1.9436,1.1563,2018-09-15 17:40:39
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Don't know,Don't know,Oppose,Don't know,Reps. keep House,Don't know,Don't know,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.974,0.8025,0.298,0.8093,2018-09-15 17:42:18
Rep,35 to 49,Some college or trade school,White,Male,Black,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,35 to 49,"White, No 4-Year College Degree",Northwest,85 percent or higher,Cell,1,0.9603,0.9637,0.761,0.9727,2018-09-15 17:43:48
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,0.6667,0.699,1.0348,0.583,0.853,2018-09-15 17:44:38
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,disagree,Don't know,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.8875,1.3378,0.7705,1.3359,2018-09-15 17:46:26
Dem,65 and older,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",West,85 percent or higher,Landline,1,0.9908,0.6076,0.418,0.6108,2018-09-15 17:48:32
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Approve,support,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9948,1.1375,0.4817,1.1452,2018-09-15 17:51:32
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,Less than 50 percent,Cell,0.8889,0.1233,1.6642,5.171,2.3713,2018-09-15 17:57:23
Dem,50 to 64,High school,Unknown,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,West,85 percent or higher,Landline,1,0.9836,1.5734,0.8224,1.5864,2018-09-15 17:58:26
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,agree,Don't know,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,Less than 50 percent,Landline,1,0.3864,0.8481,0.9605,0.7774,2018-09-15 17:59:02
Dem,35 to 49,Graduate or Professional Degree,Black,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Black,Northwest,85 percent or higher,Cell,1,0.9761,0.8058,0.3213,0.8126,2018-09-15 18:03:06
Dem,50 to 64,Bachelors' degree,White,Female,Black,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9892,0.789,0.3264,0.7927,2018-09-15 18:07:00
Rep,50 to 64,Some college or trade school,White,Female,Other,Oppose,agree,Approve,oppose,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),Nonwhite,50 to 64,"White, No 4-Year College Degree",West,85 percent or higher,Landline,1,0.9811,1.1247,0.8336,1.1279,2018-09-15 18:12:42
Rep,50 to 64,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",West,85 percent or higher,Cell,1,0.9104,1.7224,1.466,1.7475,2018-09-15 18:15:33
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,Less than 50 percent,Cell,1,0.4692,1.3628,1.6366,1.5456,2018-09-15 18:17:23
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.916,0.7605,0.3408,0.771,2018-09-15 18:22:20
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9922,0.9878,0.686,0.9963,2018-09-15 18:25:38
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,"White, 4-Year College Grads",Northwest,Less than 50 percent,Cell,1,0.3054,1.0006,1.4434,1.2412,2018-09-15 18:26:50
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,West,85 percent or higher,Cell,1,0.9711,0.3635,0.1663,0.3666,2018-09-15 18:28:02
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9961,0.9974,0.6252,1.0066,2018-09-15 18:35:11
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Northwest,85 percent or higher,Landline,1,0.9856,0.6297,0.4157,0.6349,2018-09-15 18:36:50
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9957,0.479,0.1708,0.4834,2018-09-15 18:43:26
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9925,0.4117,0.1658,0.4141,2018-09-15 18:43:26
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,1,0.7744,1.2163,0.6507,1.2223,2018-09-15 18:44:20
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9945,1.1001,0.5009,1.1099,2018-09-15 18:45:23
Rep,65 and older,Some college or trade school,White,Female,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Landline,1,0.9114,1.1654,0.8872,1.1822,2018-09-15 18:46:17
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9939,1.1001,0.5012,1.107,2018-09-15 18:46:57
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Cell,1,0.9589,1.1768,0.7716,1.1769,2018-09-15 18:50:24
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9664,0.6168,0.3489,0.6222,2018-09-15 18:51:27
Und,35 to 49,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,Less than 50 percent,Landline,1,0.2641,1.3628,2.9031,1.746,2018-09-15 18:54:36
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Asian,Northwest,85 percent or higher,Cell,1,0.9885,0.611,0.3652,0.6162,2018-09-15 18:54:54
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,0.8889,0.9887,0.4906,0.1806,0.4938,2018-09-15 18:55:12
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Not at all likely,Democrat,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9623,0.3923,0.1744,0.3664,2018-09-15 18:55:39
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,85 percent or higher,Cell,1,0.9829,1.1654,0.8231,1.1751,2018-09-15 18:58:03
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.8726,1.5565,0.8104,1.5875,2018-09-15 18:59:42
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,0,0.9945,0.6679,0.2623,0.6565,2018-09-15 18:59:48
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,Don't know,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9864,1.2979,0.5999,1.3031,2018-09-15 19:06:33
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,1,0.8268,0.6968,0.3555,0.716,2018-09-15 19:07:00
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9946,0.4069,0.1756,0.4105,2018-09-15 19:07:09
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9909,0.6601,0.2795,0.6657,2018-09-15 19:07:27
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Northwest,85 percent or higher,Landline,1,0.9907,0.363,0.153,0.3661,2018-09-15 19:08:12
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9756,1.0733,0.5481,1.0754,2018-09-15 19:09:33
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Other,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,West,85 percent or higher,Cell,1,0.9328,0.3635,0.1729,0.3678,2018-09-15 19:11:39
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9934,1.1375,0.4824,1.1475,2018-09-15 19:13:27
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Hispanic,Northwest,85 percent or higher,Landline,1,0.9893,0.9053,0.636,0.9129,2018-09-15 19:14:21
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,oppose,Don't know,Don't know,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,"White, No 4-Year College Degree",West,Less than 50 percent,Cell,1,0.1725,1.8263,9.205,2.2706,2018-09-15 19:17:14
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,West,50 to 85 percent,Landline,1,0.6418,0.7318,0.5924,0.7831,2018-09-15 19:20:05
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9937,0.7621,0.3235,0.7669,2018-09-15 19:20:23
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9923,0.7085,0.4438,0.7146,2018-09-15 19:22:20
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Hispanic,Northwest,85 percent or higher,Landline,1,0.991,0.5635,0.3638,0.5665,2018-09-15 19:24:35
Dem,35 to 49,High school,White,Female,White,Don't know,agree,Don't know,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.8766,0.8885,0.8074,0.9057,2018-09-15 19:25:47
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,agree,Dems. take House,Unfavorable,Unfavorable,agree,Beto O'Rourke,65 and older,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",West,50 to 85 percent,Landline,0.4444,0.5647,1.4275,1.238,0.9913,2018-09-15 19:26:59
Rep,50 to 64,Grade school,Unknown,Male,Hispanic,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,Nonwhite,50 to 64,Unknown,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.619,3.3912,2.611,3.4755,2018-09-15 19:33:48
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Northwest,50 to 85 percent,Cell,1,0.7861,1.5453,1.2474,1.5997,2018-09-15 19:34:51
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Black,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,West,85 percent or higher,Landline,1,0.9757,0.2869,0.155,0.2874,2018-09-15 19:41:45
