response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Luzurne,85 percent or higher,Cell,1,0.9437,0.8457,0.3722,0.8572,2018-10-17 22:46:36
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,50 to 85 percent,Landline,1,0.7446,2.0597,1.7216,2.1565,2018-10-17 22:47:47
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Lackawanna,50 to 85 percent,Cell,1,0.8137,0.939,0.5475,0.9699,2018-10-17 22:48:24
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.9629,1.3123,0.7381,1.328,2018-10-17 22:52:35
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, 4-Year College Grads",50 to 64,White,Pike/Wayne,Less than 50 percent,Cell,0.7778,0.4033,0.5937,0.8446,0.441,2018-10-17 22:52:53
Dem,65 and older,High school,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,85 percent or higher,Landline,1,0.8826,1.3794,1.0048,1.4088,2018-10-17 22:53:11
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Non-White,Lackawanna,50 to 85 percent,Landline,1,0.8175,1.2785,1.032,1.3196,2018-10-17 22:53:47
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Luzurne,85 percent or higher,Cell,1,0.965,0.7436,0.3338,0.7524,2018-10-17 22:55:17
Rep,[DO NOT READ] Refused,Some college or trade school,Unknown,Male,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,Unknown,Pike/Wayne,85 percent or higher,Cell,1,0.888,0.644,0.2569,0.6572,2018-10-17 22:55:53
Dem,35 to 49,Bachelors' degree,White,Female,White,Approve,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Lackawanna,85 percent or higher,Cell,1,0.8816,0.8467,0.5205,0.8649,2018-10-17 22:56:38
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Monroe,50 to 85 percent,Landline,0,0.6,1.5098,1.2905,0.5272,2018-10-17 22:57:14
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Pike/Wayne,Less than 50 percent,Cell,1,0.378,0.7122,1.0159,0.8463,2018-10-17 22:57:41
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Luzurne,Less than 50 percent,Cell,1,0.4186,0.6268,0.9663,0.7294,2018-10-17 22:59:29
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Monroe,85 percent or higher,Landline,1,0.8782,1.9009,1.3451,1.9427,2018-10-17 23:00:05
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.881,1.3597,0.9895,1.389,2018-10-17 23:01:10
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Luzurne,50 to 85 percent,Cell,1,0.7741,0.649,0.3688,0.6754,2018-10-17 23:01:26
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,White,Luzurne,85 percent or higher,Landline,0.4444,0.8717,0.755,0.4317,0.6382,2018-10-17 23:02:40
Rep,65 and older,Some college or trade school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Non-White,Lackawanna,85 percent or higher,Landline,1,0.8669,0.8157,0.5598,0.8351,2018-10-17 23:02:49
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.9364,0.7004,0.3832,0.7105,2018-10-17 23:03:07
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,85 percent or higher,Landline,1,0.965,0.8574,0.3971,0.8676,2018-10-17 23:03:16
Dem,65 and older,High school,White,Female,White,Don't know,Reps. keep House,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.965,1.5249,1.1015,1.543,2018-10-17 23:04:01
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.9337,0.7389,0.3974,0.7497,2018-10-17 23:04:28
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Monroe,85 percent or higher,Landline,1,0.9032,1.4046,1.0218,1.4304,2018-10-17 23:04:37
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.9377,1.4529,0.9425,1.4736,2018-10-17 23:05:49
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Dems. take House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Luzurne,85 percent or higher,Landline,1,0.965,0.6716,0.2684,0.6796,2018-10-17 23:06:34
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.965,0.6915,0.3793,0.6939,2018-10-17 23:06:52
Dem,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,50 to 85 percent,Landline,1,0.7995,2.2805,1.9936,2.3615,2018-10-17 23:07:01
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Pike/Wayne,85 percent or higher,Landline,1,0.8789,0.9147,0.3996,0.9347,2018-10-17 23:11:13
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Monroe,85 percent or higher,Landline,0.8889,0.8519,0.5988,0.3233,0.6075,2018-10-17 23:11:22
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Lackawanna,85 percent or higher,Landline,1,0.9585,0.6787,0.2211,0.6871,2018-10-17 23:12:34
Rep,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Luzurne,50 to 85 percent,Landline,1,0.6211,1.7522,2.0379,1.8913,2018-10-17 23:12:43
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Lackawanna,85 percent or higher,Landline,0.8889,0.965,1.4529,0.9159,1.4504,2018-10-17 23:13:19
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Luzurne,85 percent or higher,Landline,1,0.965,1.4506,0.8279,1.4138,2018-10-17 23:18:00
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Luzurne,85 percent or higher,Landline,1,0.9097,0.5585,0.2108,0.5683,2018-10-17 23:18:09
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Lackawanna,50 to 85 percent,Landline,1,0.5396,0.8198,0.6224,0.8555,2018-10-17 23:18:36
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,50 to 85 percent,Landline,1,0.7236,2.0597,1.7716,1.8434,2018-10-17 23:20:51
Dem,[DO NOT READ] Refused,Bachelors' degree,Other,Female,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",50 to 64,Non-White,Lackawanna,85 percent or higher,Landline,0.4444,0.965,0.8728,0.5149,0.8153,2018-10-17 23:21:36
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Luzurne,50 to 85 percent,Landline,1,0.6345,1.6695,1.6586,1.7952,2018-10-17 23:22:21
Und,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,Less than 50 percent,Landline,0.4444,0.1398,1.4691,7.8663,0.5161,2018-10-17 23:22:21
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Lackawanna,50 to 85 percent,Landline,1,0.8238,0.8607,0.4225,0.8643,2018-10-17 23:24:54
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.965,0.7656,0.4716,0.7746,2018-10-17 23:25:21
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,85 percent or higher,Landline,0.7778,0.965,1.3142,0.7641,1.3184,2018-10-17 23:30:54
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,85 percent or higher,Landline,1,0.919,1.3142,0.8023,1.3159,2018-10-17 23:31:12
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Pike/Wayne,85 percent or higher,Landline,1,0.965,0.8267,0.2728,0.8364,2018-10-17 23:31:57
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Luzurne,50 to 85 percent,Landline,1,0.8142,1.0543,0.6084,1.0593,2018-10-17 23:34:30
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Luzurne,85 percent or higher,Landline,1,0.9018,0.8548,0.3703,0.8559,2018-10-17 23:35:15
Dem,65 and older,Some college or trade school,Asian,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Non-White,Lackawanna,85 percent or higher,Landline,1,0.9431,0.7368,0.4138,0.7469,2018-10-17 23:35:15
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Lackawanna,Less than 50 percent,Landline,1,0.3661,0.6203,0.9656,0.6818,2018-10-17 23:35:24
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Lackawanna,50 to 85 percent,Landline,1,0.8392,0.95,0.3984,0.9768,2018-10-17 23:36:09
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Luzurne,85 percent or higher,Landline,1,0.9167,0.6663,0.2942,0.6774,2018-10-17 23:37:48
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.965,0.7656,0.4716,0.7746,2018-10-17 23:38:24
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.9238,0.5566,0.2672,0.5573,2018-10-17 23:39:09
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.965,0.6915,0.3793,0.6997,2018-10-17 23:42:09
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Pike/Wayne,85 percent or higher,Landline,1,0.965,0.8574,0.3971,0.8676,2018-10-17 23:42:18
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Luzurne,50 to 85 percent,Landline,1,0.7292,0.8911,0.7287,0.936,2018-10-17 23:42:27
Dem,65 and older,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,White,Pike/Wayne,Less than 50 percent,Landline,1,0.3853,0.6143,1.0737,0.7271,2018-10-17 23:42:36
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Non-White,Luzurne,50 to 85 percent,Landline,0.7778,0.7718,1.2621,1.1148,1.2199,2018-10-17 23:44:15
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,85 percent or higher,Landline,1,0.8908,0.7766,0.5197,0.7923,2018-10-17 23:44:33
Dem,65 and older,High school,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.965,1.3123,0.7366,1.3278,2018-10-17 23:44:42
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Luzurne,85 percent or higher,Landline,1,0.8577,0.6716,0.302,0.6733,2018-10-17 23:46:21
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Luzurne,Less than 50 percent,Cell,1,0.2514,0.8733,2.9096,1.1347,2018-10-17 23:48:41
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Monroe,85 percent or higher,Landline,1,0.8817,1.3383,0.8703,1.367,2018-10-17 23:50:02
Rep,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Lackawanna,85 percent or higher,Landline,1,0.9557,1.3271,0.6592,1.3307,2018-10-17 23:50:11
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Lackawanna,85 percent or higher,Landline,1,0.965,0.5303,0.2126,0.5366,2018-10-17 23:50:29
Rep,65 and older,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,65 and older,White,Luzurne,85 percent or higher,Landline,1,0.965,0.6281,0.2444,0.6302,2018-10-17 23:52:44
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",65 and older,White,Monroe,85 percent or higher,Landline,1,0.965,1.3383,0.7952,1.3043,2018-10-17 23:53:47
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,85 percent or higher,Landline,1,0.9607,1.3142,0.7675,1.3302,2018-10-17 23:55:17
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Monroe,85 percent or higher,Landline,0.8889,0.8845,0.6883,0.3228,0.6811,2018-10-17 23:55:44
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lackawanna,50 to 85 percent,Landline,1,0.8478,1.7749,1.4641,1.8225,2018-10-17 23:56:38
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Pike/Wayne,50 to 85 percent,Landline,1,0.7695,0.7783,0.4379,0.7848,2018-10-17 23:56:47
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Monroe,85 percent or higher,Landline,1,0.965,1.5551,1.1892,1.5735,2018-10-17 23:57:50
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Luzurne,85 percent or higher,Landline,1,0.9539,0.6588,0.319,0.6605,2018-10-17 23:58:08
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Pike/Wayne,85 percent or higher,Landline,1,0.965,0.6683,0.3208,0.6707,2018-10-17 23:58:17
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Not very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Lackawanna,50 to 85 percent,Landline,0.2222,0.6696,1.1039,0.7468,0.6073,2018-10-17 23:59:29
Dem,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,35 to 49,White,Monroe,Less than 50 percent,Cell,1,0.3007,0.683,1.472,0.7737,2018-10-18 00:06:12
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Monroe,85 percent or higher,Cell,1,0.9038,0.883,0.3911,0.8992,2018-10-18 00:08:45
Dem,35 to 49,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Non-White,Lackawanna,85 percent or higher,Cell,1,0.9533,0.8907,0.5234,0.9021,2018-10-18 00:12:03
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Lackawanna,85 percent or higher,Cell,1,0.965,0.7648,0.3824,0.7738,2018-10-18 00:13:42
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Luzurne,85 percent or higher,Cell,1,0.9211,0.7436,0.3497,0.7556,2018-10-18 00:15:39
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Luzurne,Less than 50 percent,Cell,1,0.3791,0.6061,0.8619,0.7198,2018-10-18 00:15:48
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Female,Very likely,Republican,Nonwhite,35 to 49,White,Luzurne,Less than 50 percent,Cell,0.7778,0.3962,0.8733,1.8462,0.8594,2018-10-18 00:20:24
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Pike/Wayne,50 to 85 percent,Cell,1,0.5285,1.0695,0.9535,1.1188,2018-10-18 00:20:24
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Pike/Wayne,50 to 85 percent,Cell,1,0.7575,0.9511,0.5408,0.993,2018-10-18 00:28:48
Und,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Luzurne,Less than 50 percent,Cell,1,0.157,0.7627,3.0271,0.4774,2018-10-18 00:32:06
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,Unknown,Lackawanna,85 percent or higher,Cell,1,0.965,0.9783,0.4237,0.9817,2018-10-18 00:33:09
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Lackawanna,Less than 50 percent,Cell,1,0.3329,0.9538,1.595,1.1644,2018-10-18 00:34:30
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Pike/Wayne,50 to 85 percent,Cell,1,0.833,1.019,0.503,1.0489,2018-10-18 00:34:58
