response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,agree,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,Non-White,Well-educ. Trump,50 to 85 percent,Cell,1,0.7946,1.3281,1.0642,1.3741,2018-09-05 21:30:38
Und,50 to 64,Some college or trade school,Unknown,Male,Other,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,Unknown,Less educ. Trump,50 to 85 percent,Cell,1,0.7264,1.6249,1.348,1.5564,2018-09-05 21:40:14
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,yes,disagree,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9021,0.5684,0.4019,0.5953,2018-09-05 21:37:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9641,0.5847,0.348,0.6084,2018-09-05 21:33:11
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less educ. Trump,50 to 85 percent,Cell,1,0.6854,1.5501,1.3812,1.6915,2018-09-05 21:30:29
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9859,0.8549,0.519,0.885,2018-09-05 22:48:20
Rep,50 to 64,High school,Unknown,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,disagree,yes,agree,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Unknown,Less-educ. Clinton,Less than 50 percent,Cell,1,0.4894,1.5919,2.5758,1.8465,2018-09-05 22:53:26
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Don't know,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9432,1.0445,0.6025,1.0761,2018-09-05 22:55:41
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,Don't know,no,agree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.6172,1.5178,1.512,1.6865,2018-09-05 22:56:35
Und,18 to 34,High school,Other,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Unfavorable,agree,no,disagree,disagree,18 to 29,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7927,1.8873,1.6888,2.0122,2018-09-05 22:56:53
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8946,1.1584,0.7762,1.2145,2018-09-05 22:57:20
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Unknown,Less educ. Trump,50 to 85 percent,Cell,0.6667,0.6045,0.5298,0.4741,0.506,2018-09-05 22:48:38
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Don't know,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9505,0.7642,0.4849,0.7876,2018-09-05 22:48:29
Und,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9343,1.1768,0.9665,1.2277,2018-09-05 22:58:59
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,0.8889,0.352,0.6644,1.2702,0.7892,2018-09-05 23:00:20
Rep,18 to 34,Some college or trade school,White,Male,Other,Approve,support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,no,agree,disagree,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,White,Well-educ. Clinton,Less than 50 percent,Cell,0.2222,0.3503,0.6508,1.5329,0.2192,2018-09-05 22:58:05
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,50 to 85 percent,Cell,0.7778,0.7514,1.6416,1.3999,1.7026,2018-09-05 22:52:23
Rep,65 and older,High school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,disagree,no,disagree,disagree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9852,2.1305,1.599,2.2052,2018-09-05 22:47:17
Und,18 to 34,Some college or trade school,White,Female,White,Don't know,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,18 to 29,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.7778,0.4688,0.5362,0.9069,0.537,2018-09-05 22:56:08
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,agree,Dems. take House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8958,1.2404,0.8705,1.3003,2018-09-05 22:51:56
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Unfavorable,Favorable,agree,no,agree,disagree,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.5556,0.3159,0.5455,1.0866,0.3814,2018-09-05 22:51:47
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9793,1.582,0.925,1.645,2018-09-05 22:57:56
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,Don't know,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9432,0.9177,0.5502,0.9565,2018-09-05 22:46:50
Dem,18 to 34,High school,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Unfavorable,agree,yes,disagree,disagree,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,Less than 50 percent,Cell,0.8889,0.3331,0.8975,2.2755,1.0769,2018-09-05 22:47:35
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9913,0.7863,0.4134,0.8178,2018-09-05 22:49:59
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,disagree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9625,1.1584,0.7215,1.2055,2018-09-05 22:56:44
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,0.8889,0.9367,1.582,0.967,1.64,2018-09-05 22:53:17
Und,18 to 34,Graduate or Professional Degree,Other,Male,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,agree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Non-White,Well-educ. Clinton,Less than 50 percent,Cell,0.8889,0.3019,0.5533,1.3144,0.6086,2018-09-05 22:52:59
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.98,0.9014,0.5493,0.9373,2018-09-05 23:00:20
Und,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,no,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Nonwhite,White,Well-educ. Trump,Less than 50 percent,Cell,0.3333,0.1416,0.9135,4.2361,0.4358,2018-09-05 22:52:50
Und,50 to 64,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Landline,0.8889,0.9676,2.0776,1.7159,2.0893,2018-09-05 23:00:47
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,agree,Reps. keep House,Unfavorable,Unfavorable,agree,no,agree,disagree,65 and older,Some College Educ.,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,50 to 85 percent,Landline,0,0.7602,1.6775,1.2732,0.9104,2018-09-05 22:49:50
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Approve,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9593,0.6244,0.4546,0.6499,2018-09-05 22:50:44
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Don't know,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,Nonwhite,Nonwhite,Non-White,Well-educ. Trump,50 to 85 percent,Cell,1,0.7351,1.3281,1.1503,1.3816,2018-09-05 22:51:02
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8986,0.7822,0.5844,0.8196,2018-09-05 23:15:04
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.8314,1.3718,0.8297,1.4158,2018-09-05 23:07:43
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,yes,agree,disagree,18 to 29,4-year College Grad.,Republican,Male,Not very likely,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Landline,0.3333,0.696,0.7107,0.6236,0.4442,2018-09-05 23:13:16
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Landline,1,0.976,0.8793,0.5254,0.9144,2018-09-05 23:13:52
Und,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9485,0.7546,0.4067,0.7862,2018-09-05 23:09:22
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Don't know,Don't know,no,disagree,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.858,1.0633,0.6385,1.1209,2018-09-05 23:13:43
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Less educ. Trump,50 to 85 percent,Landline,1,0.8031,1.5262,1.1043,1.6241,2018-09-05 23:06:49
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9504,1.2954,0.9144,1.3351,2018-09-05 23:06:04
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,disagree,no,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,0.7778,0.9038,0.9273,0.5509,0.9334,2018-09-05 23:05:46
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Favorable,agree,yes,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9074,0.9273,0.5487,0.9705,2018-09-05 23:14:46
Rep,50 to 64,Bachelors' degree,Other,Female,White,Approve,oppose,Don't know,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7992,2.6297,1.6551,2.8004,2018-09-05 23:02:10
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Unknown,Well-educ. Trump,50 to 85 percent,Cell,0.8889,0.6099,0.5556,0.5202,0.6034,2018-09-05 23:03:22
Und,65 and older,High school,White,Female,White,Don't know,Don't know,agree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,65 and older,High School Grad. or Less,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,Less than 50 percent,Landline,0,0.2286,2.1099,6.8668,0.4998,2018-09-05 23:06:13
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,agree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9478,1.0231,0.72,1.0659,2018-09-05 23:28:22
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,Don't know,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9923,0.7644,0.4464,0.7951,2018-09-05 23:24:37
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9193,1.0095,0.6569,1.055,2018-09-05 23:22:40
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9453,0.6102,0.3891,0.6359,2018-09-05 23:24:10
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.5994,1.6069,1.7647,1.7947,2018-09-05 23:21:55
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,0.7778,0.4618,1.1326,1.7287,0.9509,2018-09-05 23:16:40
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9409,0.6824,0.4515,0.7115,2018-09-05 23:19:49
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Don't know,Don't know,no,agree,disagree,65 and older,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.5321,1.3054,1.409,1.4031,2018-09-05 23:28:58
Rep,18 to 34,Grade school,White,Male,White,Approve,Don't know,disagree,Reps. keep House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,White,Less educ. Trump,Less than 50 percent,Cell,1,0.4967,1.903,3.6023,2.0627,2018-09-05 23:26:16
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9715,1.2404,0.8028,1.2902,2018-09-05 23:29:34
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,0.7778,0.8648,1.0742,0.7525,1.0756,2018-09-05 23:39:31
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9722,0.9246,0.593,0.9617,2018-09-05 23:27:46
Dem,50 to 64,Some college or trade school,Black,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Don't know,agree,Don't know,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,0.8889,0.7382,1.4941,1.2324,1.5827,2018-09-05 23:31:52
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Unfavorable,Don't know,agree,yes,agree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9792,0.7569,0.4638,0.787,2018-09-05 23:44:46
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9857,0.4979,0.2499,0.5178,2018-09-05 23:40:52
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9861,0.8829,0.6555,0.9181,2018-09-05 23:39:40
Und,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9641,0.4653,0.2455,0.4842,2018-09-05 23:41:28
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.8247,1.3199,1.0419,1.3991,2018-09-05 23:38:10
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Don't know,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Unknown,Well-educ. Clinton,85 percent or higher,Cell,0.8889,0.9125,0.8611,0.4586,0.8779,2018-09-05 23:32:46
Rep,18 to 34,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,no,disagree,agree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.8474,0.6337,0.5116,0.6692,2018-09-05 23:32:01
Und,35 to 49,Some college or trade school,White,Male,White,Don't know,oppose,disagree,Don't know,Don't know,Don't know,agree,no,agree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,Less than 50 percent,Landline,0.8889,0.2442,0.8855,3.2583,1.1278,2018-09-05 23:38:37
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9754,0.968,0.4671,1.0067,2018-09-05 23:37:52
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9705,0.9246,0.594,0.9547,2018-09-05 23:41:28
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,disagree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,0.4444,0.9774,0.759,0.4014,0.7646,2018-09-05 23:57:28
Dem,[DO NOT READ] Refused,Some college or trade school,Unknown,Female,Black,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.98,0.9219,0.4996,0.9586,2018-09-05 23:54:19
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,support,disagree,Don't know,Don't know,Don't know,agree,yes,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less educ. Trump,50 to 85 percent,Cell,1,0.7045,1.0071,0.8026,1.094,2018-09-05 23:58:31
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,1,0.981,1.276,0.7354,1.3268,2018-09-05 23:46:04
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9784,1.6274,0.8565,1.6922,2018-09-05 23:53:25
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,Don't know,disagree,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Less educ. Trump,Less than 50 percent,Landline,0.4444,0.4577,1.6243,2.1703,1.5428,2018-09-05 23:55:13
