response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Female,Somewhat likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Ms. Wexton's District,Less than 50 percent,Landline,1,0.4606,1.754,2.5955,1.568,2018-10-11 23:23:11
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,0.7778,0.8398,0.98740000000000006,0.6046,0.871,2018-10-11 23:23:20
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.965,0.8428,0.3664,0.8316,2018-10-11 23:26:38
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,Less than 50 percent,Cell,1,0.4577,0.609,0.6966,0.6787,2018-10-11 23:27:14
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Non-White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.5951,0.6553,0.4929,0.6596,2018-10-11 23:30:23
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.5353,2.0538,2.1672,2.2209,2018-10-11 23:33:17
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,Loudon,Less than 50 percent,Cell,0,0.3965,0.9993,1.7152,0.5863,2018-10-11 23:33:53
Rep,50 to 64,High school,Unknown,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,1.1523,0.8655,1.137,2018-10-11 23:37:47
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,Unknown,Loudon,85 percent or higher,Cell,1,0.965,0.772,0.3901,0.7617,2018-10-11 23:39:53
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Ms. Wexton's District,85 percent or higher,Landline,1,0.965,0.7044,0.3639,0.695,2018-10-11 23:44:14
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.965,0.8002,0.415,0.7896,2018-10-11 23:46:59
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,50 to 85 percent,Landline,1,0.7896,0.8794,0.5461,0.8897,2018-10-11 23:47:26
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Loudon,50 to 85 percent,Cell,1,0.6663,0.8422,0.6371,0.8757,2018-10-11 23:48:47
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Cell,1,0.9586,0.8565,0.5046,0.8377,2018-10-11 23:52:23
Rep,[DO NOT READ] Refused,High school,Hispanic,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Non-White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.364,1.4458,3.2014,1.5508,2018-10-11 23:52:50
Dem,35 to 49,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Non-White,Fairfax/Prince William,85 percent or higher,Landline,0.7778,0.874,1.1088,0.773,1.054,2018-10-12 00:03:44
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Loudon,Less than 50 percent,Landline,1,0.3204,1.205,2.7101,1.4465,2018-10-12 00:06:26
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Fairfax/Prince William,85 percent or higher,Landline,1,0.9422,1.8713,1.5201,1.8498000000000001,2018-10-12 00:08:23
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Fairfax/Prince William,50 to 85 percent,Landline,1,0.8474,1.0316,0.6998,1.033,2018-10-12 00:09:35
Rep,18 to 34,Some college or trade school,Asian,Male,Asian,Don't know,Don't know,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,18 to 39,No 4-year College Degree,Non-White,Fairfax/Prince William,Less than 50 percent,Landline,0.8889,0.0599,1.3866,6.7576,2.2638,2018-10-12 00:12:44
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Loudon,85 percent or higher,Landline,1,0.8956,0.9151,0.7191,0.9097,2018-10-12 00:13:02
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.3779,0.8627,1.309,0.9997,2018-10-12 00:14:05
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Non-White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.2699,1.7435,5.513,2.1738,2018-10-12 00:22:39
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Non-White,Loudon,50 to 85 percent,Cell,0.8889,0.7066,1.388,1.3655,1.341,2018-10-12 00:23:06
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Fairfax/Prince William,50 to 85 percent,Landline,0.7778,0.6666,1.708,1.615,1.6964,2018-10-12 00:24:09
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,White,Loudon,Less than 50 percent,Landline,1,0.0769,0.609,2.1253,1.026,2018-10-12 00:26:06
Und,[DO NOT READ] Refused,High school,White,Male,Hispanic,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Loudon,Less than 50 percent,Cell,0,0.4246,0.9993,1.6015,0.3485,2018-10-12 00:26:15
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Fairfax/Prince William,50 to 85 percent,Landline,1,0.7982,1.1996,0.7486,1.2117,2018-10-12 00:27:54
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,Non-White,Ms. Wexton's District,85 percent or higher,Landline,1,0.9104,0.69,0.3706,0.6736,2018-10-12 00:32:52
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Loudon,50 to 85 percent,Landline,1,0.8252,1.151,0.9158,1.127,2018-10-12 00:36:01
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Landline,1,0.965,0.6517,0.355,0.643,2018-10-12 00:39:28
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Unknown,Ms. Wexton's District,Less than 50 percent,Cell,1,0.4158,0.7084,1.017,0.8049,2018-10-12 00:39:28
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Ms. Wexton's District,50 to 85 percent,Landline,1,0.7205,0.9987,0.6793,1.025,2018-10-12 00:47:13
Und,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.6357,1.0854,0.9126,1.1378,2018-10-12 00:48:43
Dem,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Landline,1,0.927,0.7655,0.449,0.758,2018-10-12 00:52:19
Dem,35 to 49,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Loudon,Less than 50 percent,Cell,1,0.2881,0.939,2.149,1.1537,2018-10-12 01:07:21
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Non-White,Loudon,50 to 85 percent,Cell,1,0.8288,0.5579,0.2912,0.5604,2018-10-12 01:12:27
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Dems. take House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,1.1523,0.8655,1.137,2018-10-12 01:23:34
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.965,0.5183,0.2418,0.5114,2018-10-12 01:25:31
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.8023,1.0409,0.629,1.0506,2018-10-12 01:35:31
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.9626,1.4486,0.8647,1.4295,2018-10-12 01:36:46
Rep,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Loudon,50 to 85 percent,Cell,1,0.5669,1.5161,1.7967,1.6221,2018-10-12 01:39:37
Rep,50 to 64,Bachelors' degree,White,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.8002,0.415,0.7896,2018-10-12 01:46:10
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Cell,1,0.8781,0.8199,0.4554,0.8008,2018-10-12 01:47:22
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Postgraduate Degree,Non-White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.7701,0.3299,0.7536,2018-10-12 21:31:47
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Asian,Approve,Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Non-White,Loudon,50 to 85 percent,Cell,1,0.6813,0.905,0.6732,0.8179,2018-10-12 21:46:46
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Loudon,50 to 85 percent,Cell,1,0.8346,0.901,0.5158,0.8817,2018-10-12 21:49:55
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Ms. Wexton's District,Less than 50 percent,Cell,1,0.3788,1.015,1.6756,1.1755,2018-10-12 21:50:40
Und,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Cell,1,0.9054,0.8199,0.4416,0.814,2018-10-12 21:53:58
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9157,0.6526,0.3305,0.647,2018-10-12 21:58:19
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.8907,1.2562,0.9969,1.2496,2018-10-12 21:59:22
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.3674,1.1052,2.1551,1.2883,2018-10-12 21:59:39
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9472,0.8637,0.4907,0.8535,2018-10-12 22:00:25
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.965,0.5555,0.2581,0.5481,2018-10-12 22:05:01
Dem,[DO NOT READ] Refused,High school,Other,Female,Asian,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Already voted,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Non-White,Loudon,Less than 50 percent,Landline,1,0.3729,1.2308,2.5713,1.5195,2018-10-12 22:12:49
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.831,1.0605,0.6624,1.0648,2018-10-12 22:14:54
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Ms. Wexton's District,85 percent or higher,Cell,1,0.9299,1.1155,0.5839,1.1143,2018-10-12 22:17:58
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,1,0.5469,0.98740000000000006,0.9284,1.0635,2018-10-12 22:20:04
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.931,0.9886,0.5224,0.9785,2018-10-12 22:23:22
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,Less than 50 percent,Cell,1,0.4866,0.939,1.2724,1.034,2018-10-12 22:26:30
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.9133,0.7655,0.4557,0.7593,2018-10-12 22:27:42
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fairfax/Prince William,Less than 50 percent,Cell,1,0.4268,1.1031,1.7628,1.2467,2018-10-12 22:28:45
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Loudon,Less than 50 percent,Cell,1,0.4378,0.6553,0.942,0.6848,2018-10-12 22:31:36
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.947,0.8428,0.3734,0.8327,2018-10-12 22:32:21
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Ms. Wexton's District,Less than 50 percent,Cell,1,0.3547,1.0424,1.4247,1.2242,2018-10-12 22:34:22
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.7655,0.4313,0.7553,2018-10-12 22:34:54
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,1.2562,0.9201,1.2394,2018-10-12 22:36:55
Und,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,West,Less than 50 percent,Cell,1,0.4288,1.7835,4.3093,2.0138,2018-10-12 22:39:57
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Loudon,85 percent or higher,Cell,1,0.965,0.9021,0.4426,0.8901,2018-10-12 22:40:42
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Ms. Wexton's District,Less than 50 percent,Cell,1,0.3925,1.0822,1.8691,1.2442,2018-10-12 22:44:34
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,West,85 percent or higher,Landline,1,0.891,0.8596,0.5501,0.8393,2018-10-12 22:46:22
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fairfax/Prince William,85 percent or higher,Cell,1,0.965,0.6088,0.2939,0.5957,2018-10-12 22:47:25
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.7312,1.3805,1.3074,1.4135,2018-10-12 22:52:50
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Loudon,85 percent or higher,Cell,1,0.9541,1.1507,0.9908,1.1249,2018-10-12 22:53:17
Rep,18 to 34,Graduate or Professional Degree,White,Male,Black,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Postgraduate Degree,Republican,Male,Not at all likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,White,Ms. Wexton's District,85 percent or higher,Cell,0,0.9197,0.7241,0.3544,0.45,2018-10-12 22:53:44
Dem,35 to 49,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Landline,1,0.965,0.8565,0.5013,0.8451,2018-10-12 22:55:14
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,Postgraduate Degree,White,Fairfax/Prince William,50 to 85 percent,Cell,1,0.666,1.0145,0.8591,1.055,2018-10-12 22:56:53
Rep,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,65 and older,4-year College Grad.,White,Loudon,85 percent or higher,Landline,1,0.8948,1.032,0.5919,0.9665,2018-10-12 22:58:14
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Loudon,85 percent or higher,Cell,1,0.965,0.8565,0.5013,0.8451,2018-10-12 22:59:35
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Fairfax/Prince William,50 to 85 percent,Cell,0.8889,0.7166,1.1412,0.9938,1.1505,2018-10-12 23:01:05
