response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Brookhaven,85 percent or higher,Landline,1,0.8594,1.0398,0.9066,1.0713,2018-10-05 21:54:24
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.9294,0.7988,0.416,0.8151,2018-10-05 21:54:28
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",65 and older,White,Brookhaven,Less than 50 percent,Landline,1,0.4718,1.0949,1.3672,1.1678,2018-10-05 21:55:31
Und,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,support,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),Nonwhite,35 to 49,Non-White,Rest,Less than 50 percent,Cell,0.3333,0.148,0.7564,3.4987,0.405,2018-10-05 21:59:52
Rep,50 to 64,High school,White,Female,White,oppose,Don't know,Support,oppose,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Brookhaven,Less than 50 percent,Landline,0,0.142,1.5079,6.7167,0.3237,2018-10-05 21:59:52
Dem,18 to 34,Bachelors' degree,White,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,White,Brookhaven,85 percent or higher,Landline,1,0.9724,0.9795,0.4875,0.9889,2018-10-05 22:01:18
Rep,65 and older,Bachelors' degree,White,Male,White,oppose,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9483,0.7238,0.2662,0.7372,2018-10-05 22:04:22
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Rest,85 percent or higher,Cell,1,0.9738,0.6736,0.3082,0.6849,2018-10-05 22:07:13
Dem,65 and older,Some college or trade school,Unknown,Male,White,oppose,Don't know,Check,oppose,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Rest,Less than 50 percent,Landline,1,0.3718,1.0433,1.6664,1.2506,2018-10-05 22:07:22
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Don't know,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9203,0.9671,0.5633,0.9879,2018-10-05 22:07:40
Rep,65 and older,High school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Brookhaven,85 percent or higher,Landline,1,0.9338,1.3953,0.9294,1.4232,2018-10-05 22:07:58
Rep,35 to 49,Some college or trade school,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Brookhaven,Less than 50 percent,Cell,1,0.4076,1.2112,2.0874,1.4245,2018-10-05 22:09:01
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Brookhaven,50 to 85 percent,Landline,1,0.5526,1.5064,1.651,1.5759,2018-10-05 22:10:22
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.942,0.7112,0.269,0.7163,2018-10-05 22:14:16
Dem,50 to 64,Some college or trade school,Hispanic,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Rest,50 to 85 percent,Cell,1,0.7568,1.0063,0.9753,1.0565,2018-10-05 22:20:13
Dem,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Don't know,Don't know,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Brookhaven,50 to 85 percent,Cell,1,0.634,1.1853,1.0566,1.2814,2018-10-05 22:21:07
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9516,0.7213,0.3373,0.7345,2018-10-05 22:22:55
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Brookhaven,85 percent or higher,Landline,1,0.8728,1.0798,0.6693,1.1102,2018-10-05 22:22:55
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Brookhaven,85 percent or higher,Cell,1,0.8826,0.697,0.2795,0.7156,2018-10-05 22:23:31
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9815,0.6761,0.3063,0.6873,2018-10-05 22:23:31
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Non-White,Brookhaven,50 to 85 percent,Landline,1,0.8407,0.8447,0.423,0.8729,2018-10-05 22:23:49
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,Brookhaven,50 to 85 percent,Cell,1,0.8092,1.0954,0.6123,1.1383,2018-10-05 22:25:46
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Brookhaven,Less than 50 percent,Cell,1,0.4151,1.0949,1.5537,1.188,2018-10-05 22:26:22
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Favorable,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9928,0.7851,0.2962,0.7984,2018-10-05 22:29:22
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9756,1.013,0.6497,1.0232,2018-10-05 22:30:07
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,50 to 85 percent,Cell,1,0.6509,0.948,0.6899,1.0203,2018-10-05 22:30:25
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Brookhaven,85 percent or higher,Cell,1,0.9625,0.7207,0.2878,0.7269,2018-10-05 22:31:01
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Brookhaven,85 percent or higher,Cell,1,0.982,0.9181,0.4521,0.9333,2018-10-05 22:31:19
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Don't know,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.5621,1.1336,1.1466,1.2523,2018-10-05 22:33:43
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 34,White,Brookhaven,Less than 50 percent,Cell,0.6667,0.0506,0.9293,3.3253,0.7414,2018-10-05 22:34:46
Rep,35 to 49,Bachelors' degree,White,Male,Asian,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9389,0.7487,0.3857,0.7633,2018-10-05 22:38:31
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8211,0.8476,0.3764,0.8558,2018-10-05 22:40:42
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9368,0.9339,0.581,0.9523,2018-10-05 22:42:34
Rep,35 to 49,Graduate or Professional Degree,Other,Female,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Non-White,Rest,85 percent or higher,Landline,1,0.9081,0.7204,0.5495,0.7371,2018-10-05 22:43:46
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Brookhaven,50 to 85 percent,Landline,1,0.8284,0.9186,0.3751,0.9513,2018-10-05 22:45:39
Dem,50 to 64,Some college or trade school,Unknown,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Unknown,Brookhaven,50 to 85 percent,Cell,1,0.5338,1.2241,1.2116,1.2857,2018-10-05 22:46:06
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Non-White,Brookhaven,85 percent or higher,Cell,1,0.9035,0.7441,0.5673,0.749,2018-10-05 22:48:03
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.7399,1.0144,0.6673,1.0688,2018-10-05 22:48:59
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Brookhaven,85 percent or higher,Landline,1,0.8787,0.772,0.4307,0.7931,2018-10-05 22:49:08
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,85 percent or higher,Cell,0.4444,0.9449,0.8467,0.3374,0.7556,2018-10-05 22:49:53
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9471,0.6886,0.2771,0.7015,2018-10-05 22:51:01
Rep,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6378,0.7698,0.6301,0.793,2018-10-05 22:54:01
Rep,65 and older,Grade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Brookhaven,85 percent or higher,Landline,1,0.9474,1.4886,0.9781,1.5163,2018-10-05 22:54:55
Und,35 to 49,High school,White,Female,White,oppose,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Brookhaven,Less than 50 percent,Landline,1,0.3965,1.6657,3.9517,1.8192,2018-10-05 22:56:47
Und,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Brookhaven,50 to 85 percent,Landline,0.6667,0.6439,1.6169,1.3054,1.3166,2018-10-05 22:58:35
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9947,0.9161,0.6171,0.9318,2018-10-05 23:00:28
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Brookhaven,85 percent or higher,Cell,1,0.8606,1.0162,0.8135,1.0469,2018-10-05 23:01:40
Rep,35 to 49,Some college or trade school,White,Female,Other,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,White,Brookhaven,85 percent or higher,Cell,1,0.8605,1.117,0.9737,1.1506,2018-10-05 23:03:48
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Brookhaven,Less than 50 percent,Cell,0.4444,0.1876,1.5079,5.3708,0.9064,2018-10-05 23:05:27
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.994,0.7449,0.3118,0.7577,2018-10-05 23:05:45
Rep,65 and older,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9203,1.2497,0.837,1.2579,2018-10-05 23:06:30
Rep,35 to 49,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,35 to 49,White,Brookhaven,50 to 85 percent,Cell,1,0.6052,0.9687,0.6529,1.0033,2018-10-05 23:07:51
Dem,65 and older,High school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Brookhaven,85 percent or higher,Landline,1,0.8804,1.563,1.1086,1.6053,2018-10-05 23:08:36
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Brookhaven,85 percent or higher,Cell,1,0.9029,0.7844,0.2811,0.8031,2018-10-05 23:09:30
Dem,50 to 64,High school,Other,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Non-White,Rest,85 percent or higher,Landline,1,0.9928,1.3226,1.2383,1.345,2018-10-05 23:09:30
Dem,50 to 64,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Rest,Less than 50 percent,Landline,1,0.4403,1.0918,1.6943,1.2641,2018-10-05 23:11:36
Und,50 to 64,High school,Black,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Non-White,Brookhaven,Less than 50 percent,Landline,1,0.3884,1.3875,2.8729,1.6481,2018-10-05 23:16:06
Rep,65 and older,Some college or trade school,White,Male,White,oppose,Approve,Check,oppose,Reps. keep House,Unfavorable,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Brookhaven,85 percent or higher,Landline,1,0.9187,0.9824,0.5313,0.9889,2018-10-05 23:20:38
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Brookhaven,85 percent or higher,Cell,1,0.8892,0.7614,0.2546,0.781,2018-10-05 23:24:32
Dem,18 to 34,Bachelors' degree,Unknown,Male,Other,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,18 to 34,Unknown,Brookhaven,Less than 50 percent,Landline,0.4444,0.43,1.0257,1.1753,0.6732,2018-10-05 23:25:35
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.9642,0.7327,0.2946,0.7453,2018-10-05 23:26:47
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Brookhaven,50 to 85 percent,Cell,1,0.8495,1.2499,1.0029,1.26,2018-10-05 23:27:59
Dem,18 to 34,High school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Brookhaven,Less than 50 percent,Cell,1,0.3054,1.7375,5.3721,2.1727,2018-10-05 23:29:56
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Brookhaven,50 to 85 percent,Landline,1,0.5536,0.985,0.7787,1.0302,2018-10-05 23:31:08
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Brookhaven,50 to 85 percent,Landline,1,0.8442,0.9687,0.4681,1.0006,2018-10-05 23:32:29
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Brookhaven,85 percent or higher,Landline,1,0.9578,0.8073,0.3252,0.8139,2018-10-05 23:38:36
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Republican,Nonwhite,35 to 49,Non-White,Brookhaven,85 percent or higher,Landline,0.8889,0.9047,0.7579,0.4947,0.7548,2018-10-05 23:39:57
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Don't know,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Brookhaven,85 percent or higher,Landline,1,0.901,0.7418,0.3394,0.7596,2018-10-05 23:44:36
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,White,Brookhaven,85 percent or higher,Cell,1,0.8765,0.7207,0.316,0.7406,2018-10-05 23:45:39
Dem,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Brookhaven,85 percent or higher,Cell,1,0.9427,0.7568,0.2783,0.7712,2018-10-05 23:48:38
Rep,18 to 34,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Brookhaven,50 to 85 percent,Cell,1,0.8202,1.7974,1.7255,1.8149,2018-10-05 23:49:32
Und,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Brookhaven,50 to 85 percent,Cell,0.1111,0.6747,1.2285,0.9603,0.9235,2018-10-05 23:50:53
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Brookhaven,85 percent or higher,Landline,1,0.9255,1.0481,0.5631,1.07,2018-10-05 23:57:46
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Rest,50 to 85 percent,Cell,1,0.6651,1.3049,1.5541,1.3992,2018-10-06 00:01:31
Und,65 and older,Graduate or Professional Degree,Black,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Non-White,Brookhaven,85 percent or higher,Cell,1,0.9883,0.7193,0.3616,0.7313,2018-10-06 00:02:43
Dem,18 to 34,Bachelors' degree,Hispanic,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,Non-White,Brookhaven,85 percent or higher,Landline,0.8889,0.8542,0.8865,0.5634,0.9039,2018-10-06 00:03:01
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Brookhaven,85 percent or higher,Cell,0.8889,0.8658,1.2638,1.1803,1.2562,2018-10-06 00:03:19
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Brookhaven,Less than 50 percent,Landline,0.7778,0.2025,0.852,1.8908,0.899,2018-10-06 00:03:19
