response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.5891,0.8039,0.772,0.8547,2018-10-15 23:24:09
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Miami/Coral Gables,85 percent or higher,Landline,1,0.965,0.8335,0.4733,0.8161,2018-10-15 23:24:54
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.5593,0.7671,0.8212,0.8233,2018-10-15 23:27:09
Dem,65 and older,Bachelors' degree,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,Other Non-White,Rest,85 percent or higher,Cell,1,0.965,0.7431,0.3193,0.7336,2018-10-15 23:27:45
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9157,1.0895,0.4964,1.0644,2018-10-15 23:27:54
Rep,35 to 49,Bachelors' degree,Black,Female,Black,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Other Non-White,Miami/Coral Gables,Less than 50 percent,Cell,1,0.4976,0.8075,0.8686,0.8304,2018-10-15 23:29:42
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,0.9084,0.5675,0.8895,2018-10-15 23:29:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9145,0.4713,0.2087,0.4676,2018-10-15 23:30:27
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Miami/Coral Gables,85 percent or higher,Cell,1,0.93,0.568,0.30620000000000003,0.5626,2018-10-15 23:32:24
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,Miami/Coral Gables,Less than 50 percent,Cell,0.7778,0.4174,0.7355,1.2027,0.7038,2018-10-15 23:39:03
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.965,1.0026,0.4554,0.9899,2018-10-15 23:39:39
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,Rest,50 to 85 percent,Cell,1,0.7644,0.5524,0.3171,0.562,2018-10-15 23:47:17
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9088,1.0026,0.4823,0.9795,2018-10-15 23:47:53
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7654,0.8761,0.4527,0.8911,2018-10-15 23:48:29
Und,65 and older,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Miami/Coral Gables,85 percent or higher,Landline,1,0.9199,1.1445,0.6683,1.1349,2018-10-15 23:49:32
Dem,35 to 49,Some college or trade school,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",35 to 49,Hispanic,Rest,Less than 50 percent,Landline,1,0.4883,1.5127,1.4959,1.7462,2018-10-15 23:49:41
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.6694,0.6602,0.4845,0.6864,2018-10-15 23:52:41
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Rest,50 to 85 percent,Cell,1,0.8314,0.7303,0.4147,0.7337,2018-10-15 23:52:59
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Miami/Coral Gables,50 to 85 percent,Cell,0.8889,0.6398,0.6701,0.4507,0.6861,2018-10-15 23:54:47
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Rest,85 percent or higher,Landline,1,0.8501,1.3118,1.1967,1.3139,2018-10-15 23:55:41
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.3727,1.1449,1.7092,1.2246,2018-10-15 23:55:59
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Miami/Coral Gables,50 to 85 percent,Landline,1,0.833,0.5099,0.2996,0.4993,2018-10-15 23:58:59
Dem,35 to 49,Some college or trade school,Hispanic,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,Less than 50 percent,Landline,1,0.1507,1.589,6.5578,2.2728,2018-10-15 23:59:44
Und,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown,Rest,85 percent or higher,Cell,1,0.9487,0.6756,0.3406,0.6679,2018-10-16 00:03:53
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,0.5227,0.2857,0.5161,2018-10-16 00:04:11
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.965,0.743,0.3602,0.7336,2018-10-16 00:05:59
Und,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.5712,0.599,0.605,0.6059,2018-10-16 00:07:47
3,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.965,0.6037,0.2526,0.5911,2018-10-16 00:09:08
Und,50 to 64,High school,White,Male,Other,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.5598,1.6656,1.6745,1.7873000000000001,2018-10-16 00:10:47
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.7395,0.6143,0.3215,0.6283,2018-10-16 00:11:32
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Miami/Coral Gables,85 percent or higher,Cell,1,0.8804,0.5702,0.3799,0.5684,2018-10-16 00:11:50
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.8131,0.8941,0.5475,0.9185,2018-10-16 00:12:26
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Miami/Coral Gables,85 percent or higher,Landline,1,0.8671,0.8934,0.5483,0.8924,2018-10-16 00:14:05
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Republican,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,50 to 85 percent,Landline,1,0.517,0.8861,0.9476,0.9069,2018-10-16 00:14:23
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Hispanic,Approve,Reps. keep House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Very likely,or as a member of another political party,Nonwhite,35 to 49,Unknown,Miami/Coral Gables,Less than 50 percent,Cell,1,0.367,0.5966,0.8475,0.6395,2018-10-16 00:16:20
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,0.568,0.2959,0.564,2018-10-16 00:16:20
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8797,0.6382,0.2901,0.6363,2018-10-16 00:16:29
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,Miami/Coral Gables,Less than 50 percent,Cell,1,0.478,0.6844,0.76,0.7568,2018-10-16 00:17:32
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.7664,0.8391,0.5955,0.873,2018-10-16 00:18:38
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Somewhat likely,[DO NOT READ] Refused,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,Less than 50 percent,Cell,0.4444,0.0973,1.7013,7.7198,0.9934,2018-10-16 00:19:41
Dem,65 and older,Bachelors' degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.9468,0.9185,0.4352,0.9082,2018-10-16 00:19:59
Und,35 to 49,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Don't know,Don't know,Favorable,Unfavorable,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Rest,85 percent or higher,Cell,1,0.8608,1.0006,0.9781,1.0004,2018-10-16 00:20:35
Rep,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 34,Hispanic,Rest,Less than 50 percent,Cell,1,0.4892,1.5792,2.0274,1.7384,2018-10-16 00:21:20
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Rest,85 percent or higher,Cell,1,0.8806,1.3847,0.7224,1.3804,2018-10-16 00:22:05
Und,18 to 34,Graduate or Professional Degree,Hispanic,Male,Asian,Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Not very likely,[DO NOT READ] Refused,Nonwhite,18 to 34,Hispanic,Miami/Coral Gables,Less than 50 percent,Cell,0,0.3903,0.9048,1.3298,0.3054,2018-10-16 00:23:17
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,1.0494,0.7024,1.0361,2018-10-16 00:23:44
Dem,[DO NOT READ] Refused,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Other Non-White,Rest,85 percent or higher,Landline,1,0.965,2.0145,1.2635,1.9725,2018-10-16 00:24:11
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Landline,1,0.965,1.102,0.6751,1.088,2018-10-16 00:24:47
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Miami/Coral Gables,85 percent or higher,Cell,1,0.9144,0.5227,0.3003,0.5107,2018-10-16 00:24:47
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Landline,1,0.965,1.2325,0.7382,1.2168,2018-10-16 00:25:23
Und,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,Less than 50 percent,Cell,0.2222,0.3799,1.14,1.8014,0.5303,2018-10-16 00:26:35
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.7765,0.599,0.4507,0.6079,2018-10-16 00:27:38
Und,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Rest,Less than 50 percent,Cell,1,0.4361,1.1537,1.6096,1.2991,2018-10-16 00:28:41
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Approve,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Hispanic,Rest,85 percent or higher,Cell,1,0.9107,0.6215,0.2477,0.617,2018-10-16 00:28:50
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,Rest,50 to 85 percent,Cell,1,0.5384,0.9802,0.827,1.1051,2018-10-16 00:29:17
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,0.5331,0.3037,0.5263,2018-10-16 00:29:44
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Rest,85 percent or higher,Cell,1,0.902,0.6125,0.2876,0.6088,2018-10-16 00:29:53
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Rest,50 to 85 percent,Cell,1,0.7878,0.4928,0.2509,0.499,2018-10-16 00:30:02
Rep,65 and older,Bachelors' degree,Asian,Male,Other,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Miami/Coral Gables,50 to 85 percent,Landline,1,0.8445,0.6109,0.3398,0.61240000000000006,2018-10-16 00:30:20
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,50 to 64,Hispanic,Rest,85 percent or higher,Cell,1,0.965,0.6325,0.2956,0.628,2018-10-16 00:30:20
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Rest,85 percent or higher,Cell,1,0.965,0.6753,0.2432,0.6705,2018-10-16 00:31:23
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.9131,0.8453,0.4346,0.8389,2018-10-16 00:31:32
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.8706,0.5738,0.302,0.5729,2018-10-16 00:33:13
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Rest,Less than 50 percent,Cell,1,0.3311,1.0735,1.5188,1.2802,2018-10-16 00:33:58
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Miami/Coral Gables,85 percent or higher,Landline,1,0.8987,0.6005,0.3336,0.5971,2018-10-16 00:36:31
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Rest,85 percent or higher,Cell,1,0.8546,0.9432,0.5792,0.944,2018-10-16 00:40:48
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Landline,1,0.965,0.5238,0.2413,0.5172,2018-10-16 00:46:53
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Miami/Coral Gables,50 to 85 percent,Landline,1,0.5024,1.0152,1.0182,1.0427,2018-10-16 00:49:26
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.8739,2.4062,2.7206,2.401,2018-10-16 00:50:56
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Rest,Less than 50 percent,Landline,0.8889,0.1234,1.4206,3.7218,1.9805,2018-10-16 00:56:38
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Landline,1,0.965,1.3759,0.8476,1.3584,2018-10-16 00:58:26
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Rest,85 percent or higher,Cell,1,0.9201,0.8189,0.4061,0.812,2018-10-16 01:04:31
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Rest,85 percent or higher,Cell,1,0.8955,0.6873,0.3282,0.6837,2018-10-16 01:04:31
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Landline,1,0.936,1.1671,0.7005,1.1552,2018-10-16 01:05:16
Dem,35 to 49,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,White,Miami/Coral Gables,Less than 50 percent,Landline,1,0.4363,1.1692,1.9025,1.3163,2018-10-16 01:06:01
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Landline,1,0.965,0.9348,0.5426,0.9229,2018-10-16 01:11:25
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Landline,1,0.9242,0.8453,0.4296,0.8378,2018-10-16 01:20:38
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Rest,Less than 50 percent,Cell,1,0.4147,1.8651,2.8454,2.1216,2018-10-16 01:20:40
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Miami/Coral Gables,85 percent or higher,Landline,1,0.965,0.6341,0.3378,0.6209,2018-10-16 01:22:08
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.965,0.803,0.3648,0.7928,2018-10-16 01:25:28
Dem,50 to 64,High school,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Hispanic,Miami/Coral Gables,50 to 85 percent,Landline,1,0.7255,2.0024,1.7304,2.0541,2018-10-16 01:26:31
Dem,50 to 64,Bachelors' degree,Black,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Other Non-White,Rest,50 to 85 percent,Cell,0.8889,0.7351,0.5352,0.2789,0.5383,2018-10-16 01:27:41
Und,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Don't know,Don't know,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 34,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,0,0.5176,0.6394,0.5582,0.1964,2018-10-16 01:31:17
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.7331,0.5319,0.3042,0.5447,2018-10-16 01:31:26
