response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,35 to 49,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7447,0.8369,0.3604,0.8257,2018-10-23 14:06:21
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",North Miami-Dade,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,1.7147,0.9956,1.6931,2018-10-23 14:06:30
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.7778,0.4036,1.6176,2.169,1.2771,2018-10-23 14:06:39
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Monroe,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.97,0.9135,0.2939,0.9066,2018-10-23 14:06:39
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",South Miami-Dade,18 to 34,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2577,0.931,1.4747,1.2702,2018-10-23 14:06:39
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.7733,0.6119,0.2182,0.6217,2018-10-23 14:06:39
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,1,0.2579,0.4951,0.8588,0.6243,2018-10-23 14:06:39
Dem,65 and older,Some college or trade school,Black,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,1,0.97,1.1682,0.5987,1.1535,2018-10-23 14:06:48
Dem,35 to 49,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,North Miami-Dade,18 to 34,[DO NOT READ] Don't know/Refused,Hispanic,50 to 85 percent,Cell,1,0.6842,0.9898,0.3414,1.0257,2018-10-23 14:06:48
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.903,1.2676,0.5632,1.2601,2018-10-23 14:06:57
Und,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,South Miami-Dade,35 to 49,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.97,0.3546,0.1202,0.3476,2018-10-23 14:06:57
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,North Miami-Dade,50 to 64,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.602,0.8077,0.5395,0.8874,2018-10-23 14:06:57
Rep,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.2693,1.0956,1.6471,1.3681,2018-10-23 14:06:57
Und,50 to 64,Grade school,Asian,Female,Asian,Disapp.,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Not very likely,[DO NOT READ] Refused,Nonwhite,South Miami-Dade,50 to 64,No 4-year College Degree,Other Non-White,Less than 50 percent,Cell,0.3333,0.09,1.0344,4.4412,0.403,2018-10-23 14:06:57
Und,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4127,1.2717,1.8999,1.4486,2018-10-23 14:07:06
Rep,65 and older,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Monroe,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.97,0.9378,0.3486,0.926,2018-10-23 14:07:06
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",Monroe,18 to 34,No 4-year College Degree,White,50 to 85 percent,Cell,0.1111,0.6281,1.0766,0.7786,0.6175,2018-10-23 14:07:06
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.3333,0.1203,1.0503,4.5674,0.5445,2018-10-23 14:07:06
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,1,0.5131,1.1116,1.0897,1.213,2018-10-23 14:07:06
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,50 to 85 percent,Landline,1,0.5198,0.6788,0.4794,0.7389,2018-10-23 14:07:06
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Dems. take House,Don't know,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.8157,1.495,0.5879,1.5067,2018-10-23 14:07:06
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Monroe,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.97,0.5028,0.1638,0.499,2018-10-23 14:07:06
Und,65 and older,High school,Black,Male,Hispanic,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,South Miami-Dade,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Landline,0.8889,0.513,1.5891,1.578,1.5682,2018-10-23 14:07:06
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Don't know,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.1432,1.7439,6.553,2.1975,2018-10-23 14:07:15
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,North Miami-Dade,65 and older,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,0.4444,0.7427,1.7903,1.1833,1.5392,2018-10-23 14:07:15
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.97,0.4285,0.1612,0.4231,2018-10-23 14:07:15
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,1.429,0.742,1.4111,2018-10-23 14:07:15
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,South Miami-Dade,35 to 49,Postgraduate Degree,Other Non-White,50 to 85 percent,Landline,1,0.7357,0.3483,0.1646,0.3657,2018-10-23 14:07:15
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Monroe,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9089,0.3674,0.1257,0.365,2018-10-23 14:07:15
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,South Miami-Dade,35 to 49,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7626,0.8592,0.4174,0.8952,2018-10-23 14:07:15
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4817,1.3125,1.7553,1.4497,2018-10-23 14:07:15
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Monroe,35 to 49,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.97,0.4913,0.2715,0.4815,2018-10-23 14:07:24
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",South Miami-Dade,65 and older,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.8472,0.7079,0.2609,0.7096,2018-10-23 14:07:24
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Landline,1,0.8338,1.3083,0.7579,1.2816,2018-10-23 14:07:24
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.97,1.3161,0.6499,1.3062,2018-10-23 14:07:24
Und,18 to 34,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,Postgraduate Degree,Other Non-White,50 to 85 percent,Landline,1,0.8361,0.4035,0.153,0.4053,2018-10-23 14:07:24
Und,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Not very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0,0.2492,0.6774,1.471,0.2011,2018-10-23 14:07:33
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,0.7778,0.4984,0.5281,0.3592,0.5418,2018-10-23 14:07:33
Dem,65 and older,Some college or trade school,Black,Female,Black,Approve,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.97,1.5986,0.8326,1.5785,2018-10-23 14:07:33
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.8575,1.3999,0.7205,1.401,2018-10-23 14:07:42
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.86,0.3935,0.1432,0.3936,2018-10-23 14:07:42
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,18 to 34,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,1,0.1928,0.5199,1.0875,0.7013,2018-10-23 14:07:42
Rep,65 and older,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Monroe,65 and older,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7254,0.9371,0.4249,0.9265,2018-10-23 14:07:51
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.5342,1.3431,1.403,1.3698,2018-10-23 14:07:51
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,4-year College Grad.,Other Non-White,Less than 50 percent,Cell,0.4444,0.3422,0.7003,0.9482,0.2764,2018-10-23 14:08:00
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.7142,1.5441,0.9155,1.5887,2018-10-23 14:08:00
Und,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0.4444,0.4794,0.7113,0.7239,0.576,2018-10-23 14:08:00
Und,35 to 49,Some college or trade school,Hispanic,Female,White,Approve,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",South Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.4444,0.4044,1.3961,2.0488,0.8797,2018-10-23 14:08:00
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.97,0.4754,0.1701,0.4718,2018-10-23 14:08:00
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",North Miami-Dade,35 to 49,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.795,0.3375,0.1368,0.3485,2018-10-23 14:08:00
Und,50 to 64,High school,Other,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",North Miami-Dade,50 to 64,No 4-year College Degree,Other Non-White,Less than 50 percent,Cell,0.5556,0.4065,0.9045,1.708,0.8641,2018-10-23 14:08:09
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.9337,1.6699,0.9006,1.654,2018-10-23 14:08:09
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.848,0.6788,0.2938,0.6915,2018-10-23 14:08:09
Rep,18 to 34,Bachelors' degree,Hispanic,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",North Miami-Dade,18 to 34,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.2594,0.861,1.4718,1.1725,2018-10-23 14:08:18
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Monroe,50 to 64,Postgraduate Degree,White,Less than 50 percent,Landline,1,0.1473,0.3569,0.8612,0.5705,2018-10-23 14:08:18
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.7893,0.4812,0.1973,0.4874,2018-10-23 14:08:18
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.5937,1.2169,1.0874,1.2925,2018-10-23 14:08:18
Rep,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.5042,0.7279,0.6102,0.7476,2018-10-23 14:08:18
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.5423,0.4077,0.2776,0.4403,2018-10-23 14:08:27
Und,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.7878,0.4407,0.1701,0.4559,2018-10-23 14:08:27
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,4-year College Grad.,Hispanic,50 to 85 percent,Landline,0.4444,0.7264,1.2126,0.613,1.1074,2018-10-23 14:08:27
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7517,0.8857,0.4094,0.9039,2018-10-23 14:08:27
Dem,35 to 49,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.4003,0.8925,1.4664,0.9452,2018-10-23 14:08:36
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Monroe,50 to 64,Postgraduate Degree,White,Less than 50 percent,Cell,1,0.4639,0.3254,0.2825,0.3377,2018-10-23 14:08:36
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Republican,Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,1,0.4281,0.4284,0.3882,0.5111,2018-10-23 14:08:36
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,65 and older,No 4-year College Degree,Hispanic,50 to 85 percent,Landline,1,0.8384,1.9302,1.1771,1.9377,2018-10-23 14:08:45
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.919,1.8814,0.9933,1.8666,2018-10-23 14:08:45
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",South Miami-Dade,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8805,1.4156,0.7836,1.4118,2018-10-23 14:08:45
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,South Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.6353,1.739,1.203,1.7401,2018-10-23 14:08:45
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.8535,1.3748,0.7691,1.3768,2018-10-23 14:08:45
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,4-year College Grad.,Other Non-White,Less than 50 percent,Cell,1,0.4607,0.6788,0.6793,0.7564,2018-10-23 14:08:45
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",South Miami-Dade,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9691,1.5529,0.7018,1.5335,2018-10-23 14:08:45
Rep,50 to 64,Bachelors' degree,Black,Female,Black,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,or as a member of another political party,Nonwhite,South Miami-Dade,50 to 64,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.8501,0.7212,0.3511,0.7059,2018-10-23 14:08:45
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.8147,0.6685,0.2974,0.6739,2018-10-23 14:08:54
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.3243,0.7648,1.0475,0.9165,2018-10-23 14:08:54
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.8743,1.3512,0.8551,1.3678,2018-10-23 14:08:54
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",Monroe,50 to 64,No 4-year College Degree,White,Less than 50 percent,Landline,0,0.1354,1.0144,3.9014,0.2104,2018-10-23 14:08:54
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Monroe,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.0442,0.5335,1.0363,2018-10-23 14:09:03
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",North Miami-Dade,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.97,2.6574,2.5227,2.6045,2018-10-23 14:09:03
