response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,Less than 50 percent,Cell,1,0.3899,1.3663,2.1859,1.5682,2018-10-23 14:06:39
Dem,18 to 34,Bachelors' degree,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,18 to 34,4-year College Grad.,Unknown,Less than 50 percent,Cell,1,0.1397,1.194,3.5797,1.7331,2018-10-23 14:06:39
Dem,50 to 64,Bachelors' degree,White,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9467,1.1126,0.6368,1.1044,2018-10-23 14:06:39
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9575,1.3559,0.7417,1.3345,2018-10-23 14:06:48
Rep,65 and older,Graduate or Professional Degree,Other,Male,White,Disapp.,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Already voted,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9474,0.6335,0.3933,0.6287,2018-10-23 14:06:48
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.97,0.6252,0.3878,0.6179,2018-10-23 14:06:48
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9499,1.0333,0.5768,1.0176,2018-10-23 14:06:57
Dem,35 to 49,Bachelors' degree,White,Male,Other,Disapp.,Don't know,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,San Diego,35 to 49,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2774,2.3831,4.6947,2.6587,2018-10-23 14:06:57
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.97,0.6597,0.4543,0.6488,2018-10-23 14:07:06
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.97,0.6252,0.3878,0.6179,2018-10-23 14:07:06
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,Unknown,50 to 85 percent,Cell,1,0.8493,1.727,0.8461,1.7515,2018-10-23 14:07:06
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,50 to 85 percent,Cell,0.8889,0.8088,1.2994,0.8623,1.2881,2018-10-23 14:07:15
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,18 to 34,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9294,0.6933,0.3212,0.6842,2018-10-23 14:07:15
Und,65 and older,High school,White,Male,White,Disapp.,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,1.0153,0.7677,0.9984,2018-10-23 14:07:24
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9445,0.995,0.8397,0.988,2018-10-23 14:07:24
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.97,1.285,0.6247,1.2636,2018-10-23 14:07:24
Und,65 and older,Graduate or Professional Degree,Unknown,Female,White,Don't know,Don't know,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9652,0.5785,0.4014,0.5691,2018-10-23 14:07:24
Dem,65 and older,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.9557,0.555,0.3307,0.5463,2018-10-23 14:07:24
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,18 to 34,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.9699,1.019,0.6753,1.0021,2018-10-23 14:07:24
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9678,0.9318,0.8213,0.9213,2018-10-23 14:07:33
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,San Diego,35 to 49,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.9613,1.0843,0.7226,1.0574,2018-10-23 14:07:33
Rep,65 and older,Graduate or Professional Degree,Asian,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.97,0.423,0.2519,0.4159,2018-10-23 14:07:33
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,50 to 85 percent,Cell,1,0.6358,1.3889,1.1666,1.3839,2018-10-23 14:07:33
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.97,0.7775,0.4287,0.7646,2018-10-23 14:07:33
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.97,0.9364,0.5335,0.9255,2018-10-23 14:07:42
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9694,0.7737,0.5926,0.7648,2018-10-23 14:07:42
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Don't know,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Orange,50 to 64,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.6746,0.638,0.7821,0.66,2018-10-23 14:07:42
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.97,0.6178,0.4553,0.6076,2018-10-23 14:07:51
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,Unknown,Less than 50 percent,Cell,1,0.1601,1.0132,3.5564,1.4229,2018-10-23 14:07:51
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,50 to 85 percent,Landline,1,0.7651,0.9591,0.6549,0.972,2018-10-23 14:07:51
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.8642,0.5413,0.4327,0.539,2018-10-23 14:07:51
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.8545,0.8336,0.8589,0.8312,2018-10-23 14:08:00
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9498,0.6252,0.396,0.6202,2018-10-23 14:08:00
Dem,35 to 49,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,San Diego,35 to 49,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9589,1.0594,0.52,1.0426,2018-10-23 14:08:09
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.085,1.0174,1.0669,2018-10-23 14:08:09
Dem,35 to 49,Grade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Orange,35 to 49,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7114,1.5059,1.5026,1.544,2018-10-23 14:08:09
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7943,1.2109,1.1278,1.2202,2018-10-23 14:08:09
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.97,1.1126,0.6216,1.0941,2018-10-23 14:08:18
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8197,1.1396,0.7127,1.143,2018-10-23 14:08:18
Und,18 to 34,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,0.7778,0.3138,1.0767,3.1883,0.8382,2018-10-23 14:08:18
Dem,65 and older,High school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Republican,Nonwhite,Orange,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.9098,0.9157,0.9258,0.9158,2018-10-23 14:08:18
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9432,0.995,0.8409,0.9691,2018-10-23 14:08:45
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9582,0.9668,0.5794,0.9514,2018-10-23 14:08:45
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.97,0.7684,0.4531,0.75,2018-10-23 14:08:54
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9687,0.9553,0.6242,0.9444,2018-10-23 14:08:54
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.721,0.5525,0.4851,0.5652,2018-10-23 14:08:54
Rep,65 and older,Graduate or Professional Degree,Asian,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,San Diego,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.97,0.5155,0.2963,0.5095,2018-10-23 14:08:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9673,0.5413,0.387,0.5324,2018-10-23 14:08:54
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,0.9622,0.6549,0.951,2018-10-23 14:09:03
Rep,18 to 34,Bachelors' degree,Unknown,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Orange,18 to 34,4-year College Grad.,Unknown,Less than 50 percent,Cell,0.7778,0.2643,0.9798,1.725,1.0974,2018-10-23 14:09:03
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9428,0.9429,0.7176,0.9366,2018-10-23 14:09:03
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,Orange,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.9666,1.067,0.4889,1.0411,2018-10-23 14:09:03
Und,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,18 to 34,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9325,0.4215,0.253,0.4158,2018-10-23 14:09:03
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.97,0.513,0.3295,0.507,2018-10-23 14:09:03
Rep,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,San Diego,65 and older,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.9651,0.641,0.3291,0.6253,2018-10-23 14:09:03
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.8487,0.9896,1.1282,0.9647,2018-10-23 14:09:12
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9477,1.1586,1.0391,1.1497,2018-10-23 14:09:12
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Cell,1,0.9581,0.8829,0.6193,0.8689,2018-10-23 14:09:21
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.2794,2.0605,5.506,2.5413,2018-10-23 14:09:21
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Orange,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.97,0.9865,0.5375,0.975,2018-10-23 14:09:21
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.1586,1.0153,1.1393,2018-10-23 14:09:30
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,Unknown,85 percent or higher,Landline,1,0.97,1.0904,0.5175,1.0777,2018-10-23 14:09:30
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9402,1.2023,0.653,1.1851,2018-10-23 14:09:39
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Unfavorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Already voted,Independent (No party),Nonwhite,Orange,18 to 34,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9127,0.5785,0.2433,0.5782,2018-10-23 14:09:39
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.738,0.8362,0.8835,0.8523,2018-10-23 14:09:48
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,Unknown,50 to 85 percent,Cell,1,0.8173,1.3005,0.7964,1.3296,2018-10-23 14:09:48
Und,65 and older,High school,White,Male,White,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,Less than 50 percent,Landline,0.5556,0.2916,1.8452,5.4265,1.0859,2018-10-23 14:09:48
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9613,0.6252,0.3913,0.6152,2018-10-23 14:09:48
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,35 to 49,Postgraduate Degree,Other Non-White,50 to 85 percent,Cell,1,0.6992,1.0033,0.7616,1.0316,2018-10-23 14:09:57
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.8688,0.8479,0.5351,0.8435,2018-10-23 14:09:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9527,1.285,0.636,1.2652,2018-10-23 14:10:06
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9375,0.9676,0.5125,0.954,2018-10-23 14:10:06
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.933,0.8479,0.4985,0.8255,2018-10-23 14:10:06
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8622,0.9054,0.6449,0.8821,2018-10-23 14:10:06
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.97,0.8204,0.5023,0.8109,2018-10-23 14:10:06
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9469,1.0333,0.5786,1.0179,2018-10-23 14:10:06
Dem,18 to 34,Bachelors' degree,Unknown,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,San Diego,18 to 34,4-year College Grad.,Unknown,Less than 50 percent,Cell,1,0.4365,0.9488,1.3095,1.0642,2018-10-23 14:10:15
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",Orange,18 to 34,No 4-year College Degree,White,50 to 85 percent,Cell,0.7778,0.7873,0.7963,0.7528,0.6866,2018-10-23 14:10:15
Dem,65 and older,[DO NOT READ] Refused,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,Democrat,Nonwhite,San Diego,65 and older,[DO NOT READ] Don't know/Refused,Hispanic,85 percent or higher,Cell,1,0.97,0.8293,0.6075,0.8196,2018-10-23 14:10:15
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9562,0.9553,0.6323,0.9403,2018-10-23 14:10:15
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Orange,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.9411,1.4002,0.6506,1.38,2018-10-23 14:10:15
Dem,65 and older,Bachelors' degree,White,Female,Black,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.97,0.9364,0.5335,0.9255,2018-10-23 14:10:15
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9612,0.7775,0.4326,0.765,2018-10-23 14:10:15
