response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,0.4444,0.634,0.7706,0.426,0.3956,2018-10-01 23:00:37
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Don't know,Disapp.,Don't know,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,Nonwhite,35 to 49,Black,Rest,50 to 85 percent,Cell,1,0.6737,0.8554,0.3794,0.6349,2018-10-01 23:00:55
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Favorable,Favorable,Do not believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.9311,0.5893,0.1726,0.5857,2018-10-01 23:00:55
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,White,Union,85 percent or higher,Landline,1,0.975,0.8253,0.2938,0.8173,2018-10-01 23:01:04
Rep,50 to 64,Bachelors' degree,Other,Male,Other,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,Rest,50 to 85 percent,Cell,1,0.6613,0.7168,0.5994,0.7494,2018-10-01 23:01:22
Und,18 to 34,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Check,support,Reps. keep House,Unfavorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Black,Rest,Less than 50 percent,Cell,0.4444,0.0461,0.9724,4.5516,0.5971,2018-10-01 23:02:16
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,Less than 50 percent,Cell,1,0.2959,0.6002,1.0911,0.6675,2018-10-01 23:02:43
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Union,50 to 85 percent,Cell,0.8889,0.8353,1.1906,0.3941,1.185,2018-10-01 23:06:37
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8463,0.4998,0.1848,0.5026,2018-10-01 23:08:43
Dem,50 to 64,Bachelors' degree,Black,Female,Hispanic,oppose,Disapp.,Support,support,Dems. take House,Don't know,Favorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,50 to 64,Black,Union,Less than 50 percent,Cell,0.4444,0.4319,0.6603,0.7114,0.4225,2018-10-01 23:09:37
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Union,50 to 85 percent,Cell,1,0.7699,0.9535,0.4951,0.9724,2018-10-01 23:09:46
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Mecklenburg,85 percent or higher,Landline,1,0.8869,1.1023,0.7302,1.1017,2018-10-01 23:10:49
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Believe,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Union,85 percent or higher,Landline,1,0.9737,2.1025,1.3326,2.0681,2018-10-01 23:11:34
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8196,0.9638,0.3723,0.9738,2018-10-01 23:12:01
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,50 to 85 percent,Landline,1,0.6192,1.5559,1.3698,1.6454,2018-10-01 23:12:37
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6886,0.6543,0.3071,0.6794,2018-10-01 23:13:13
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Cell,1,0.1982,1.0324,3.6604,1.229,2018-10-01 23:18:59
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.955,0.8848,0.3478,0.8773,2018-10-01 23:23:38
Und,65 and older,Bachelors' degree,Black,Female,Black,oppose,Approve,Support,oppose,Don't know,Don't know,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,Black,Union,85 percent or higher,Landline,1,0.9225,0.7325,0.2645,0.7287,2018-10-01 23:25:08
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9291,0.4808,0.1858,0.478,2018-10-01 23:31:26
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7766,1.083,0.4956,1.0686,2018-10-01 23:31:53
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Landline,1,0.9554,0.9172,0.4352,0.9094,2018-10-01 23:33:14
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Union,85 percent or higher,Landline,1,0.9777,0.8253,0.293,0.8172,2018-10-01 23:33:14
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Check,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8627,0.493,0.2097,0.4945,2018-10-01 23:38:38
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Mecklenburg,85 percent or higher,Cell,1,0.9819,1.004,0.4314,0.9941,2018-10-01 23:41:38
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Black,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,Believe,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,Black,Rest,Less than 50 percent,Cell,1,0.3904,0.665,0.6602,0.7687,2018-10-01 23:42:41
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Mecklenburg,50 to 85 percent,Landline,1,0.8164,0.8107,0.3819,0.8196,2018-10-01 23:43:35
Dem,65 and older,Some college or trade school,Black,Female,Black,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,50 to 85 percent,Landline,1,0.8195,0.6863,0.2955,0.6934,2018-10-01 23:45:32
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9128,0.713,0.3008,0.6991,2018-10-01 23:46:53
Und,50 to 64,High school,White,Female,White,Don't know,Approve,Support,support,Reps. keep House,Favorable,Don't know,Do not believe,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.951,1.6166,1.0224,1.6035,2018-10-01 23:48:22
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Union,85 percent or higher,Landline,1,0.8573,0.8878,0.4174,0.8913,2018-10-01 23:48:58
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,0.8889,0.7102,1.5941,1.1581,1.5462,2018-10-01 23:49:25
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9584,0.4193,0.1276,0.4156,2018-10-01 23:49:43
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Mecklenburg,85 percent or higher,Landline,1,0.9853,1.289,0.5951,1.2764,2018-10-01 23:50:01
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest,Less than 50 percent,Cell,0.6667,0.2526,1.0359,2.9561,0.7435,2018-10-01 23:52:25
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Mecklenburg,85 percent or higher,Landline,1,0.9891,1.0023,0.5398,0.989,2018-10-01 23:52:43
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.8854,0.3751,0.1111,0.3679,2018-10-01 23:53:01
Dem,50 to 64,High school,Black,Female,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Landline,1,0.964,1.4397,0.8743,1.4266,2018-10-01 23:53:19
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Union,85 percent or higher,Landline,1,0.9536,0.8606,0.373,0.8534,2018-10-01 23:54:13
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8252,0.7563,0.3594,0.7634,2018-10-01 23:54:31
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9496,0.5852,0.2027,0.5805,2018-10-01 23:56:28
Rep,65 and older,High school,White,Female,White,oppose,Disapp.,Don't know,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Union,50 to 85 percent,Landline,0.4444,0.6442,2.3296,2.1897,1.4208,2018-10-01 23:56:28
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Union,85 percent or higher,Landline,1,0.9788,0.9507,0.3938,0.9414,2018-10-01 23:56:55
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Cell,1,0.8357,0.4853,0.1512,0.4889,2018-10-01 23:58:52
Und,50 to 64,Bachelors' degree,Black,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Landline,1,0.9817,0.5632,0.1952,0.5577,2018-10-01 23:59:28
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.871,0.6189,0.2351,0.6201,2018-10-02 00:05:51
Dem,18 to 34,Some college or trade school,Black,Male,Black,Don't know,Don't know,Don't know,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,18 to 34,Black,Rest,Less than 50 percent,Cell,0.4444,0.0382,0.9039,3.5119,0.5646,2018-10-02 00:07:12
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Mecklenburg,85 percent or higher,Cell,1,0.8863,0.8741,0.3922,0.8737,2018-10-02 00:08:42
Rep,18 to 34,Some college or trade school,Other,Male,Other,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Other Non-White,Rest,50 to 85 percent,Cell,1,0.8334,1.3947,1.4392,1.4057,2018-10-02 00:09:18
Rep,65 and older,Bachelors' degree,Black,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Black,Mecklenburg,85 percent or higher,Landline,1,0.9686,0.744,0.2496,0.737,2018-10-02 00:10:57
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Cell,0.8889,0.992,0.6942,0.2788,0.6866,2018-10-02 00:10:57
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Union,85 percent or higher,Landline,1,0.8959,0.862,0.3155,0.8605,2018-10-02 00:14:15
Und,65 and older,High school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9673,1.4658,0.7297,1.4521,2018-10-02 00:14:33
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9746,0.449,0.1325,0.4447,2018-10-02 00:14:33
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.9408,1.4043,0.8345,1.3942,2018-10-02 00:16:39
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9656,0.6598,0.2541,0.6537,2018-10-02 00:17:06
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Union,85 percent or higher,Cell,1,0.8913,0.611,0.2234,0.6103,2018-10-02 00:18:00
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,18 to 29,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Rest,50 to 85 percent,Cell,1,0.6023,1.3634,1.0804,1.3761,2018-10-02 00:19:42
Rep,50 to 64,High school,White,Male,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9542,1.5336,0.9585,1.5208,2018-10-02 00:20:09
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9789,0.6168,0.2084,0.6108,2018-10-02 00:20:54
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.9656,1.4043,0.814,1.3913,2018-10-02 00:23:36
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9576,0.6955,0.2705,0.6894,2018-10-02 00:25:42
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Landline,1,0.9801,0.8526,0.3352,0.8442,2018-10-02 00:27:03
Rep,18 to 34,Graduate or Professional Degree,Other,Female,Other,Don't know,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Other Non-White,Rest,50 to 85 percent,Cell,0.7778,0.7858,0.9535,0.8476,0.9031,2018-10-02 00:28:02
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Don't know,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,35 to 49,Other Non-White,Mecklenburg,Less than 50 percent,Cell,1,0.3345,0.9335,2.8721,1.0184,2018-10-02 00:28:38
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Union,50 to 85 percent,Landline,1,0.6604,0.9792,0.4848,1.024,2018-10-02 00:31:28
Dem,65 and older,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,Union,50 to 85 percent,Cell,1,0.6539,0.8506,0.3988,0.891,2018-10-02 00:33:07
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Don't know,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Black,Rest,50 to 85 percent,Landline,1,0.6543,1.5559,1.2981,1.5573,2018-10-02 00:33:52
Und,50 to 64,Graduate or Professional Degree,Other,Female,Other,oppose,Approve,Check,support,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),Nonwhite,50 to 64,Other Non-White,Rest,50 to 85 percent,Landline,1,0.6649,0.5525,0.4417,0.5006,2018-10-02 00:36:16
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.9463,0.635,0.2558,0.6301,2018-10-02 00:39:50
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Approve,Support,oppose,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.1878,0.8852,2.9352,1.2053,2018-10-02 00:41:40
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Landline,1,0.9883,0.9777,0.5047,0.9682,2018-10-02 00:44:58
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,0.7778,0.9495,0.493,0.1937,0.4769,2018-10-02 00:48:15
Dem,65 and older,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.9813,0.5107,0.1496,0.5056,2018-10-02 00:49:36
Dem,65 and older,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Union,85 percent or higher,Landline,1,0.9788,0.9099,0.6051,0.9009,2018-10-02 00:54:33
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,Union,Less than 50 percent,Cell,1,0.4618,1.2034,3.125,1.3444,2018-10-02 00:54:42
Und,35 to 49,High school,Black,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,Black,Union,Less than 50 percent,Cell,1,0.48,2.1708,3.4907,2.4069,2018-10-02 00:55:27
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Mecklenburg,85 percent or higher,Cell,1,0.9858,0.9152,0.3267,0.9062,2018-10-02 00:58:36
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.2605,0.5574,0.8555,0.7035,2018-10-02 01:06:34
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,Less than 50 percent,Cell,1,0.3999,1.3284,3.1678,1.5278,2018-10-02 01:10:10
