response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,West,50 to 85 percent,Landline,1,0.8252,1.3822,0.9263,1.4291,2018-10-23 14:05:27
Rep,18 to 34,High school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,White,East,50 to 85 percent,Cell,0.6667,0.5418,1.1546,1.5783,1.054,2018-10-23 14:05:27
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Dona Ana,85 percent or higher,Cell,1,0.9338,1.6162,0.6472,1.6155,2018-10-23 14:05:36
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Cell,1,0.9588,1.0086,0.5176,0.9965,2018-10-23 14:05:36
Und,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.6805,0.855,0.6132,0.8949,2018-10-23 14:05:36
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Cell,1,0.9322,0.6479,0.2804,0.6536,2018-10-23 14:05:36
Dem,18 to 34,Some college or trade school,White,Male,Black,Approve,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,White,East,50 to 85 percent,Cell,1,0.6941,0.6813,0.607,0.7314,2018-10-23 14:05:36
Und,65 and older,High school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,West,85 percent or higher,Landline,1,0.9569,1.6739,0.8615,1.6696,2018-10-23 14:05:36
Und,18 to 34,High school,White,Female,Hispanic,Don't know,Reps. keep House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,18 to 34,White,East,Less than 50 percent,Cell,0.4444,0.2889,1.0711,3.477,0.5796,2018-10-23 14:05:36
Dem,35 to 49,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,West,50 to 85 percent,Cell,1,0.8391,0.753,0.4926,0.7628,2018-10-23 14:05:45
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,Don't know,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Female,Not at all likely,Republican,Nonwhite,18 to 34,White,West,Less than 50 percent,Cell,0,0.4225,0.6376,1.2368,0.1771,2018-10-23 14:05:45
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,East,Less than 50 percent,Cell,1,0.406,1.2321,2.1419,1.4212,2018-10-23 14:05:45
Dem,65 and older,Bachelors' degree,Hispanic,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,West,85 percent or higher,Cell,1,0.9379,0.9808,0.4149,0.9799,2018-10-23 14:05:45
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.97,1.7092,1.0384,1.7033,2018-10-23 14:05:54
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,Non-White,East,Less than 50 percent,Cell,1,0.3227,0.7466,1.6412,0.8239,2018-10-23 14:05:54
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Non-White,Dona Ana,Less than 50 percent,Cell,1,0.3218,0.7875,1.5847,0.8695,2018-10-23 14:05:54
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Non-White,West,85 percent or higher,Cell,1,0.97,0.9259,0.3837,0.9226,2018-10-23 14:05:54
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,East,50 to 85 percent,Landline,1,0.8105,0.813,0.568,0.805,2018-10-23 14:06:03
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,West,Less than 50 percent,Cell,0.8889,0.4236,1.2035,1.8776,1.2201,2018-10-23 14:06:03
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,West,50 to 85 percent,Landline,1,0.5738,0.5964,0.4117,0.6432,2018-10-23 14:06:03
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,West,50 to 85 percent,Cell,1,0.7876,1.3194,0.8375,1.3086,2018-10-23 14:06:03
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 34,White,Dona Ana,50 to 85 percent,Cell,1,0.5858,0.6309,0.5532,0.704,2018-10-23 14:06:12
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,East,85 percent or higher,Landline,1,0.97,0.9678,0.5126,0.9645,2018-10-23 14:06:12
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9543,1.6849,1.0517,1.6808,2018-10-23 14:06:12
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.6226,1.6837,1.3058,1.4545,2018-10-23 14:06:12
Rep,35 to 49,Bachelors' degree,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Non-White,West,Less than 50 percent,Cell,1,0.4766,0.7345,0.977,0.8204,2018-10-23 14:06:21
Und,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,50 to 64,Non-White,West,Less than 50 percent,Cell,0.5556,0.2799,0.7205,1.4048,0.7159,2018-10-23 14:06:21
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,White,East,85 percent or higher,Cell,1,0.97,0.9678,0.5126,0.9645,2018-10-23 14:06:21
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9472,1.0326,0.573,1.0308,2018-10-23 14:06:21
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Dona Ana,50 to 85 percent,Cell,1,0.7382,0.6916,0.4462,0.7324,2018-10-23 14:06:21
Rep,18 to 34,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,Non-White,East,Less than 50 percent,Cell,0.7778,0.1921,0.6693,2.5796,0.5298,2018-10-23 14:06:30
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,East,50 to 85 percent,Landline,1,0.6591,0.8448,0.6166,0.9174,2018-10-23 14:06:30
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Cell,1,0.97,0.6784,0.2855,0.676,2018-10-23 14:06:30
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,East,85 percent or higher,Landline,1,0.97,0.9178,0.4636,0.9146,2018-10-23 14:06:30
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Non-White,East,Less than 50 percent,Cell,1,0.293,0.7723,1.5545,0.9551,2018-10-23 14:06:30
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Unknown,West,85 percent or higher,Cell,1,0.97,1.7596,0.7817,1.7624,2018-10-23 14:06:39
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,West,85 percent or higher,Cell,1,0.9524,0.9319,0.4757,0.9363,2018-10-23 14:06:39
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,East,Less than 50 percent,Cell,1,0.3927,0.7293,1.1587,0.847,2018-10-23 14:06:39
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,West,85 percent or higher,Cell,1,0.97,0.6515,0.2726,0.6492,2018-10-23 14:06:39
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,White,West,85 percent or higher,Landline,1,0.97,0.9271,0.547,0.9239,2018-10-23 14:06:39
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,65 and older,Non-White,West,85 percent or higher,Landline,1,0.9656,0.9737,0.4191,0.976,2018-10-23 14:06:48
Rep,50 to 64,Bachelors' degree,White,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,White,East,85 percent or higher,Cell,1,0.9114,0.9609,0.5227,0.9478,2018-10-23 14:06:48
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Landline,1,0.97,0.7304,0.3394,0.7279,2018-10-23 14:06:48
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,East,Less than 50 percent,Cell,1,0.2333,0.7424,2.2441,0.9667,2018-10-23 14:06:57
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,Non-White,East,50 to 85 percent,Landline,1,0.8297,0.6025,0.3057,0.5958,2018-10-23 14:06:57
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,West,85 percent or higher,Cell,1,0.9018,0.9029,0.476,0.906,2018-10-23 14:06:57
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,West,85 percent or higher,Cell,1,0.8523,0.8854,0.5876,0.895,2018-10-23 14:07:06
Dem,65 and older,Grade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Non-White,West,50 to 85 percent,Landline,1,0.593,1.4442,1.1513,1.469,2018-10-23 14:07:06
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,Non-White,Dona Ana,Less than 50 percent,Cell,1,0.2946,0.7879,1.8934,1.046,2018-10-23 14:07:06
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,West,85 percent or higher,Cell,1,0.9341,0.9454,0.4868,0.9449,2018-10-23 14:07:06
Und,50 to 64,High school,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,50 to 64,White,West,50 to 85 percent,Cell,0,0.537,1.3194,1.2284,0.4189,2018-10-23 14:07:06
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9677,0.6912,0.2948,0.6926,2018-10-23 14:07:06
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.6932,0.8673,0.6042,0.8687,2018-10-23 14:07:06
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,West,85 percent or higher,Landline,1,0.9654,1.6501,0.8508,1.6448,2018-10-23 14:07:15
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9497,1.0086,0.5226,1.0066,2018-10-23 14:07:15
Und,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,West,85 percent or higher,Landline,1,0.9307,1.6739,0.8858,1.6738,2018-10-23 14:07:15
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,West,Less than 50 percent,Cell,1,0.4602,0.7356,1.0442,0.8274,2018-10-23 14:07:15
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Cell,1,0.9652,1.569,0.7826,1.5727,2018-10-23 14:07:15
Dem,65 and older,Bachelors' degree,Unknown,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Unknown,Dona Ana,85 percent or higher,Cell,1,0.8775,2.1357,1.0228,2.1505,2018-10-23 14:07:15
Dem,50 to 64,High school,Hispanic,Male,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",50 to 64,Non-White,West,50 to 85 percent,Landline,1,0.6237,1.3344,0.9995,1.2121,2018-10-23 14:07:15
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,50 to 85 percent,Landline,1,0.6799,1.0079,0.5912,1.0551,2018-10-23 14:07:15
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,West,85 percent or higher,Cell,1,0.9041,0.9029,0.4748,0.8906,2018-10-23 14:07:24
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Landline,1,0.97,0.9386,0.4491,0.9354,2018-10-23 14:07:24
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,85 percent or higher,Cell,1,0.8893,1.1516,0.5438,1.1361,2018-10-23 14:07:24
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9676,1.6474,1.0707,1.6419,2018-10-23 14:07:24
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,West,Less than 50 percent,Cell,0.8889,0.3738,0.72,1.227,0.8106,2018-10-23 14:07:24
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 34,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.5743,0.9146,0.8064,0.9863,2018-10-23 14:07:24
Dem,65 and older,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Non-White,West,50 to 85 percent,Landline,1,0.63,0.9793,0.5668,0.9898,2018-10-23 14:07:33
Dem,50 to 64,Some college or trade school,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Non-White,West,85 percent or higher,Cell,1,0.97,0.9259,0.3837,0.9158,2018-10-23 14:07:42
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,East,85 percent or higher,Cell,1,0.9686,0.6538,0.294,0.6516,2018-10-23 14:07:42
Dem,65 and older,Grade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,65 and older,Non-White,West,50 to 85 percent,Landline,0.8889,0.6548,1.4442,1.0427,1.2653,2018-10-23 14:07:42
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,Less than 50 percent,Cell,1,0.4507,0.8897,1.0861,1.0576,2018-10-23 14:07:42
Und,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Don't know,Favorable,Don't know,45 to 64,Some College Educ.,Other,Male,Somewhat likely,[DO NOT READ] Refused,Nonwhite,50 to 64,Non-White,West,50 to 85 percent,Cell,1,0.5746,0.7984,0.4904,0.7229,2018-10-23 14:07:42
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,Dona Ana,85 percent or higher,Landline,1,0.97,0.8017,0.41,0.8029,2018-10-23 14:07:42
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,East,50 to 85 percent,Cell,1,0.7896,0.6103,0.2991,0.6051,2018-10-23 14:07:42
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Cell,1,0.966,0.9943,0.5119,0.9965,2018-10-23 14:07:51
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,White,West,85 percent or higher,Landline,1,0.97,0.89,0.441,0.8803,2018-10-23 14:07:51
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,East,Less than 50 percent,Cell,1,0.4388,0.7193,1.1303,0.8167,2018-10-23 14:08:00
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",35 to 49,White,East,Less than 50 percent,Cell,1,0.0942,0.7,3.3788,1.1336,2018-10-23 14:08:00
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Unknown,West,Less than 50 percent,Cell,1,0.1952,0.7623,2.3519,0.9156,2018-10-23 14:08:00
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dona Ana,50 to 85 percent,Landline,1,0.6068,1.0746,0.8432,1.1474,2018-10-23 14:08:00
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Dona Ana,50 to 85 percent,Cell,1,0.782,0.7139,0.4446,0.7307,2018-10-23 14:08:00
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,East,85 percent or higher,Cell,1,0.97,0.9178,0.4636,0.9192,2018-10-23 14:08:00
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Non-White,East,85 percent or higher,Cell,1,0.9421,1.3723,0.9502,1.3705,2018-10-23 14:08:09
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,85 percent or higher,Cell,1,0.9609,1.9515,1.0216,1.9458,2018-10-23 14:08:09
Und,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Don't know,Reps. keep House,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Male,Already voted,or as a member of another political party,Nonwhite,18 to 34,Non-White,East,Less than 50 percent,Cell,1,0.4284,0.4522,0.6624,0.5444,2018-10-23 14:08:09
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.9681,0.7135,0.311,0.711,2018-10-23 14:08:09
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,West,Less than 50 percent,Cell,0,0.4279,0.7252,1.1189,0.2026,2018-10-23 14:08:09
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.8909,0.6814,0.3191,0.6848,2018-10-23 14:08:09
