response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.8862,0.7457,0.2792,0.7593,2018-10-27 19:49:44
3,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Shawnee,Less than 50 percent,Landline,0.6667,0.095,0.8779,4.6211,0.383,2018-10-27 19:57:14
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.97,0.6389,0.4521,0.6364,2018-10-27 20:00:05
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.2776,1.0947,3.0925,1.3694,2018-10-27 20:05:57
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.9032,1.2116,0.8426,1.2148,2018-10-27 20:10:00
Dem,35 to 49,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.97,1.8423,1.7103,1.8348,2018-10-27 20:10:27
3,18 to 34,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Rest,50 to 85 percent,Cell,1,0.7137,1.3271,1.4078,1.3774,2018-10-27 20:14:12
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Central,50 to 85 percent,Cell,1,0.8086,2.0684,1.6621,2.1053,2018-10-27 20:15:15
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.8704,0.7087,0.3823,0.7139,2018-10-27 20:16:36
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.5236,0.899,0.7098,0.9857,2018-10-27 20:17:30
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7529,1.1664,0.8982,1.2003,2018-10-27 20:18:52
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Central,50 to 85 percent,Cell,0,0.8102,1.457,0.691,0.8181,2018-10-27 20:20:58
Und,65 and older,High school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Central,50 to 85 percent,Cell,0.6667,0.6045,1.8864,1.9968,1.7248000000000001,2018-10-27 20:22:10
3,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.97,0.6809,0.3386,0.6781,2018-10-27 20:26:22
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.97,0.6274,0.5961,0.6248,2018-10-27 20:29:22
3,65 and older,Some college or trade school,White,Female,White,Approve,Dems. take House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9231,0.5236,0.3029,0.5289,2018-10-27 20:31:46
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.97,0.6063,0.3854,0.5994,2018-10-27 20:32:31
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Rest,Less than 50 percent,Cell,1,0.3085,1.0872,3.3088,1.3286,2018-10-27 20:32:49
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Shawnee,50 to 85 percent,Cell,1,0.8325,1.3984,0.8307,1.3818,2018-10-27 20:33:52
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.97,0.7466,0.3766,0.7436,2018-10-27 20:35:13
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Landline,1,0.8911,0.8604,0.4832,0.8751,2018-10-27 20:37:19
Und,65 and older,Some college or trade school,White,Female,Black,Approve,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9493,0.7138,0.3652,0.7044,2018-10-27 20:38:13
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.97,1.075,0.6504,1.0706,2018-10-27 20:39:52
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Central,85 percent or higher,Cell,1,0.8782,0.8324,0.3349,0.8375,2018-10-27 20:40:19
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Non-White,Shawnee,85 percent or higher,Cell,1,0.9438,1.1222,0.5463,1.1199,2018-10-27 20:40:55
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.97,0.5866,0.2634,0.5842,2018-10-27 20:41:49
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,0.6667,0.6545,1.4606,0.9954,1.0274,2018-10-27 20:47:28
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.97,1.095,0.6182,1.0906,2018-10-27 20:48:13
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9665,0.6765,0.2074,0.6739,2018-10-27 20:48:40
Und,65 and older,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Cell,0,0.9626,0.6486,0.5545,0.5167,2018-10-27 20:49:16
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.97,0.9717,0.9017,0.9605,2018-10-27 20:54:31
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.97,0.9079,0.3038,0.9043,2018-10-27 20:56:37
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.97,1.2588,0.6655,1.2601,2018-10-27 20:58:16
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Landline,1,0.97,0.8404,0.3625,0.8308,2018-10-27 20:58:34
Und,65 and older,Graduate or Professional Degree,White,Male,Black,Don't know,Don't know,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9288,0.4729,0.2473,0.4727,2018-10-27 20:59:37
3,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.7287,1.6394,0.9801,1.74,2018-10-27 20:59:55
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.97,0.7466,0.3766,0.7436,2018-10-27 21:00:40
Dem,18 to 34,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,Douglas,Less than 50 percent,Landline,1,0.4398,1.8636,4.1358,2.2276,2018-10-27 21:02:55
Und,50 to 64,Some college or trade school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown,Rest,85 percent or higher,Cell,1,0.9298,0.6843,0.6224,0.6839,2018-10-27 21:08:28
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9608,0.6708,0.281,0.6684,2018-10-27 21:10:34
Rep,[DO NOT READ] Refused,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Central,85 percent or higher,Landline,1,0.97,1.3878,0.734,1.3822,2018-10-27 21:11:37
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7072,1.0116,0.5167,1.0515,2018-10-27 21:13:34
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.97,0.5797,0.3657,0.5773,2018-10-27 21:16:08
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Landline,1,0.9687,1.1064,0.4488,1.102,2018-10-27 21:16:26
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Central,85 percent or higher,Cell,1,0.97,0.8324,0.3035,0.829,2018-10-27 21:17:02
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.97,0.8336,0.3544,0.8302,2018-10-27 21:17:38
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Landline,1,0.97,1.1169,1.0595,1.1124,2018-10-27 21:18:41
Rep,65 and older,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.97,0.7138,0.3574,0.7145,2018-10-27 21:18:59
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Landline,1,0.97,0.8604,0.4441,0.8505,2018-10-27 21:21:14
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.97,1.0721,0.6264,1.0598,2018-10-27 21:22:44
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.97,1.1111,0.953,1.1066,2018-10-27 21:22:44
Dem,65 and older,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,White,Douglas,85 percent or higher,Cell,1,0.97,0.9633,0.4239,0.9643,2018-10-27 21:26:47
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.97,0.5835,0.2371,0.5812,2018-10-27 21:27:41
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.4379,1.64,3.2172,1.8617,2018-10-27 21:28:17
3,65 and older,High school,Hispanic,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Non-White,Shawnee,85 percent or higher,Cell,1,0.97,1.7891,1.12,1.7686,2018-10-27 21:28:53
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Don't know,Don't know,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,Central,Less than 50 percent,Cell,0.8889,0.2908,1.5658,5.3817,1.8454,2018-10-27 21:32:14
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9175,0.7394,0.3332,0.7401,2018-10-27 21:33:35
Und,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.97,0.6845,0.3762,0.6817,2018-10-27 21:38:23
Dem,50 to 64,High school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8035,1.6845,1.7365,1.6677,2018-10-27 21:41:50
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.97,0.7307,0.4378,0.7314,2018-10-27 21:41:59
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.97,0.7069,0.2992,0.7077,2018-10-27 21:44:23
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Shawnee,85 percent or higher,Cell,1,0.8538,1.1317,1.1361,1.143,2018-10-27 21:46:13
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Cell,1,0.9123,0.8404,0.3853,0.8417,2018-10-27 21:51:28
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.97,0.605,0.3762,0.6026,2018-10-27 21:54:28
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Douglas,85 percent or higher,Cell,1,0.97,0.8554,0.2918,0.8519,2018-10-27 21:56:16
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Favorable,Favorable,18 to 29,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.8889,0.3467,1.1239,2.7177,1.164,2018-10-27 22:00:37
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.97,0.4729,0.2369,0.4734,2018-10-27 22:00:46
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,18 to 34,White,Douglas,Less than 50 percent,Cell,1,0.2321,1.9377,4.0197,2.5245,2018-10-27 22:01:49
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.97,0.7868,0.4418,0.7836,2018-10-27 22:05:34
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Don't know,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.3952,1.2371,2.7235,1.434,2018-10-27 22:09:01
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Rest,85 percent or higher,Cell,1,0.9698,0.7099,0.4746,0.707,2018-10-27 22:09:28
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Douglas,50 to 85 percent,Cell,1,0.7174,1.0696,0.3987,1.1092,2018-10-27 22:17:00
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,[DO NOT READ] Refused,Nonwhite,Nonwhite,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.97,1.0665,0.5636,1.0676,2018-10-27 22:18:03
3,65 and older,High school,White,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,Douglas,85 percent or higher,Cell,1,0.97,1.4572,0.8299,1.4513,2018-10-27 22:24:03
3,18 to 34,High school,Asian,Male,Asian,Don't know,Don't know,Unfavorable,Don't know,18 to 29,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,Non-White,Douglas,Less than 50 percent,Cell,1,0.3292,3.8108,10.02,4.5913,2018-10-27 22:24:30
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.97,0.6149,0.278,0.6125,2018-10-27 22:25:24
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Central,Less than 50 percent,Cell,1,0.2934,1.5949,3.7026,1.9706,2018-10-27 22:26:00
Rep,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Rest,50 to 85 percent,Cell,1,0.8067,1.7195,1.2793,1.702,2018-10-27 22:27:39
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9691,1.1725,0.6516,1.1679,2018-10-27 22:28:42
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.97,0.6708,0.2783,0.668,2018-10-27 22:30:30
Und,35 to 49,High school,Unknown,Female,White,Don't know,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown,Shawnee,50 to 85 percent,Cell,1,0.5129,1.5818,2.7074,1.7411,2018-10-27 22:31:34
Und,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9505,0.6398,0.2691,0.6427,2018-10-27 22:33:04
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.97,1.0254,0.616,1.0213,2018-10-27 22:39:22
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.558,1.0116,0.6541,1.096,2018-10-27 22:40:07
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Shawnee,50 to 85 percent,Cell,1,0.8279,1.0811,0.7902,1.0685,2018-10-27 22:41:28
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Shawnee,85 percent or higher,Landline,1,0.9581,0.6708,0.2818,0.6729,2018-10-27 22:47:31
