response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9272,1.1673,0.6888,1.1941,2018-10-23 14:08:00
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Unknown,Less educ. Trump,50 to 85 percent,Cell,1,0.5561,1.1554,1.2606,1.2816,2018-10-23 14:08:00
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9697,0.7912,0.5839,0.8104,2018-10-23 14:08:09
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9321,1.1012,0.6753,1.1258,2018-10-23 14:08:09
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less educ. Trump,85 percent or higher,Cell,1,0.97,0.9167,0.5682,0.9341,2018-10-23 14:08:09
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less educ. Trump,Less than 50 percent,Cell,1,0.1422,0.9771,4.4863,1.4635,2018-10-23 14:08:18
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.97,0.7899,0.4081,0.805,2018-10-23 14:08:18
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Unknown,Well-educ. Trump,85 percent or higher,Landline,1,0.97,0.9086,0.6582,0.9259,2018-10-23 14:08:18
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9116,0.9758,0.8083,1.0001,2018-10-23 14:08:18
Dem,35 to 49,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Non-White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,1.006,0.7483,1.0304,2018-10-23 14:08:18
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,Postgraduate Degree,White,Less educ. Trump,Less than 50 percent,Cell,1,0.4651,0.7383,0.948,0.8906,2018-10-23 14:08:27
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7962,0.5553,0.4179,0.5797,2018-10-23 14:08:27
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,1.1012,0.6489,1.1222,2018-10-23 14:08:36
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.9203,0.5388,0.9427,2018-10-23 14:08:36
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Well-educ. Trump,85 percent or higher,Landline,1,0.9064,0.5813,0.4285,0.5961,2018-10-23 14:08:36
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.936,1.0816,0.9935,1.1054,2018-10-23 14:08:54
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8641,0.5696,0.4096,0.5877,2018-10-23 14:08:54
Und,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,Unknown,Less educ. Trump,Less than 50 percent,Cell,0.8889,0.2548,0.5996,1.9362,0.5241,2018-10-23 14:08:54
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,4-year College Grad.,Non-White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.5803,1.2655,1.3647,1.3194,2018-10-23 14:09:03
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,0.7778,0.8203,1.1217,0.9545,1.0957,2018-10-23 14:09:12
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9265,0.8192,0.4157,0.838,2018-10-23 14:09:12
Rep,50 to 64,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Non-White,Less-educ. Clinton,85 percent or higher,Landline,1,0.97,1.2034,0.6485,1.2172,2018-10-23 14:09:12
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Less educ. Trump,85 percent or higher,Cell,0.8889,0.9481,0.7679,0.6679,0.7797,2018-10-23 14:09:21
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.908,1.1012,0.6932,1.1291,2018-10-23 14:09:21
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9572,1.1259,0.6718,1.1483,2018-10-23 14:09:30
Rep,65 and older,Some college or trade school,White,Male,Black,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,or as a member of another political party,Nonwhite,Nonwhite,65 and older,No 4-year College Degree,White,Less educ. Trump,85 percent or higher,Cell,1,0.9027,1.1073,0.8003,1.1495,2018-10-23 14:09:30
Rep,35 to 49,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Non-White,Well-educ. Trump,50 to 85 percent,Cell,1,0.584,1.4447,1.5477,1.5883,2018-10-23 14:09:30
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.6065,1.7124,1.6935,1.9383,2018-10-23 14:09:30
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,0.8889,0.97,0.9203,0.5388,0.9266,2018-10-23 14:09:39
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.6926,0.3945,0.7058,2018-10-23 14:09:39
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.8473,0.4855,0.8634,2018-10-23 14:09:48
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,4-year College Grad.,Non-White,Less educ. Trump,50 to 85 percent,Cell,1,0.8317,1.0428,0.5591,1.0816,2018-10-23 14:09:48
Und,[DO NOT READ] Refused,High school,Unknown,Female,White,Approve,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Unknown,Less-educ. Clinton,50 to 85 percent,Landline,0.6667,0.7635,1.6177,1.3647,1.6086,2018-10-23 14:09:48
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,1.218,0.8223,1.2412,2018-10-23 14:09:48
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.9758,0.7597,0.9944,2018-10-23 14:09:48
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.97,1.474,0.9011,1.5021,2018-10-23 14:10:06
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Well-educ. Trump,85 percent or higher,Cell,1,0.97,1.4416,0.932,1.4691,2018-10-23 14:10:15
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9196,1.0283,0.8229,1.0528,2018-10-23 14:10:15
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Less educ. Trump,85 percent or higher,Landline,1,0.9557,0.5642,0.2786,0.5755,2018-10-23 14:10:15
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9099,1.1673,0.7019,1.1966,2018-10-23 14:10:24
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7148,0.7658,0.7204,0.8131,2018-10-23 14:10:24
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.9701,0.769,0.9886,2018-10-23 14:10:24
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Postgraduate Degree,Non-White,Well-educ. Clinton,85 percent or higher,Cell,0.7778,0.9157,0.6658,0.4808,0.6712,2018-10-23 14:10:24
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.8437,1.5321,1.0315,1.586,2018-10-23 14:10:33
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,[DO NOT READ] Don't know/Refused,White,Well-educ. Clinton,50 to 85 percent,Cell,0,0.5164,1.0499,1.472,0.3325,2018-10-23 14:10:33
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9423,1.1605,0.9575,1.1713,2018-10-23 14:10:42
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,Non-White,Less educ. Trump,85 percent or higher,Cell,1,0.97,0.5041,0.3098,0.5137,2018-10-23 14:10:42
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8581,0.7583,0.5886,0.7831,2018-10-23 14:10:42
Dem,50 to 64,[DO NOT READ] Refused,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,[DO NOT READ] Don't know/Refused,White,Less educ. Trump,50 to 85 percent,Cell,1,0.7042,0.9117,0.651,0.9704,2018-10-23 14:10:42
Rep,35 to 49,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.6512,0.4443,0.6637,2018-10-23 14:10:51
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Unknown,Less educ. Trump,Less than 50 percent,Cell,0.8889,0.4022,0.6023,1.1565,0.6278,2018-10-23 14:10:51
Dem,65 and older,Graduate or Professional Degree,White,Female,Asian,Approve,Dems. take House,Don't know,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Postgraduate Degree,White,Less educ. Trump,85 percent or higher,Landline,1,0.9433,0.6968,0.3781,0.7115,2018-10-23 14:11:00
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.9203,0.5388,0.9379,2018-10-23 14:11:00
Dem,65 and older,High school,Unknown,Female,Asian,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,65 and older,No 4-year College Degree,Unknown,Well-educ. Trump,50 to 85 percent,Cell,1,0.6675,1.8468,1.7817,1.4057,2018-10-23 14:11:00
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.9293,0.8473,0.5068,0.8665,2018-10-23 14:11:00
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9441,1.2911,0.8572,1.3183,2018-10-23 14:11:09
Dem,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.5468,1.3837,2.1735,1.5397,2018-10-23 14:11:09
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.9258,0.5322,0.9435,2018-10-23 14:11:09
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Less-educ. Clinton,50 to 85 percent,Cell,0.8889,0.7292,1.4755,1.6335,1.4711,2018-10-23 14:11:18
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9631,1.2911,0.8403,1.3163,2018-10-23 14:11:18
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Less educ. Trump,Less than 50 percent,Cell,1,0.3255,0.6208,1.6,0.7672,2018-10-23 14:11:18
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Don't know,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,0.7778,0.97,1.2987,0.8242,1.3005,2018-10-23 14:11:18
Und,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9036,0.9701,0.8255,1.0068,2018-10-23 14:11:27
Dem,18 to 34,Some college or trade school,White,Male,Other,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,White,Well-educ. Clinton,Less than 50 percent,Cell,1,0.3591,0.8249,2.099,0.9982,2018-10-23 14:11:36
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Trump,85 percent or higher,Landline,0.8889,0.9147,1.1414,0.9355,1.1402,2018-10-23 14:11:36
Und,18 to 34,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Favorable,Don't know,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Landline,0.8889,0.8508,0.7976,0.7294,0.7941,2018-10-23 14:11:36
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9639,1.3248,0.7655,1.3505,2018-10-23 14:11:36
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.97,1.5946,1.1175,1.6129,2018-10-23 14:11:45
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.97,0.9716,0.611,0.9901,2018-10-23 14:11:45
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Well-educ. Trump,85 percent or higher,Landline,1,0.97,1.1408,0.7039,1.1626,2018-10-23 14:11:45
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Not at all likely,Republican,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Less educ. Trump,Less than 50 percent,Cell,0,0.3372,0.5739,1.2453,0.1486,2018-10-23 14:11:45
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.7753,2.2188,1.653,2.3255,2018-10-23 14:11:54
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.7452,0.4022,0.7538,2018-10-23 14:11:54
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Clinton,Less than 50 percent,Cell,1,0.4397,1.0402,2.0465,1.2073,2018-10-23 14:11:54
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9391,0.7912,0.603,0.7985,2018-10-23 14:11:54
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9291,1.1012,0.6775,1.1262,2018-10-23 14:11:54
Dem,65 and older,Bachelors' degree,White,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.8344,1.955,1.3294,2.0269,2018-10-23 14:12:03
