response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.8177,0.6423,0.3347,0.64,2018-10-29 02:18:56
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Dubuque,50 to 85 percent,Cell,1,0.707,1.341,1.4323,1.4044,2018-10-29 02:20:08
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Linn,85 percent or higher,Landline,1,0.9227,0.9853,0.3877,0.9929,2018-10-29 02:23:35
Rep,65 and older,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Linn,85 percent or higher,Landline,1,0.9264,1.2181,0.9911,1.227,2018-10-29 02:25:05
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.97,1.3356,1.3266,1.3469,2018-10-29 02:29:53
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Linn,Less than 50 percent,Landline,1,0.1549,0.9988,3.9493,1.4426,2018-10-29 02:31:10
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,"Rest, Trump >60%",50 to 85 percent,Cell,1,0.635,0.9115,1.1013,0.9721,2018-10-29 02:31:14
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Linn,Less than 50 percent,Cell,0.8889,0.211,0.8673,2.2473,0.9663,2018-10-29 02:31:28
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.97,0.6039,0.2535,0.609,2018-10-29 02:31:46
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.97,1.4123000000000001,0.9953,1.4171,2018-10-29 02:32:04
3,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,White,Linn,Less than 50 percent,Cell,1,0.3394,0.8673,1.3973,0.9563,2018-10-29 02:35:58
Dem,65 and older,High school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,White,Dubuque,85 percent or higher,Landline,1,0.9621,1.679,1.3298,1.6956,2018-10-29 02:38:40
3,18 to 34,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,Linn,Less than 50 percent,Cell,0.8889,0.2773,1.0863,3.3368,1.3017,2018-10-29 02:40:01
Dem,65 and older,Bachelors' degree,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9402,0.5635,0.2158,0.5715,2018-10-29 02:40:10
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.97,1.4047,1.0668,1.4094,2018-10-29 02:42:34
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.9125,1.1288,0.7396,1.1389,2018-10-29 02:42:34
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.97,0.8569,0.3539,0.8642,2018-10-29 02:44:13
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,85 percent or higher,Landline,0.7778,0.9483,1.1181,0.7244,1.0598,2018-10-29 02:51:37
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Linn,Less than 50 percent,Cell,1,0.4013,1.0042,1.4228,1.0804,2018-10-29 02:52:40
Und,65 and older,High school,White,Male,White,Approve,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,50 to 85 percent,Landline,0.4444,0.8329,1.2193,0.8352,1.149,2018-10-29 22:34:37
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9681,0.6039,0.254,0.606,2018-10-29 22:40:37
Und,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,50 to 85 percent,Landline,1,0.786,1.1655,0.7742,1.226,2018-10-29 22:45:28
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.8896,0.9237,0.6875,0.9469,2018-10-29 22:48:37
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.97,1.4355,1.037,1.4477,2018-10-29 22:51:19
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Landline,1,0.8885,1.0882,0.5038,1.081,2018-10-29 22:56:25
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Not very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Black Hawk,Less than 50 percent,Cell,0.4444,0.2077,0.6556,1.8933,0.3033,2018-10-29 22:56:52
Rep,35 to 49,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Rest, Trump >60%",Less than 50 percent,Landline,0.6667,0.3325,1.0291,2.725,0.7575,2018-10-29 22:57:37
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Dubuque,85 percent or higher,Landline,1,0.97,0.8692,0.3994,0.8721,2018-10-29 22:58:31
Dem,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9664,1.1793,1.3031,1.1836,2018-10-29 22:59:25
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Rest, Trump <60%",50 to 85 percent,Landline,0.8889,0.6698,1.0079,0.7278,0.9928,2018-10-29 23:01:16
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Linn,50 to 85 percent,Landline,1,0.8377,0.9891,0.4839,1.0265,2018-10-29 23:01:25
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump >60%",Less than 50 percent,Landline,1,0.4082,1.1552,2.8282,1.3403,2018-10-29 23:02:28
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Non-White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.8837,0.6672,0.6618,0.6629,2018-10-29 23:03:13
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Already voted,or as a member of another political party,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.6085,1.2696,1.2698,1.4139,2018-10-29 23:04:52
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9376,0.9644,0.7661,0.9785,2018-10-29 23:04:52
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Black Hawk,85 percent or higher,Cell,1,0.9649,0.8373,0.5769,0.8404,2018-10-29 23:08:46
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,"Rest, Trump >60%",Less than 50 percent,Landline,1,0.2808,1.0817,3.4224,1.4649,2018-10-29 23:11:01
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump <60%",Less than 50 percent,Cell,0.8889,0.31,1.3424,4.0766,1.1499,2018-10-29 23:17:52
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Linn,85 percent or higher,Landline,1,0.97,0.6884,0.3203,0.6943,2018-10-29 23:18:28
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,Dems. take House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Dubuque,50 to 85 percent,Landline,1,0.8374,1.1124,0.4874,1.1546,2018-10-29 23:22:04
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9318,1.0665,0.6258,1.0833,2018-10-29 23:22:31
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Linn,Less than 50 percent,Cell,1,0.4367,1.0863,2.1185,1.1551,2018-10-29 23:24:19
3,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,Less than 50 percent,Cell,0.1111,0.4909,0.756,0.8211,0.3951,2018-10-29 23:25:40
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Black Hawk,50 to 85 percent,Cell,0.6667,0.6701,0.5522,0.5107,0.4479,2018-10-29 23:40:16
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Non-White,Black Hawk,85 percent or higher,Landline,1,0.8841,0.5919,0.479,0.5881,2018-10-29 23:40:24
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Dubuque,85 percent or higher,Cell,1,0.9264,1.2249,0.8746,1.2456,2018-10-29 23:41:28
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Dubuque,50 to 85 percent,Cell,1,0.7338,1.7571,2.133,1.876,2018-10-29 23:43:34
3,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Dubuque,Less than 50 percent,Cell,1,0.2766,0.8843,1.8534,1.0071,2018-10-29 23:48:14
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9055,1.4917,1.2473,1.4815,2018-10-29 23:57:41
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump >60%",Less than 50 percent,Landline,1,0.4615,1.1552,2.5013,1.3076,2018-10-29 23:58:53
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Dubuque,85 percent or higher,Cell,1,0.97,1.679,1.3189,1.6933,2018-10-30 00:00:50
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Linn,85 percent or higher,Cell,1,0.97,0.8849,0.3896,0.8813,2018-10-30 00:01:51
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Black Hawk,85 percent or higher,Landline,1,0.9366,0.9696,0.7155,0.9634,2018-10-30 00:02:29
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Black Hawk,Less than 50 percent,Cell,1,0.3801,0.9281,2.5903,1.0927,2018-10-30 00:13:06
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,50 to 85 percent,Cell,1,0.5187,1.0285,1.3524,1.1381,2018-10-30 00:15:03
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.9424,1.2096,0.868,1.2164,2018-10-30 00:16:01
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump <60%",Less than 50 percent,Cell,0.8889,0.4845,1.063,1.9644,1.1532,2018-10-30 00:16:42
Dem,18 to 34,High school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,18 to 34,Non-White,Black Hawk,Less than 50 percent,Cell,1,0.3267,1.2675,5.0387,1.6481,2018-10-30 00:19:10
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,Less than 50 percent,Cell,1,0.4084,0.9168,1.1209,1.0635,2018-10-30 00:20:58
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Linn,85 percent or higher,Landline,1,0.9087,0.8262,0.4697,0.834,2018-10-30 00:31:49
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9603,0.6305,0.3007,0.633,2018-10-30 00:35:25
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,18 to 34,White,Linn,50 to 85 percent,Cell,1,0.73,1.6081,1.6363,1.7188,2018-10-30 00:36:46
Dem,18 to 34,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Black Hawk,85 percent or higher,Cell,1,0.9099,1.2808,1.5215,1.2927,2018-10-30 00:49:42
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Landline,1,0.97,1.0334,0.8975,1.037,2018-10-30 00:54:39
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,85 percent or higher,Landline,1,0.8652,1.0866,0.7659,1.1037,2018-10-30 00:56:09
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,"Rest, Trump >60%",Less than 50 percent,Cell,1,0.4711,0.5579,0.8258,0.6289,2018-10-30 00:59:54
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.97,1.1729,0.7812,1.1769,2018-10-30 01:00:04
Dem,65 and older,High school,Unknown,Male,White,Approve,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9091,1.0487,0.801,1.0704,2018-10-30 01:08:10
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,0,0.97,0.8938,0.524,0.7813,2018-10-30 01:08:19
Rep,65 and older,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Linn,85 percent or higher,Landline,1,0.967,1.1486,0.8872,1.1589,2018-10-30 01:12:22
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Dubuque,85 percent or higher,Landline,1,0.97,1.2203,0.7431,1.2245,2018-10-30 01:12:31
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Landline,1,0.9328,0.8617,0.3614,0.8674,2018-10-30 01:13:07
Dem,18 to 34,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump <60%",Less than 50 percent,Cell,1,0.3828,1.6393,4.2093,1.9272,2018-10-30 01:14:37
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Dubuque,85 percent or higher,Cell,1,0.97,1.0454,0.6664,1.0543,2018-10-30 01:17:15
3,50 to 64,Some college or trade school,White,Male,White,Don't know,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.8773,0.9026,0.6274,0.8968,2018-10-30 01:21:00
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9426,1.1729,0.8039,1.1794,2018-10-30 01:23:15
3,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Linn,50 to 85 percent,Landline,1,0.675,0.6836,0.4608,0.7214,2018-10-30 01:23:51
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.904,1.0945,0.6916,1.1184,2018-10-30 01:25:30
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.97,0.7583,0.4968,0.7609,2018-10-30 01:27:27
Dem,50 to 64,Bachelors' degree,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,50 to 64,Unknown,Black Hawk,85 percent or higher,Cell,1,0.97,0.5241,0.1983,0.5286,2018-10-30 01:46:03
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Dubuque,85 percent or higher,Cell,1,0.8543,0.888,0.8566,0.9035,2018-10-30 01:50:57
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Black Hawk,50 to 85 percent,Cell,0.7778,0.8286,1.0092,1.0605,0.9016,2018-10-30 01:56:30
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Dubuque,50 to 85 percent,Cell,0.8889,0.8153,0.9695,0.5512,0.95,2018-10-30 02:07:01
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.97,0.9221,0.4551,0.9299,2018-10-30 02:08:31
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Rest, Trump >60%",50 to 85 percent,Cell,1,0.8317,1.2208,1.1947,1.2689,2018-10-30 02:12:16
