response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Oneida,50 to 85 percent,Cell,1,0.5891,0.9652,0.7225,0.9714,2018-11-01 22:57:03
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Oneida,Less than 50 percent,Cell,1,0.3627,0.8791,1.179,1.0265,2018-11-01 22:57:21
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Broome,85 percent or higher,Cell,1,0.8643,1.0381,0.2523,1.0134,2018-11-01 22:57:48
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown,Oneida,50 to 85 percent,Cell,1,0.5305,1.1333,0.8306,1.2263,2018-11-01 22:58:42
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.9052,0.6491,0.2973,0.6438,2018-11-01 23:01:24
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8492,0.9538,0.6463,0.9538,2018-11-01 23:05:37
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 34,White,Broome,Less than 50 percent,Cell,1,0.4533,1.3753,1.3539,1.6142,2018-11-01 23:07:34
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Oneida,85 percent or higher,Landline,1,0.8723,1.6137,1.4413,1.5748,2018-11-01 23:10:52
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Oneida,50 to 85 percent,Landline,1,0.8002,0.8491,0.4088,0.8564,2018-11-01 23:11:08
Dem,50 to 64,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Non-White,Broome,85 percent or higher,Cell,1,0.9416,1.612,0.4307,1.592,2018-11-01 23:11:17
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Oneida,50 to 85 percent,Cell,1,0.8287,0.6265,0.3511,0.6286,2018-11-01 23:11:35
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Oneida,85 percent or higher,Landline,1,0.9214,0.9821,0.6622,0.9721,2018-11-01 23:13:14
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Oneida,50 to 85 percent,Landline,1,0.7128,1.1014,0.9645,1.1312,2018-11-01 23:13:41
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Oneida,50 to 85 percent,Landline,1,0.8038,1.5836,1.3972,1.5962,2018-11-01 23:16:05
Und,65 and older,Grade school,White,Female,White,Approve,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Oneida,85 percent or higher,Landline,1,0.8971,1.0122,0.8627,1.0172,2018-11-01 23:16:31
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Don't know,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Oneida,50 to 85 percent,Landline,0.8889,0.7022,0.9663,0.402,0.9328,2018-11-01 23:16:56
Rep,50 to 64,High school,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),Nonwhite,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9472,1.5181,0.9522,1.4819,2018-11-01 23:19:13
Dem,18 to 34,High school,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,Rest,Less than 50 percent,Landline,0,0.3991,1.8979,4.4273,0.826,2018-11-01 23:23:16
Rep,50 to 64,Some college or trade school,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Non-White,Broome,85 percent or higher,Cell,1,0.9064,1.725,0.7822,1.7105,2018-11-01 23:24:08
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.921,0.6381,0.2346,0.6316,2018-11-01 23:27:08
Dem,50 to 64,High school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7658,1.529,1.302,1.5023,2018-11-01 23:31:02
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8467,0.9643,0.4955,0.9421,2018-11-01 23:32:35
Rep,35 to 49,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,White,Oneida,85 percent or higher,Landline,1,0.8968,1.1223,0.8581,1.1143,2018-11-01 23:33:02
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.7367,0.9938,0.7223,0.9793,2018-11-01 23:35:26
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Oneida,85 percent or higher,Landline,1,0.8956,0.5763,0.2475,0.5723,2018-11-01 23:39:01
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Broome,85 percent or higher,Landline,1,0.9258,1.1683,0.465,1.1557,2018-11-01 23:43:40
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Oneida,85 percent or higher,Landline,1,0.9227,0.6223,0.2683,0.6158,2018-11-01 23:43:50
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest,50 to 85 percent,Cell,1,0.8451,1.2901,0.9002,1.291,2018-11-01 23:44:53
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8062,0.8547,0.3642,0.8611,2018-11-01 23:46:13
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Broome,85 percent or higher,Landline,1,0.9667,0.7258,0.28,0.7153,2018-11-01 23:47:19
Dem,35 to 49,Grade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Oneida,50 to 85 percent,Landline,1,0.8216,1.8233,2.1934,1.8319,2018-11-01 23:48:31
Rep,65 and older,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Somewhat likely,Republican,Nonwhite,65 and older,White,Rest,Less than 50 percent,Cell,0.4444,0.4924,0.5903,0.7195,0.3865,2018-11-01 23:48:49
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.5781,1.0996,1.1895,1.1711,2018-11-01 23:49:16
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.4147,1.0016,2.328,1.1374,2018-11-01 23:52:07
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.5916,0.9538,0.9277,1.0116,2018-11-01 23:53:55
Rep,18 to 34,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,Unknown,Broome,Less than 50 percent,Cell,1,0.2578,2.4659,5.532,2.7904,2018-11-01 23:57:22
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.8607,1.0457,0.9987,1.0598,2018-11-01 23:59:10
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.916,0.6317,0.358,0.6161,2018-11-02 00:01:25
Dem,65 and older,High school,White,Female,White,Approve,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.8641,1.0266,1.0229,1.0242,2018-11-02 00:02:44
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Oneida,85 percent or higher,Landline,1,0.8868,0.6383,0.3673,0.6347,2018-11-02 00:03:11
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Rest,50 to 85 percent,Cell,1,0.6871,1.12,0.8269,1.11,2018-11-02 00:03:38
Und,50 to 64,High school,White,Male,White,Approve,Don't know,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,0.5556,0.7335,1.5844,1.1785,1.4036,2018-11-02 00:04:41
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9501,0.5463,0.213,0.5334,2018-11-02 00:06:38
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Oneida,85 percent or higher,Landline,1,0.8994,1.6016,1.0987,1.5897,2018-11-02 00:07:23
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Rest,Less than 50 percent,Landline,1,0.2723,1.1929,4.5432,1.4827,2018-11-02 00:10:05
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Rest,50 to 85 percent,Landline,1,0.8174,1.0546,0.7711,1.032,2018-11-02 00:16:57
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.8556,0.6264,0.2597,0.6258,2018-11-02 00:17:52
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Oneida,85 percent or higher,Landline,1,0.94,0.6056,0.3208,0.591,2018-11-02 00:18:37
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8445,1.0454,0.8845,1.0462,2018-11-02 00:19:13
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Oneida,85 percent or higher,Landline,1,0.8891,0.6114,0.3321,0.6077,2018-11-02 00:19:30
Dem,18 to 34,Bachelors' degree,Other,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),Nonwhite,18 to 34,Non-White,Broome,Less than 50 percent,Landline,0,0.1576,2.0813,7.2746,0.4383,2018-11-02 00:22:31
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Rest,50 to 85 percent,Landline,1,0.5107,1.2682,1.1958,1.2977,2018-11-02 00:22:40
Dem,65 and older,High school,White,Female,White,Don't know,Reps. keep House,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Oneida,50 to 85 percent,Landline,0.5556,0.6828,1.0564,1.0863,0.9899,2018-11-02 00:22:48
Und,65 and older,Bachelors' degree,White,Female,White,Approve,Don't know,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Oneida,85 percent or higher,Landline,1,0.9374,0.6323,0.3549,0.6247,2018-11-02 00:26:34
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Broome,85 percent or higher,Landline,1,0.8932,1.2235,0.6697,1.2154,2018-11-02 00:27:55
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,Non-White,Oneida,Less than 50 percent,Landline,1,0.2776,1.3758,3.0635,1.5379,2018-11-02 00:30:37
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Cell,1,0.1485,0.5903,2.3617,0.846,2018-11-02 00:34:18
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Oneida,50 to 85 percent,Landline,1,0.7137,0.8875,0.3354,0.9113,2018-11-02 00:35:12
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Rest,50 to 85 percent,Cell,0.8889,0.836,1.1156,0.5615,1.1045,2018-11-02 00:36:39
Dem,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,White,Broome,85 percent or higher,Landline,1,0.963,1.0179,0.351,1.0093,2018-11-02 00:46:53
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Broome,Less than 50 percent,Cell,1,0.4528,1.028,0.7476,1.147,2018-11-02 00:48:28
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Oneida,50 to 85 percent,Cell,1,0.8135,0.9404,0.5908,0.9462,2018-11-02 00:49:31
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9281,1.0189,0.7485,0.994,2018-11-02 00:50:52
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Oneida,85 percent or higher,Landline,1,0.8974,0.9778,0.6732,0.9708,2018-11-02 00:52:35
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Broome,Less than 50 percent,Landline,0.5556,0.4288,2.3559,4.1659,1.6183,2018-11-02 00:52:44
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Oneida,50 to 85 percent,Cell,1,0.5793,1.0909,1.2121,1.1614,2018-11-02 00:54:10
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Dems. take House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Broome,50 to 85 percent,Landline,1,0.6527,0.7706,0.4952,0.8293,2018-11-02 00:54:14
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Don't know,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Cell,0.8889,0.3729,1.1639,2.0938,1.2963,2018-11-02 00:59:16
Und,65 and older,High school,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9273,1.0457,0.927,1.0201,2018-11-02 01:02:09
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Oneida,50 to 85 percent,Landline,0.4444,0.6674,0.7463,0.4108,0.3945,2018-11-02 01:03:03
Und,65 and older,[DO NOT READ] Refused,White,Male,White,Disapp.,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Oneida,85 percent or higher,Landline,1,0.8876,0.7548,0.2718,0.7504,2018-11-02 01:03:13
Und,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,Rest,85 percent or higher,Landline,1,0.9189,0.9987,0.5488,0.9741,2018-11-02 01:04:06
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Broome,85 percent or higher,Cell,1,0.8945,0.7383,0.377,0.7333,2018-11-02 01:04:15
Und,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Oneida,50 to 85 percent,Landline,1,0.7403,0.6381,0.3822,0.6514,2018-11-02 01:05:28
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Oneida,Less than 50 percent,Cell,1,0.419,0.9138,1.5576,1.0356,2018-11-02 01:08:18
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9136,1.0457,0.9409,1.036,2018-11-02 01:08:54
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Broome,85 percent or higher,Landline,1,0.937,0.6616,0.1925,0.6537,2018-11-02 01:14:18
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,0.8889,0.6478,0.6094,0.5073,0.5905,2018-11-02 01:16:40
Und,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Oneida,Less than 50 percent,Cell,1,0.3498,0.9802,2.0726,1.1533,2018-11-02 01:19:49
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9264,0.621,0.2842,0.6143,2018-11-02 01:22:40
Dem,65 and older,High school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.9159,1.0215,0.5489,1.0118,2018-11-02 01:24:46
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.919,1.0457,0.9354,1.0354,2018-11-02 01:25:13
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Oneida,85 percent or higher,Cell,1,0.9264,0.6383,0.3515,0.6375,2018-11-02 01:25:13
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6001,1.0981,1.4675,1.1031,2018-11-02 01:30:19
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6638,0.6363,0.5461,0.6613,2018-11-02 01:30:55
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8949,0.9483,0.4332,0.9418,2018-11-02 01:38:12
Dem,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.711,1.7604,2.2504,1.8088,2018-11-02 01:39:15
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Cell,1,0.2417,0.5654,1.3289,0.7222,2018-11-02 02:14:43
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Don't know,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Oneida,Less than 50 percent,Cell,1,0.2991,1.031,2.2311,1.255,2018-11-02 02:20:09
