response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.9699,0.6996,0.3097,0.6707,2018-10-25 02:50:34
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,0.8476,0.457,0.8229,2018-10-25 02:50:43
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,0.8659,0.3857,0.8407,2018-10-25 02:51:28
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.9361,0.8246,0.5721,0.8057,2018-10-25 02:52:58
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,35 to 49,White,"Salt Lake, Trump",50 to 85 percent,Cell,1,0.8405,0.9501,0.618,0.9486,2018-10-25 02:53:07
Rep,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,South,50 to 85 percent,Cell,1,0.8324,1.3809,1.1689,1.3575,2018-10-25 02:53:52
Dem,65 and older,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,65 and older,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.8744,0.9413,0.5055,0.9192,2018-10-25 03:00:28
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,"Salt Lake, Clinton",85 percent or higher,Landline,1,0.97,0.7869,0.4948,0.7639,2018-10-25 03:01:13
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.9362,1.0165,0.4533,0.9932,2018-10-25 03:06:25
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,South,85 percent or higher,Landline,1,0.97,0.8438,0.3811,0.815,2018-10-25 03:07:19
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,"Salt Lake, Clinton",50 to 85 percent,Cell,1,0.8205,1.1663,1.0847,1.1186,2018-10-25 03:34:04
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.8998,0.8093,0.5038,0.7738,2018-10-25 03:34:22
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Trump",Less than 50 percent,Cell,1,0.2692,2.2276,10.52,2.9377,2018-10-25 03:34:22
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Salt Lake, Trump",50 to 85 percent,Cell,0.6667,0.5416,1.893,2.7954,1.4155,2018-10-25 03:35:16
Rep,35 to 49,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,0.9845,0.6082,0.951,2018-10-25 03:35:25
Rep,18 to 34,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 34,White,"Salt Lake, Clinton",Less than 50 percent,Cell,0.5556,0.3659,1.1974,2.1158,0.7893,2018-10-25 03:36:55
Dem,50 to 64,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Non-White,South,85 percent or higher,Cell,1,0.97,0.7853,0.3151,0.7586,2018-10-25 03:36:55
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,South,50 to 85 percent,Cell,1,0.8224,0.5786,0.2016,0.5803,2018-10-25 03:37:22
Und,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,0.8476,0.457,0.8187,2018-10-25 03:37:58
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Clinton",50 to 85 percent,Cell,1,0.7164,0.7131,0.4269,0.7368,2018-10-25 03:38:07
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Already voted,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,"Salt Lake, Trump",50 to 85 percent,Cell,1,0.6873,0.9458,0.656,0.9863,2018-10-25 03:39:10
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Clinton",50 to 85 percent,Cell,1,0.5868,0.7503,0.587,0.7812,2018-10-25 03:39:37
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,0.8402,0.4253,0.8116,2018-10-25 03:40:31
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Clinton",Less than 50 percent,Cell,0.5556,0.2688,1.0154,1.6756,0.6512,2018-10-25 03:40:49
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.9293,0.7774,0.421,0.7536,2018-10-25 03:41:16
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.97,0.7161,0.2502,0.6952,2018-10-25 03:41:25
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.936,0.9845,0.6303,0.9417,2018-10-25 03:42:37
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.9471,1.133,0.5595,1.0963,2018-10-25 03:42:37
Rep,50 to 64,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Non-White,South,85 percent or higher,Cell,1,0.97,0.6235,0.2644,0.6023,2018-10-25 03:42:46
Und,18 to 34,Some college or trade school,White,Male,Asian,Disapp.,Don't know,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,Nonwhite,18 to 34,White,"Salt Lake, Clinton",Less than 50 percent,Cell,1,0.172,1.0991,4.3636,1.4904,2018-10-25 03:42:46
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,"Salt Lake, Clinton",Less than 50 percent,Cell,1,0.3465,1.005,1.2693,1.2385,2018-10-25 03:43:22
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Landline,1,0.9674,1.0018,0.5836,0.9678,2018-10-25 03:43:58
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Clinton",Less than 50 percent,Cell,1,0.43,0.8711,1.2304,1.0156,2018-10-25 03:44:25
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.8501,0.7906,0.3372,0.7875,2018-10-25 03:44:52
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.8923,0.8476,0.4968,0.8255,2018-10-25 03:45:37
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.9676,0.7161,0.2508,0.6918,2018-10-25 03:46:31
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",35 to 49,Unknown,"Salt Lake, Clinton",50 to 85 percent,Cell,1,0.5361,0.6408,0.3494,0.7077,2018-10-25 03:46:40
Rep,35 to 49,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,Non-White,"Salt Lake, Clinton",50 to 85 percent,Cell,1,0.8423,1.6022,1.4729,1.5347,2018-10-25 03:49:27
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Salt Lake, Trump",85 percent or higher,Landline,1,0.97,0.7326,0.3028,0.7077,2018-10-25 03:55:00
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Salt Lake, Clinton",50 to 85 percent,Landline,1,0.7612,0.799,0.3242,0.7961,2018-10-25 04:06:43
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,South,50 to 85 percent,Landline,0,0.7658,0.7673,0.4237,0.5515,2018-10-25 04:08:40
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 34,White,"Salt Lake, Trump",Less than 50 percent,Cell,1,0.4963,1.0589,1.2514,1.1915,2018-10-25 04:11:13
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,South,50 to 85 percent,Cell,1,0.8026,0.6725,0.4008,0.6647,2018-10-25 04:18:19
Und,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Already voted,or as a member of another political party,[DO NOT READ] Don't know/Refused,35 to 49,White,South,Less than 50 percent,Cell,1,0.1557,0.5941,1.741,0.9142,2018-10-25 04:36:59
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,"Salt Lake, Clinton",50 to 85 percent,Cell,1,0.5716,0.9627,0.626,1.0071,2018-10-25 04:40:17
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Salt Lake, Trump",Less than 50 percent,Cell,1,0.379,1.2476,1.9764,1.415,2018-10-25 04:40:53
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.8858,0.7954,0.5347,0.7754,2018-10-25 04:44:56
Rep,50 to 64,Bachelors' degree,Asian,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Non-White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.97,0.8183,0.3131,0.7905,2018-10-25 04:46:25
Dem,65 and older,Grade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,"Salt Lake, Trump",50 to 85 percent,Cell,1,0.8335,1.753,1.8922,1.7532,2018-10-25 04:48:49
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Trump",50 to 85 percent,Cell,1,0.6434,0.7296,0.5755,0.7722,2018-10-25 04:50:55
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Unknown,"Salt Lake, Trump",85 percent or higher,Landline,1,0.97,0.8192,0.5733,0.7953,2018-10-25 04:51:13
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Trump",50 to 85 percent,Cell,1,0.827,0.672,0.4677,0.6612,2018-10-25 04:57:31
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,"Salt Lake, Clinton",50 to 85 percent,Cell,1,0.7592,0.9681,0.8082,0.9876,2018-10-25 04:57:31
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.9668,0.9631,0.5536,0.9355,2018-10-25 05:03:16
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Unknown,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,0.6649,0.3147,0.6455,2018-10-25 05:05:13
Rep,50 to 64,Some college or trade school,Unknown,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,50 to 64,Unknown,"Salt Lake, Trump",50 to 85 percent,Cell,1,0.56,0.8429,0.5994,0.9214,2018-10-25 05:06:25
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,"Salt Lake, Clinton",50 to 85 percent,Landline,1,0.5689,0.981,0.6566,1.0684,2018-10-25 05:07:55
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,White,South,Less than 50 percent,Cell,1,0.2447,0.9278,1.9571,1.2561,2018-10-25 05:08:04
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,"Salt Lake, Trump",85 percent or higher,Landline,1,0.9148,1.133,0.5793,1.0832,2018-10-25 05:08:31
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Postgraduate Degree,Other,Male,Not very likely,Republican,"White, 4-Year College Grads",18 to 34,White,"Salt Lake, Clinton",50 to 85 percent,Cell,1,0.6171,0.7777,0.4657,0.6152,2018-10-25 05:10:19
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.9274,0.7738,0.3663,0.7574,2018-10-25 05:11:13
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Not very likely,Independent (No party),Nonwhite,50 to 64,Non-White,South,Less than 50 percent,Cell,0,0.2855,2.019,6.3088,0.6053,2018-10-25 05:15:07
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Democrat,Nonwhite,18 to 34,White,"Salt Lake, Clinton",Less than 50 percent,Cell,1,0.2477,1.4565,4.0676,1.8133,2018-10-25 21:38:56
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.8909,0.8988,0.5074,0.8756,2018-10-25 22:26:56
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,"Salt Lake, Clinton",85 percent or higher,Landline,1,0.97,0.9528,0.4373,0.925,2018-10-25 22:43:41
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,South,85 percent or higher,Landline,1,0.9621,0.8438,0.3842,0.8154,2018-10-25 22:45:29
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.9527,0.833,0.4862,0.8056,2018-10-25 22:51:02
Und,18 to 34,Graduate or Professional Degree,Other,Male,Black,Disapp.,Reps. keep House,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Male,Already voted,[DO NOT READ] Refused,Nonwhite,18 to 34,Non-White,"Salt Lake, Clinton",Less than 50 percent,Cell,1,0.1891,0.8843,2.1733,1.287,2018-10-25 22:54:38
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,1.0492,0.5691,1.0134,2018-10-25 23:11:44
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Trump",Less than 50 percent,Cell,1,0.4558,0.7839,0.8912,0.9007,2018-10-25 23:23:23
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,1.1134,0.5709,1.0755,2018-10-25 23:24:26
Und,35 to 49,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Clinton",Less than 50 percent,Cell,0.8889,0.3828,1.0783,1.7216,1.071,2018-10-25 23:34:44
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,"Salt Lake, Clinton",85 percent or higher,Landline,1,0.97,1.0078,0.4912,0.9784,2018-10-25 23:34:53
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Trump",Less than 50 percent,Landline,1,0.4255,0.9542,1.623,1.0567,2018-10-25 23:40:53
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.9389,0.8437,0.6906,0.807,2018-10-25 23:49:25
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.851,0.9845,0.6932,0.9649,2018-10-25 23:50:00
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Salt Lake, Clinton",85 percent or higher,Landline,1,0.9272,0.8212,0.3675,0.7963,2018-10-25 23:51:39
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,South,50 to 85 percent,Cell,1,0.6792,0.8143,0.4791,0.8514,2018-10-25 23:52:34
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Clinton",85 percent or higher,Cell,1,0.8841,0.7911,0.4235,0.7566,2018-10-25 23:53:27
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,"Salt Lake, Trump",Less than 50 percent,Cell,1,0.3682,0.9891,1.5646,1.1285,2018-10-25 23:53:36
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,"Salt Lake, Trump",85 percent or higher,Cell,1,0.97,0.8093,0.4673,0.7858,2018-10-25 23:54:57
Dem,50 to 64,Bachelors' degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Republican,Nonwhite,50 to 64,White,"Salt Lake, Trump",50 to 85 percent,Cell,1,0.5444,0.8251,0.6383,0.908,2018-10-26 00:00:12
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,"Salt Lake, Clinton",85 percent or higher,Landline,1,0.97,1.9007,1.644,1.8453,2018-10-26 00:03:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,"Salt Lake, Trump",85 percent or higher,Landline,1,0.97,1.031,0.5947,1.001,2018-10-26 00:06:30
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Salt Lake, Trump",85 percent or higher,Landline,1,0.9265,0.9027,0.5775,0.8753,2018-10-26 00:06:30
